idnovel,tr_word1,tr_word2,tr_word3,tr_word4,tr_word5,ch_word1,ch_word2,ch_word3,ch_word4,ch_word5,st_word1,st_word2,st_word3,st_word4,st_word5,md_word1,md_word2,md_word3,md_word4,md_word5
166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
170,배스 천 ,동쪽 사람 ,목표 ,빔 절단 ,노력 ,그렇다,단순하다,없다,인하다,성공하다,성공하다,같다,단순하다,그렇다,이렇다,NULL,NULL,NULL,NULL,NULL
171,NULL,NULL,NULL,NULL,NULL,같다,없다,그렇다,순수하다,다양하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,술 법 ,순수 무공 ,사대 무류 ,동 빈 ,검법 ,짧다,망하다,멋지다,괴상하다,타락하다,같다,멋지다,넘치다,망하다,타락하다,NULL,NULL,NULL,NULL,NULL
173,서유 락 ,이벤트 안녕하세요 ,경찰 ,저자 ,주인공 ,훌륭하다,좋다,미치다,재미있다,이렇다,있다,재미있다,철저하다,미치다,아니다,NULL,NULL,NULL,NULL,NULL
174,최 영훈 ,오성 그룹 ,윤 의원 ,김태현 회장 ,진물 산 ,강력하다,잘생기다,재미없다,강하다,다르다,재미없다,이렇다,강하다,바쁘다,진부하다,NULL,NULL,NULL,NULL,NULL
175,능력 ,마 물 ,힘 숨 ,이상 정주 ,주인공 ,익숙하다,있다,비슷하다,기대하다,같다,안전하다,약하다,나쁘다,이상하다,다양하다,음울하다,새롭다,간단하다,재미있다,훌륭하다
176,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
177,삼대 스캔들 ,영화 ,흥행 ,주인공 ,말 ,높다,있다,없다,그렇다,강하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
178,NULL,NULL,NULL,NULL,NULL,만족하다,이렇다,아니다,있다,대단하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
179,강주 혁 ,탑 스타 ,배우 물 ,미래 정보 ,주인공 ,당연하다,단순하다,넘치다,답답하다,무능력하다,몰락하다,탄탄하다,단순하다,비슷하다,재밌다,NULL,NULL,NULL,NULL,NULL
180,물 특징 ,판 무 ,책 빙의 ,유물 감정사 ,벨 토리 ,당하다,찬란하다,죄송하다,미치다,안녕하다,신기하다,만연하다,아쉽다,고리타분하다,새롭다,NULL,NULL,NULL,NULL,NULL
181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
182,레벨 업 ,문 피아 ,자살 헌터 ,검 감 ,메 모라 ,굳다,무미건조하다,선량하다,반갑다,교묘하다,NULL,NULL,NULL,NULL,NULL,완벽하다,당당하다,신기하다,교묘하다,엄청나다
183,곽 병서 ,묘 엽 ,마 티 ,투수 ,요 니시 ,꼬이다,좋아하다,무의미하다,단순하다,없다,쓸쓸하다,편리하다,재미없다,빠르다,탄탄하다,선하다,완전하다,엄청나다,만족하다,의하다
184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
185,유전자 가위 ,장 ,코 쿠 ,연구 ,유전 정보 ,무심하다,훈훈하다,부럽다,추하다,어수선하다,탄탄하다,어수선하다,비밀스럽다,재밌다,훈훈하다,사이좋다,낑기다,칠하다,어수선하다,훈훈하다
186,시간 플레이 ,가상현실 게임 ,애 미 ,게임 ,때 ,꼴사납다,갑작스럽다,단조롭다,완벽하다,찬란하다,흔하다,부럽다,우수하다,가능하다,아프다,꼴사납다,완벽하다,귀엽다,작다,이상하다
187,작 연 ,일연 ,역대 급 ,대체 역사 ,자연 구분 ,좋다,아니다,재밌다,많다,없다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
188,빙의 물 ,주인공 ,먼치킨 무력 ,칼로얀 ,전문 마법사 ,같다,아니다,어떻다,이렇다,충분하다,안되다,강하다,성실하다,자세하다,흥미롭다,있다,어떻다,망하다,같다,황당하다
189,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190,NULL,NULL,NULL,NULL,NULL,좋다,없다,있다,편하다,안녕하다,있다,편하다,평범하다,특별하다,좋다,NULL,NULL,NULL,NULL,NULL
191,판타지 스키 ,장르 퓨전 ,이벤트 안녕하세요 ,시스템 물 ,몬스터 ,좋다,유능하다,없다,변하다,같다,NULL,NULL,NULL,NULL,NULL,솔직하다,드물다,아니다,실망하다,심하다
192,아카데미 물 ,파쿠 리 ,메인 스토리 ,히로인 이랑 ,주인공 ,아쉽다,좋다,당하다,없다,높다,같다,궁금하다,좋다,없다,당하다,NULL,NULL,NULL,NULL,NULL
193,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
194,NULL,NULL,NULL,NULL,NULL,있다,많다,드럽다,잔잔하다,부탁드리다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,주인공 백종원 ,먼치킨 요리 ,레벨 업 ,림 ,식당 ,그렇다,비슷하다,없다,같다,답답하다,비슷하다,같다,맛있다,없다,있다,NULL,NULL,NULL,NULL,NULL
196,실 반 ,실바 ,쿠 르 ,원작 주인공 ,헤르 온 ,없다,그렇다,재밌다,힘드다,진지하다,진지하다,상당하다,있다,관대하다,아쉽다,강하다,귀엽다,만족스럽다,의하다,자세하다
197,하루 스키 ,스키 ,주인공 ,주인공 ,카드 ,아쉽다,없다,같다,있다,강하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
198,무림 ,소 천 ,절대 강호 ,장 영훈 ,사 파 ,행복하다,편하다,아니다,참신하다,추하다,깊다,있다,힘드다,깐깐하다,당당하다,아프다,작다,특이하다,음흉하다,미치다
199,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200,NULL,NULL,NULL,NULL,NULL,환생하다,아니다,좋다,귀하다,같다,비슷하다,아니다,성공하다,같다,귀하다,NULL,NULL,NULL,NULL,NULL
201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
204,미니 드 ,섹터  ,급 헌터 ,기욤 눈 ,문 창 ,무사하다,가지런하다,뻔하다,불타다,초조하다,날카롭다,굉장하다,적응하다,원하다,바쁘다,NULL,NULL,NULL,NULL,NULL
205,전편 구매 ,조선 ,폭군 고종 ,문 피아 ,고구려 물 ,어렵다,지루하다,나열하다,깊다,흥미롭다,어렵다,깊다,흥미롭다,부드럽다,나열하다,NULL,NULL,NULL,NULL,NULL
206,아이템 ,키워드 스키 ,모험가 클래스 ,주인공 ,아버지 ,아니다,많다,가능하다,수많다,있다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207,삼류 축구 ,주인공 ,주인공 이강우 ,호날두 메시 ,회귀 ,있다,성장하다,좋다,깔끔하다,당하다,성장하다,넓다,깔끔하다,좋다,뛰어나다,비슷하다,안녕하다,같다,있다,재미있다
208,게임 판타지 ,젖 병 ,분유 포트 ,때 ,입 니다 ,성숙하다,찌질하다,평범하다,강화하다,진부하다,진부하다,성숙하다,강화하다,시기하다,그러하다,만족스럽다,부담스럽다,지저분하다,따뜻하다,다행하다
209,영동 분유 ,어머니 ,서 정구 ,국민 회사 ,비료 공장 ,좋아하다,괜찮다,없다,있다,성공하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210,개발 딸 ,권력 다툼 ,오 작가 ,다음 작품 ,주인공 ,어떻다,기대하다,그렇다,필요하다,재밌다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
211,NULL,NULL,NULL,NULL,NULL,안녕하다,작다,유명하다,같다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
212,승 표 ,회귀 역대 ,이 세계 ,모라 이즈 ,드 환생 ,같다,갑작스럽다,괜찮다,있다,답답하다,똑똑하다,멍청하다,있다,아니다,재수없다,NULL,NULL,NULL,NULL,NULL
213,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
214,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
215,NULL,NULL,NULL,NULL,NULL,안녕하다,좋아하다,환생하다,간단하다,궁금하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
216,드 레인 ,부 갓 ,뇌 전 ,카 라테 ,신 시리즈 ,착하다,대수롭다,흔하다,특이하다,어떠하다,진부하다,순하다,치밀하다,재밌다,애매하다,어수선하다,기대하다,덥다,정신차리다,오만하다
217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
219,월드컵 우승 ,물 축구 ,브라질 ,웨스턴 햄 ,용 ,가볍다,높다,재밌다,익숙하다,사랑스럽다,괜찮다,새롭다,많다,확실하다,불가능하다,쏠쏠하다,간략하다,가볍다,안녕하다,맛깔나다
220,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
222,시 르 ,온 ,검 ,온 ,퓨전 판타지 ,자연스럽다,조용하다,새롭다,변하다,착하다,불필요하다,재미있다,답답하다,이렇다,위험하다,억지스럽다,밋밋하다,애매하다,검다,뛰어나다
223,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
224,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
225,배 송 ,중고 무료 ,택배 ,판타지 ,권 ,강하다,있다,좋아하다,실하다,순하다,있다,강하다,좋아하다,참신하다,순하다,NULL,NULL,NULL,NULL,NULL
226,소환 진 ,주인공 ,청 검 ,영령 ,급 던전 ,빠르다,재밌다,만족스럽다,좋다,이렇다,성장하다,높다,끊임없다,괜찮다,아니다,빠르다,없다,아무렇다,재밌다,대단하다
227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
228,엘 뤼에 ,웹툰 화 ,작가 ,물 ,로 판 ,불행하다,그러하다,가깝다,성장하다,다양하다,탄탄하다,지루하다,깔끔하다,시원하다,더하다,자연스럽다,불편하다,확실하다,가뿐하다,유쾌하다
229,혈 교 ,환생 표 ,회귀 물 ,운 휘 ,감 무림 ,멍청하다,뻔하다,특이하다,어색하다,의하다,흥미롭다,불편하다,시원시원하다,유치하다,훌륭하다,창피하다,부탁드리다,평화롭다,당연하다,유쾌하다
230,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
231,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
232,NULL,NULL,NULL,NULL,NULL,아니다,이상하다,특별하다,무섭다,검다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
233,화랑 길드 ,능력 ,손 백일 ,시작 ,복수 ,강하다,그렇다,좋다,같다,없다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
234,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
235,강 천우 ,헌터 물 ,혈 교의 ,마교 교주 ,레벨 업 ,가깝다,두텁다,장황하다,성공하다,힘들다,강력하다,안녕하다,검다,다양하다,빠르다,NULL,NULL,NULL,NULL,NULL
236,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
237,NULL,NULL,NULL,NULL,NULL,안녕하다,좋아하다,잘나다,좋다,있다,좋다,있다,재미있다,좋아하다,안녕하다,NULL,NULL,NULL,NULL,NULL
238,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
