idnovel,tr_word1,tr_word2,tr_word3,tr_word4,tr_word5,ch_word1,ch_word2,ch_word3,ch_word4,ch_word5,st_word1,st_word2,st_word3,st_word4,st_word5,md_word1,md_word2,md_word3,md_word4,md_word5
632,천제 황 ,양궁 선수 ,김 주광 ,스토리 전개 ,한쪽 눈 ,아니다,있다,심하다,아쉽다,상당하다,아쉽다,참신하다,암울하다,흥미롭다,있다,NULL,NULL,NULL,NULL,NULL
633,장지 후 ,천둥 신 ,물 깡패 ,라오 ,교단 레벨 ,있다,무섭다,많다,간략하다,아쉽다,갑작스럽다,머나멀다,의하다,불손하다,어렵다,NULL,NULL,NULL,NULL,NULL
634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
640,환생 좌 ,이 차원 ,던전 공략 ,주인공 ,추천 말 ,인하다,당하다,같다,아니다,필요하다,진지하다,어떻다,즐겁다,슬프다,어중간하다,NULL,NULL,NULL,NULL,NULL
642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
643,지속 시간 ,추가 공격력 ,레벨 ,재사용 대기 ,특성 ,면밀하다,만족스럽다,재밌다,현명하다,좋아하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
644,서문 비 ,궁 ,제갈 영 ,구천 신 ,강소 홍 ,없다,그렇다,이렇다,심각하다,의하다,힘들다,부족하다,통쾌하다,명백하다,등등하다,NULL,NULL,NULL,NULL,NULL
645,장 무위 ,문 파 ,백두산 ,스승 ,강호 ,겸손하다,곧다,번번하다,중요하다,쎄다,NULL,NULL,NULL,NULL,NULL,번번하다,겸손하다,많다,곧다,중요하다
646,태극 천 ,백야 작가 ,소독 아가 ,낭인 천하 ,향 ,있다,궁금하다,미치다,원하다,부족하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
647,게임 ,모음 일본어 ,작품 ,서비스 종료 ,토 호쿠 ,좋다,복잡하다,확실하다,통쾌하다,강하다,붕괴하다,짧다,빠르다,귀찮다,환생하다,NULL,NULL,NULL,NULL,NULL
648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
650,임 말 ,익 문 ,근육 조선 ,메리 여왕 ,남 주 ,불편하다,좋아하다,다르다,딱하다,상당하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
651,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
652,이태곤 대위 ,오상진 ,수류탄 ,마이크 ,이벤트 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
653,악당 주인공 ,포 스팅 ,먼치킨 회귀 ,무료 때 ,주인공 설정 ,이렇다,무겁다,좋아하다,상당하다,있다,성장하다,부족하다,괜찮다,복잡하다,다르다,상당하다,무겁다,좋아하다,어둡다,많다
654,영화 ,작품 ,촬영 ,주인공 ,자신 ,엄청나다,작다,있다,아니다,가능하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
655,테 이즈 ,레벨 스키 ,단점 칼 ,루트 장점 ,초반 싸움 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
656,골키퍼 물이 ,투 베 ,때 화력 ,이번 홍보 ,글 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
657,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
658,게임 시스템 ,컵 우승 ,완결 ,롤 ,흥미 ,좋다,아니다,재밌다,우승하다,어떻다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
659,NULL,NULL,NULL,NULL,NULL,재밌다,같다,신선하다,수많다,어렵다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
660,이상 정주 ,막내 아들 ,헌터 물 ,활 판타지 ,세계 ,강하다,없다,있다,미치다,비슷하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
661,판타지 세계 ,주인공 ,레벨 업 ,웹툰 ,마왕 ,답답하다,강하다,어떻다,안좋다,당하다,흔하다,있다,넘치다,미묘하다,수많다,가볍다,수많다,유쾌하다,충분하다,있다
662,곡 ,캘리포니아 음악원 ,연주 ,연주 ,아이 이어 ,새롭다,음산하다,친숙하다,빠르다,은은하다,NULL,NULL,NULL,NULL,NULL,절묘하다,일정하다,망하다,밋밋하다,어느새다
663,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
664,골키퍼 물이 ,투 베 ,때 화력 ,이번 홍보 ,글 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
665,NULL,NULL,NULL,NULL,NULL,아니다,있다,괜찮다,없다,이상하다,이상하다,괜찮다,아니다,있다,재밌다,NULL,NULL,NULL,NULL,NULL
666,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
667,진서 운 ,제천 대성 ,서바이벌 게임 ,남 사광 ,아이템 파밍 ,안녕하다,아슬아슬하다,갑작스럽다,위험하다,멍하다,탄탄하다,궁금하다,아쉽다,비싸다,얼얼하다,NULL,NULL,NULL,NULL,NULL
668,NULL,NULL,NULL,NULL,NULL,안녕하다,갑작스럽다,나쁘다,좋다,있다,갑작스럽다,부족하다,나쁘다,좋다,좋아하다,NULL,NULL,NULL,NULL,NULL
669,해체 레벨 ,헌터 협회 ,완 ,능력 ,몬스터 부하 ,많다,없다,조용하다,성장하다,엄청나다,어떻다,평범하다,이렇다,어마어마하다,뻔하다,NULL,NULL,NULL,NULL,NULL
670,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
671,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
672,뽕 맛 ,조 혁 ,철종 은 ,폭 종 ,왕 몽 ,갑작스럽다,역겹다,힘없다,환생하다,위대하다,힘없다,갑작스럽다,역겹다,아니다,환생하다,NULL,NULL,NULL,NULL,NULL
673,NULL,NULL,NULL,NULL,NULL,없다,무능하다,성공하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
674,정우 ,송 미 ,함 정희 ,촬영 장 ,연기 선생님 ,같다,굉장하다,불편하다,없다,순하다,붉다,유명하다,어떻다,뛰어나다,순하다,그렇다,딱하다,익숙하다,심하다,엄청나다
675,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
676,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
677,문 피아 ,주인공 갑지 ,만세 작가 ,작품 정도 ,때 ,있다,같다,진지하다,확실하다,높다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
678,NULL,NULL,NULL,NULL,NULL,기대하다,아니다,좋다,같다,갑작스럽다,재미있다,갑작스럽다,안녕하다,아니다,그렇다,NULL,NULL,NULL,NULL,NULL
679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
680,선호 작 ,작품 설정 ,포 스팅 ,주인공 ,세계 전 ,이렇다,없다,강력하다,다행하다,간절하다,없다,이렇다,강력하다,오래되다,솔직하다,NULL,NULL,NULL,NULL,NULL
681,임  , 바르셀로나 소속 ,내용 대한민국 ,스페인 국적 ,선수 ,있다,아니다,뛰어나다,현명하다,같다,꾸준하다,현명하다,그렇다,비슷하다,정신차리다,NULL,NULL,NULL,NULL,NULL
682,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
683,NULL,NULL,NULL,NULL,NULL,좋다,갑작스럽다,같다,미치다,특별하다,갑작스럽다,특별하다,안녕하다,없다,좋아하다,NULL,NULL,NULL,NULL,NULL
684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
685,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
686,급 헌터 ,전신 ,인간 말 ,최 강석 ,사실 먼치킨 ,똑같다,없다,지루하다,안되다,아니다,얄팍하다,아름답다,나쁘다,그렇다,상당하다,NULL,NULL,NULL,NULL,NULL
687,강 하진 ,사람 ,던전 ,세상 ,마계 ,아니다,명확하다,강하다,낮다,재미있다,강하다,명확하다,재미있다,고맙다,작다,NULL,NULL,NULL,NULL,NULL
688,소환 술사 ,게임 카 ,주인공 길드 ,주인공 ,보스 몬스터 ,바쁘다,딱이다,끊임없다,유쾌하다,당연하다,부들부들하다,보들보들하다,간략하다,우승하다,지루하다,NULL,NULL,NULL,NULL,NULL
689,니다 주인공 ,능력 ,강 ,스키 ,몬스터 ,아니다,저렇다,이렇다,야하다,사소하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
690,헌터 물 ,능력 ,상황 ,글 ,회귀 ,기대하다,흥미롭다,괜찮다,좋다,같다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
691,NULL,NULL,NULL,NULL,NULL,환생하다,아니다,괜찮다,좋다,그렇다,작다,처참하다,없다,안녕하다,아니다,NULL,NULL,NULL,NULL,NULL
692,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
693,케미 꽂이 ,유 느 ,애플 펜스 ,때 ,필기 감 ,불과하다,미묘하다,식상하다,두드러지다,흥미롭다,두근거리다,저조하다,가깝다,미묘하다,탄탄하다,훈훈하다,멍하다,어느새다,그만하다,둥글둥글하다
94,문 피아 ,손 채영 ,환생 좌 ,작품 ,회귀 물 ,불규칙하다,성공하다,강력하다,흥미롭다,씁쓸하다,단순하다,훌륭하다,맛있다,장황하다,빠르다,장황하다,지루하다,맛있다,무책임하다,끊임없다
95,한 ,유화 부인 ,금 손 ,담 덕 ,동해 용왕 ,성장하다,평범하다,다르다,뛰어나다,미미하다,성장하다,미미하다,재밌다,생소하다,평범하다,뻔하다,거대하다,험하다,정당하다,어리둥절하다
