,title,author,genre,publisher,age,total,pub_date,complete,img_src,intro,joara
1163,로만의 검공,ALLA,판타지,미제공,미제공,226,19/07/08,완결,http://cf.joara.com/literature_file/20190703_162518.jpg_thumb.png,"
위대한 가문의 천재로 태어나, 대륙을 뒤흔든 대검호, 로만가의 검공 이야기.",http://www.joara.com/premium_new/book_intro.html?book_code=1379474
1164,빌딩숲의 학살자,Abyss사서,퓨전,미제공,미제공,131,19/07/08,완결,http://cf.joara.com/literature_file/20190703_164536.jpg_thumb.png,"
실험체라고?

웃기지 마라!
나는 너희들의 장난감이 아니다!",http://www.joara.com/premium_new/book_intro.html?book_code=1379483
1165,농사짓는 플레이어,재즈소울,판타지,미제공,미제공,229,19/02/27,완결,http://cf.joara.com/literature_file/20190227_151545.jpg_thumb.png,"
지친 회사원 '사공진' 가상현실 게임에서 힐링을 찾는다.",http://www.joara.com/premium_new/book_intro.html?book_code=1353129
1166,역귀 사냥꾼 ,태범,판타지,미제공,미제공,250,19/07/05,완결,http://cf.joara.com/literature_file/20190704_155252.jpg_thumb.png,"
조철민! 그냥 그럭저럭 살아온 청춘이다. 
하청의 하청의 하청을 받는 소규모 건설회사에 다닌다. 
이놈의 건설회사, 비리 만땅이다. 그럼 어떠랴. 산다는 거? 별거 아니다. 
적당히 정직, 적당히 비굴, 적당히 야비! 이것이 바로 조철민의 마인드. 
그러던 어느 날... 그냥 죽는다. 공사현장에서, 그것도 1층에서. 1층에서? 그
러니 어이없고 웃기고 폼 나지 않은 죽음이다. 어찌 이런 일이 발생했을까? 

염라대왕 왈, “미안해, 실수야.” 
떠그럴. 사람 목숨 갖고 장난치는 거 아니다! 한 소리 쏘아붙이려는데, 염라대왕 제법 쿨하다. 
“실수 인정. 그러니까 다시 가.” 
그러나 우리의 철민, 그렇게는 안 되지, 하며 염라대왕과 협상 시작. 
그렇게 철민은 ‘자연 치유능력’을 갖게 된다. 

어떠한 질병이 걸려도 자연적으로 치유가 된다. 본인뿐 아니라 주변 사람들도. 
그러나 철민은 자신의 능력이 정확히 어떤 능력인지 알지 못한다. 
그러던 어느 날 회사 선배의 어머니가 암으로 입원한다. 병문안을 몇 번 가고, 비로소 자신의 능력에 대해 
깨닫게 된다. 그리고 그때부터 인생이 묘하게 꼬인다. 

인생 역전? 아님 인생 폭망? 파란만장하지만 짠한, 그리고 유쾌한 철민의 인생이 펼쳐진다.",http://www.joara.com/premium_new/book_intro.html?book_code=1379674
1167,광룡기,장담,무협,미제공,미제공,250,19/07/05,완결,http://cf.joara.com/literature_file/20190704_160045.jpg_thumb.png,"
절대사천좌(絶對四天座)! 
풍운뇌우(風雲雷雨)의 이치를 깨달아 절대의 힘을 지닌 자들. 
절대사천좌의 무공이 사라진 후 삼백년. 
누군가 아이와 함께 비룡도에 들어갔다. 
자신의 신분과 부모의 비밀을 알게 된 이무환, 이제 비룡도에 잠들어 있던 광룡이 승천한다!",http://www.joara.com/premium_new/book_intro.html?book_code=1379676
1168,간도진위대 2부,듀이문,역사,미제공,미제공,480,19/02/22,완결,http://cf.joara.com/literature_file/20190222_122952.jpg_thumb.png,"
2025년, 망국의 한을 품은 채 1905년으로 회귀한 시간의 망명자들.
간도 지역 한 모퉁이에 자리를 잡고 세력을 키워가며 나라의 기틀을 다시 세우기 시작한다.

몇 차례의 큰 전투 끝에 남만주와 한반도 북부 지역을 차지한 이들은
이제 민족의 명운을 걸고 러시아 및 일본과 대결을 펼치게 되는데...",http://www.joara.com/premium_new/book_intro.html?book_code=1351758
1169,회귀자의 배틀로얄 ,소별왕,판타지,미제공,미제공,200,19/07/04,완결,http://cf.joara.com/literature_file/20190703_112944.jpg_thumb.png,"
0.1초도 머뭇거리지 마라. 그것조차 사치다!! 

패배하면 승자의 노예가 되는 배틀로얄. 
지구팀은 연전연패... 
그리고 마지막 경기! 

정의감은 없다. 
철저히 계산적이고 야멸찬 인간. 
지구의 패배를 코앞에 둔 상황에서 과거로 회귀한 자! 

노예로 사느냐, 노예의 주인이 되느냐! 

이정욱. 
지금부터 그가 선택한다.",http://www.joara.com/premium_new/book_intro.html?book_code=1379431
1170,39호실 오갑수입네다 ,서재현,판타지,미제공,미제공,132,19/07/04,완결,http://cf.joara.com/literature_file/20190703_160953.jpg_thumb.png,"
“다 먹어버리겠어! 돈도 사람도!!”


때론 사기꾼, 때론 건달, 때론 비즈니스맨.
공화국이 낳은 별종 오갑수.
그리고 그의 옆을 지켜주는 든든한 두 사람.
주먹질은 무조건 자기에게 맡기라는 조철중.
어리숙하게 보이지만 너무나 인간적인 국정원 요원 손길섭. 

이들이 뭉치자 사고가 터지기 시작했다.
세계는 넓고, 사고는 치면 칠수록 재밌다!

-착하게 말고 착한 척 살아야죠. 인간답게.

코믹, 통쾌, 시원, 짜릿...한 세상 속으로~
돌격! 앞으로!!!
",http://www.joara.com/premium_new/book_intro.html?book_code=1379468
1171,데몬스,리아트리스,판타지,미제공,미제공,108,19/07/04,완결,http://cf.joara.com/literature_file/20190703_162858.jpg_thumb.png,"
""널 죽이러 갈 거야!""

피로 물든 부둣가. 
즐비한 시체들. 
그곳을 유유히 빠져나가는 잠옷 차림의 소녀...

소녀가 가는 곳마다 끔찍한 사건이 벌어지고,
경찰과 수상쩍은 사람들로 추격을 받는다.

소녀의 정체는 무엇이며, 어떤 비밀을 품고 있는 것일까. 

상상조차 할 수 없었던 음모... 
그 시작은 소녀였다.",http://www.joara.com/premium_new/book_intro.html?book_code=1379476
1172,협상의 대가,일취,판타지,미제공,미제공,227,19/06/24,완결,http://cf.joara.com/literature_file/20190624_153910.jpg_thumb.png,"
일취가 이야기하는
신개념 현대 판타지!

『협상의 대가』

즐거워야 할 수학여행에서 생긴 사고
그 절체절명의 순간, 고대의 무공 파동을 얻은 다린!

감정을 공감하고 또 변화시키는 파동의 힘을 통해
더욱 높은 곳을 향한다

파동의 힘, 사람을 움직이는 목소리
협상의 달인이 되어 세상을 바꿔라!",http://www.joara.com/premium_new/book_intro.html?book_code=1377671
1173,진조무쌍,가람검,무협,미제공,미제공,175,19/07/04,완결,http://cf.joara.com/literature_file/20190704_103328.jpg_thumb.png,"
「더 스토리」「소천무쌍」「위드 카일러」의 가람검 작가! 
돈에 미친 영웅의 유쾌한 발걸음 「진조무쌍」!

하남성 장갈에는 돈에 미친 마귀가 살고 있다.
이 마귀는 철저하게 계산적으로 일하고, 그에 합당한 대가를 받아낸다.
아주 가끔은 생각보다 충분한 대가를 받지 못하는 일에 휘말리기도 하는데, 그럴 때마다 이 마귀는 어떻게든 또 다른 이익을 창출해 내는 특별한 능력을 지니고 있었다.
나이는 이제 고작 스물여섯!
직업은 돈에 미친 마귀답게 전객!
실력은 돈을 밝힐 만큼 충분한 특급!
그리고 이름은…… 진조!
돈에 미친 한 사내의 유쾌한 발걸음이 시작된다! 
(전객이란 합당한 돈을 주면 스스로 판단해 일을 맡아 먹고사는 직업을 말한다.)",http://www.joara.com/premium_new/book_intro.html?book_code=1379635
1174,위드 카일러,가람검,판타지,미제공,미제공,200,19/07/04,완결,http://cf.joara.com/literature_file/20190704_103449.jpg_thumb.png,"
「소천무쌍」「더 메모리」의 가람검 작가! 
새로운 영웅의 탄생을 꿈꾼다 「위드 카일러」!

얼굴까지 뒤덮은 검붉은 액체.
액체는 위드의 전신을 뒤덮은 후 급속도로 굳어갔다.
철컥! 철컥! 철컥!
금속음과 함께 위드의 몸이 검붉은 갑옷에 휩싸였다.
그리고 위드의 눈 부위에서 시리도록 뜨거운 붉은 빛이 뿜어져 나왔다.
“트, 트랜트 아머?”

트랜트 아머, 그 신비한 힘을 얻은 위드 카일러!
프라디아 대륙을 위협하는 암흑세력의 발호!
필연적인 대결이 세기의 역사를 바꾸고, 영웅은 또 다른 전설이 되어 가슴에 남는다!",http://www.joara.com/premium_new/book_intro.html?book_code=1379636
1175,천조를 가진 남자,두경1,판타지,미제공,미제공,250,19/07/04,완결,http://cf.joara.com/literature_file/20190704_102756.jpg_thumb.png,"
돈 앞에서 추악한 본성을 드러낸 사람들.
하율은 믿었던 이들의 배신으로 나락에 떨어지는데…

죽음의 문턱에서 가까스로 살아 돌아온 하율! 
그리고 인생 역전의 기회가 주어졌다.

천조를 가진 남자!

거대한 돈의 힘을 손에 넣은 남자,
천조남의 신화가 시작된다!!",http://www.joara.com/premium_new/book_intro.html?book_code=1379634
