title,author,genre,publisher,age,total,pub_date,complete,img_src,intro,ridibooks
희생자의 사육법,세람,BL연재소설,M블루,전체 연령가,101,2020.03.12.,미완결,//img.ridicdn.net/cover/2200034220/xxlarge,"“이만 죽어 주셔야겠습니다.”

니젤은 자신의 충직한 기사, 이나스에게 살해당했다.
믿을 수 없는 사실에 절망하기도 잠시,
정신을 차려 보니 과거로 돌아가 있었다.

“괜찮아요, 니젤. 다시 만나요.”

그리고
이해 못할 말을 남기는 이나스에게 또다시 살해당하고 회귀했다.

니젤은 이 회귀의 굴레를 벗어날 수 있을까?


Copyrightⓒ2020 세람 & M BLUE
Illustration Copyrightⓒ2020 NANABA
All rights reserved",https://ridibooks.com/books/2200032024
마피아들의 참노예가 되었습니다,단호루,BL연재소설,필연매니지먼트,전체 연령가,66,2020.04.28.,미완결,//img.ridicdn.net/cover/2259003597/xxlarge,"#현대물 #친구>연인 #동거/배우자 #미인공 #다정공 #헌신공 #집착공 #재벌공 #순정공 #짝사랑공 #절륜공 #순진수 #명랑수 #평범수 #굴림수 #오해/착각 #조직/암흑가 #할리킹 #삼인칭시점 #공시점 #수시점 #코믹/개그물 #달달물 #일상물 #힐링물 #사건물

부푼 꿈을 안고 이탈리아로 워킹 홀리데이를 온 이현우.

그러나 코가 잘못 꿰어 마피아들이 운영하는 올리브 농장의 외노자가 되었다!

설상가상으로 올리브 농장의 더러운 실태에 대한 뒷담화를 전부 들어주던 친구 녀석이, 사실은 이 올리브 농장을 운영하는 보스라는데.

“너, 너도 7달러짜리 올리브 오일 50달러에 파냐!?”
“……네가 먹는 건 좋은 거야.”


일러스트 By 치즈윤(@cheezeyoon3)
타이틀디자인 By 타마(@fhxh0430)",https://ridibooks.com/books/2259003217
블레임,소림,BL연재소설,비욘드,전체 연령가,107,2020.02.21.,완결,//img.ridicdn.net/cover/4133000001/xxlarge,"내전 국가인 타르에서 ‘어린 영웅’으로 불리던 체체.
부유한 나라인 알시티에 들어와 조용히 살아가던 중 
지구 역사상 가장 강한 초능력자인 이블 엔덤의 비서로 낙점된다.
세상에 미련 없는 수가 안하무인 인간말종 공을 자기도 모르게 길들이는 이야기.",https://ridibooks.com/books/4133000001
모노크롬 루머,치율,BL연재소설,M블루,전체 연령가,215,2019.06.14.,완결,//img.ridicdn.net/cover/2200027720/xxlarge,"통칭 예쓰(예쁜 쓰레기).
돈밖에 모르고, 엉망인 인간관계에 몇 다리나 걸친 스폰서,
2년이나 함께 한 멤버들을 버리고 대형 기획사와 계약 조정에 있다는 소문이 도는
답도 없는 아이돌의 몸에 빙의되고 말았다.

완전히 사기 계약 당한 줄 알았는데,
실상은 전혀 달라 쓰레기는커녕 눈물 나는 인간극장을 찍고 있었던
몸 주인의 개 같은 현실에 빡쳐서 직접 복수해 주는 이야기.

여기까지면 좋은데, 와중에 의도치 않게 조련당해 가는 주위.
낙천주의 탈을 쓴 염세주의,
쿨내가 여기까지 나는데 상황에 따라서 다정하기도 하고,
그런 주제에 또 가끔 순진하게 굴고.

점점 하렘이 되어 가는 주변을 너만 몰라.

Copyrightⓒ2019 치율 & M Blue
Illustration Copyrightⓒ2019 진사
All rights reserved",https://ridibooks.com/books/2200027720
전설의 대장장이를 지켜 줘!,여울여울,BL연재소설,B&M,전체 연령가,100,2020.01.23.,미완결,//img.ridicdn.net/cover/2093055326/xxlarge,"#판타지물 #서양풍 #초능력 #오해/착각 #게임물 #신분차이 #수한정다정공 #계략공 #순정공 #미인수 #명랑수 #적극수 #능력수 #얼빠수 #코믹/개그물 #사건물


한적하고 평화로운 시골 영지의 대장간 아들, 엘리엇.
허깨비의 명령에 겨우 만든 검이 이상하다.

[전설] 빛의 기사 장검
모든 능력치 +30%
*강화 조건: 소유주와 10분 이상의 스킨십 (확률 50%)

“허, 허, 허깨비님!”
엘리엇에게만 보이는 이 허깨비는 대체 뭘 원하는 걸까?
“허깨비님, 귀인께 장난을 치시면 안 돼요!”
눈썹 한 올까지 신이 의도한 것처럼 아름답고, 예술적인 검보다 더 예술 같은,
그야말로 끝내주게 잘생기고 예쁘고 조각 같은 귀인께 무슨 짓이람!
“한 번만 더 그런 짓을 하셨다가는…….”
엘리엇은 그 어느 때보다 엄격하게, 허깨비의 눈치를 보며 말했다.
“다시는 공물을 드리지 않을 거예요!”

[재료 인벤토리가 부족합니다. 인벤토리 확장이 필요합니다.]

허깨비님, 그렇다고 토라지시면 어떡해요…….",https://ridibooks.com/books/2093030314
스윗하게 녹다운,화차,BL연재소설,고렘팩토리,전체 연령가,88,2020.01.28.,완결,//img.ridicdn.net/cover/2107055966/xxlarge,"[현대물, 소꿉친구, 첫사랑, 성장물, 미인공, 울보공,
대형견공, 집착공, 순정공, 상처공, 다정수, 얼빠수]


“미안해, 열아. 나 수호 좋아해.”

나의 첫 연애는, 내 여자친구가
내 가장 친한 친구를 좋아함으로써 끝났다.

“최수호. 이유진한테 잘해 줘라.”
“내가 왜 잘해 줘야 하는데.”
“뭐…”
“너하고 사귀는 애 아니었으면 애초에 쳐다도 안 봤어.”

그 말에 주먹부터 나갔지만,
최수호는 흔들림 없이 되레 폭탄 같은 고백을 한다.

“어릴 때부터 좋아했어. 처음부터.”
“…….”
“이유진보다 내가 먼저였다고.”

최수호는 진지했다.
하지만 어릴 때부터 그의 옆에 있던 게
나밖에 없어서 그럴 테니까, 착각일 거다.

“나도 너 좋아해.”
“나만큼 좋아하는 거 아니잖아.”
“…….”
“나처럼 좋아하는 거 아니잖아.”

최수호를 좋아한다. 가족만큼. 가족처럼.
그런 우리가, 연인이 될 수 있을까?",https://ridibooks.com/books/2107055966
루트를 거부하는 방법,허니트랩,BL연재소설,피아체,전체 연령가,170,2019.11.02.,완결,//img.ridicdn.net/cover/2036055634/xxlarge,"#게임빙의물 #서양풍판타지 #코믹/개그물 #성장물 #일상힐링물 #미남공 #병약수

‘아, 꿈인가?’
무슨 이런 꿈을 다 꾼담. 그는 손을 들어 얼굴을 만져보았다. 제 것이 아닌 것처럼 부드러운 뺨을 살짝 꼬집자, 꿈이 아니라고 알려주는 미미한 통증이 느껴졌다.

[체력이 1만큼 깎입니다.]
[체력이 고갈되어 정신을 잃습니다.(최대체력:1)]

……뭐, 씨발?

새로 얻은 몸은 끔찍하게도 심약하고 여렸다. 작은 충격에도 픽픽 쓰러지고, 그에 주위 사람들은 싸고돌고, 밖에 나가지도 못하게 하니 아주 환장할 지경이다. 분명 죽었다 생각했는데……. 차 사고로 정신을 잃었다 깨어나 보니 듣도 보도 못한 게임 속에 들어와 있었다.

[아인스 루트가 당신을 사랑스럽다고 여깁니다. 금단의 사랑, 형제 루트를 선택하시겠습니까? (예/아니오)]

씨발 놈아! 미쳤냐! 네 동생을! 쳐돌았나!
심지어 이건 그냥 게임도 아닌, 좆같은 호모 미연시 게임 속인 모양이다. 공략 인물들은 시도 때도 없이 호감도를 올려 대고, 제리는 이 기상천외한 세계를 바꿔 보기로 하는데…….",https://ridibooks.com/books/2036055634
어비스(Abyss),퀸에이,BL연재소설,딥블렌드,전체 연령가,120,2019.10.01.,완결,//img.ridicdn.net/cover/3822000035/xxlarge,"게이트의 등장으로 재정립된 세계.
수많은 마수가 쏟아졌고, 수많은 각성자가 생겨났다.
무기를 소환하는 ‘무기 각성자’와, 이능력을 사용하는 ‘이능 각성자. 강함에 따라 낮게는 D등급부터 SS등급까지.
S급 무기 각성자인 유서진은 뛰어난 실력과 훌륭한 인품 덕에 어비스 매니지먼트에 입사 제의를 받는다.

“그럼 전 무슨 일을 주로 하게 됩니까?”
“앞으로 자네가 해 줄 일은 하나야. 퇴사 안 하고 버티는 것.”
“……?”

그는 전 세계에서 세 명뿐이라는 등급 외 각성자, 통칭 SSS급인 구도하의 유일한 팀원으로 배정받지만……. 
이 직장 상사, 실력만 좋고 인성은 개차반이다!

“제가 공격하지 않았으면 팀장님이 당했을걸요?”
“차라리 당하는 게 낫습니다!”
“아, 예! 구해 드려서 죄송하네요! 아쉽게도 제가 멍청한 S급이라!”
“죄송한 줄 알면 사표 쓰십시오, 사표! 사표 쓰고 나가요!”

레이드보다 어려운, 치고받는 직장생활!

*

[본문 중]

동시에 두 사람의 스마트폰이 미친 듯이 울려 대기 시작했다.
재난 경보였다.
“팀장님, 저거…….”
“올 게 왔군요.”
다소 긴장한 서진과 달리 도하는 담담했다.
준비는 충분히 했다. 스마트폰 액정을 끄며 도하가 서진을 향해 말했다.
“갑시다. 마수 죽이러.”",https://ridibooks.com/books/3822000035
네크로맨서 생존기,키마님,BL연재소설,딥블렌드,전체 연령가,166,2019.10.15.,미완결,//img.ridicdn.net/cover/3822001089/xxlarge,"언제부턴가 세상에 게이트가 생겨난 후, 사람들은 두 부류로 나뉘었다.
[유저]와 그렇지 않은 [일반인].
그리고 유저는 각성함과 동시에 [직업]을 선택할 수 있었는데……. 이경은 한순간의 잘못된 판단으로 망직업 중의 망직업, [네크로맨서]로 전직하고 만다.

<역대 가장 충격적인 던전 사고 1위 ‘사령의 탑’, 공략 실패 원인은?>

그러던 중, 이경은 서번트 [따까리]의 강화 재료를 위해 간신히 [사령의 탑] 파티에 참여할 수 있게 되고, 불의의 사고로 혼자 떨어진 곳에서 숨겨진 진실과 마주하게 되는데!

“진짜 뭐든지 할 테니까……. 제발 저랑 계약해서 저 좀 살려 주세요!”
―뭐든지 하겠다고…….

[‘서다원’이 제시한 ‘맹세’를 수락하시겠습니까?]

―너는 내 복수를 이루기 위해 최선을 다할 것. 그리고 나는, 언제 어디서든 네가 위험에 처하면 최선을 다해 너를 구할 것. 어때?

[새로운 서번트 ‘서다원’과의 계약이 시작되었습니다.]

하급 네크로맨서 최이경과 랭커 메이지 서다원의 통쾌한 계약 복수극!",https://ridibooks.com/books/3822000323
헤븐원,메타포0324,BL연재소설,B&M,전체 연령가,113,2019.10.17.,미완결,//img.ridicdn.net/cover/2093055328/xxlarge,"안녕하세요. 메타포0324입니다. 갑작스러운 건강상의 문제로 피치 못하게 장기 휴재 공지를 올렸으나, 다행스럽게도 호전되어 연재를 지속하게 되었습니다. 이 자리를 빌어 인사드립니다. 그동안 잦은 휴재에도 불구하고 애정과 관심으로 읽어 주신 독자님들께 정말 죄송스럽고 또 고마운 마음입니다. 독자님과의 연재 약속 지킬 수 있도록 더 열심히 쓰겠습니다. 감사합니다.



#현대물 #게임물 #재회 #미남공 #사랑꾼공 #집착공 #다정공 #능력공 #상처수 #도망(희망)수 #소심수 #철벽수 #미인수 #능력수 #성장물 #일상물 #3인칭시점


3년 전, 무패 우승의 영광을 안자마자 그대로 도망쳤다.
누구에게도 행방을 알리지 않고 아주 먼 지역으로 이사까지.
조용히 3년이 흘러갔으니, 앞으로도 영영 마주치지 않을 거라 생각했는데.

‘비웃는 놈들 헤드 내가 다 딴다. 알지?’
“안녕? 오랜만이다.”

그때 승리의 주역이었던 남자가 지금 내 앞에 있었다.

“이거 너냐?”
“응?”
“이거, 너냐고. 준준.”

PC방 점유율을 휩쓸고 게임 매거진을 독점한 게임.
누가 봐도 갓겜. 완전 대세작.
<헤븐원>의 랭킹 페이지 최상단이 눈앞에 들이밀어졌다.

“힐러로 딜 넣는 변태에, 랭 2위인데 친추한 사람이 한 명도 없음.
게다가 사는 곳도 너랑 겹치는 거 같고. 근데 아니라고?”

랭킹 1위 ‘디노’, 윤우현이 물었다.
분명 처음부터 다 알고서 하는 말이었다.

프로 게임단에서 쓰던 닉네임은 ‘서서’.
얼마 전 시작한 게임에서 쓰는 닉네임은 ‘준준’.
그리고 내 이름은, 서준서.
……나 혹시 등신인가?

“또 도망가기만 해 봐.”
“미안하다고 했잖아…….”
“미안한 사람이 게임 한 번도 같이 못 해 줘?”

까짓거 한 판만 빨리 해 주고 튀자.

< 단 하나의 왕좌, 헤븐원 >

새하얀 빛과 함께, 게임이 다시 시작됐다.",https://ridibooks.com/books/2093028915
