title,author,genre,publisher,age,total,pub_date,complete,img_src,intro,joara
끝내주는 제자,신노윤,로맨스,미제공,미제공,41,18/08/14,완결,http://cf.joara.com/literature_file/20180814_093028.jpg_thumb.png,"
짓궂은 아이들의 장난에도 눈 하나 깜짝 않는 
5년차 선생님이자 중상고의 ‘양골매’, 양연수. 
어느 날, 숨기고 싶은 초보 교사 시절의 
그녀를 기억하는 첫 제자가 나타난다. 

“이번에 교생 실습을 오게 된 유건하라고 합니다.” 

공부면 공부, 운동이면 운동, 성격이면 성격, 
거기에 빠지지 않는 외모까지 갖춘 ‘엄친아’ 제자, 유건하. 
하지만 학교에서 재회한 그는 더 이상 제자가 아니었다. 

“선생님, 아니 연수 씨.” 
“뭐? 지금 뭐라고 했어? 호칭 똑바로 안 해?” 
“싫습니다. 고백하려는 여자한테 
선생님이라고 부르는 남자가 어디 있습니까?” 

한 번 제자는 영원한 제자라 말하는 연수와 
더 이상 그녀의 제자이고 싶지 않은 건하. 
사제지간에서 벗어나려는 그의 시도는 
철벽같은 연수를 무너뜨릴 수 있을까?  ",http://www.joara.com/premium_new/book_intro.html?book_code=1304683
美치셨어요?,홍재인,로맨스,미제공,미제공,41,18/08/14,완결,http://cf.joara.com/literature_file/20180814_101831.jpg_thumb.png,"
스무 살, 방황하던 청춘에 빛이 되어 준 그녀, 강승지.
갑자기 사라졌던 그녀가 거짓말처럼 다시 나타났다.

세상 물정 모르던 임시 담임과
고된 삶에 지친 고집불통 복학생.
이미 시작된 마음은 걷잡을 수 없이 번져만 가고
험난한 현실은 오해에 부딪쳐 이별을 고한다.

“다시 시작해요, 우리.”
“두 번 다시 너랑 힘든 사랑 하고 싶지 않아.”

불쑥 그녀의 삶에 난입해 한자리를 차지했던 그, 강승운.
여섯 살이나 어린 제자, 그리고 한 번 헤어졌던 남자!

피어 보지도 못하고 끝난 사랑에 미련이 남은 걸까.
조금도 바래지 않은 감정은 두 사람을 한곳으로 이끌고
대책 없이 흔들리는 마음은 또 한 번의 시작을 예고한다.

“마지막으로 한 번만… 나에게 기회를 줘요.” ",http://www.joara.com/premium_new/book_intro.html?book_code=1304695
오해,민은아2,로맨스,미제공,미제공,41,18/08/14,완결,http://cf.joara.com/literature_file/20180814_103024.jpg_thumb.png,"
그녀를 다시 만났다. 우연히.

왜 떠났냐는 물음에 비수처럼 돌아온 린우의 대답.
상상도 할 수 없던 이별, 기약 없던 7년의 기다림.
끝내 상처로 남은 사랑의 결말에
현준의 마음은 절망의 구렁텅이로 빠진다.

꿈이 아니었다. 그의 모습이.

날카로운 현준의 눈빛에 뱉어 버린 거짓말.
날조된 이별의 이유 뒤로 숨어야만 했다.
시간에 희석된 과거의 진심.
차게 언 심장 위로 뜨거운 눈물이 흐른다.

‘잊을 수도, 잊히지도 않았어.’
‘너무 아팠어. 그래서 널 기다릴 수 없었어.’

사랑해서, 지켜야 해서
숨길 수밖에 없던 진실.
오해. ",http://www.joara.com/premium_new/book_intro.html?book_code=1304698
연애의 계절,김진아,로맨스,미제공,미제공,41,18/08/14,완결,http://cf.joara.com/literature_file/20180814_103839.jpg_thumb.png,"
봄바람처럼 설레고 
여름 햇살처럼 뜨겁고 
가을 단풍처럼 화려하고 
겨울 눈송이처럼 새하얗게. 

당신의 계절 안에, 들어가고 싶다. 

서른다섯, 이혼 전문 변호사 정윤주. 
스물여덟, 떠오르는 사진작가 지강우. 

기습 키스에서 시작된 인연은 그저 잔잔한 바람이었다. 
하지만 갑작스레 찾아온 폭우처럼 
강우는 반듯하기만 했던 윤주의 삶을 흔들어 놓는다. 

때로는 어른스럽고 때로는 소년 같은 그가 
겨울나무처럼 고고하고 차갑기만 했던 그녀를 
설레게 한다. 사랑하고 싶게 만든다. 

봄, 여름, 가을, 겨울, 그리고 다시……. 
지금, 사랑하기 좋은 계절. 

“연애하고 싶어요, 당신이랑.” ",http://www.joara.com/premium_new/book_intro.html?book_code=1304700
당신만을 사랑해,윤혜인,로맨스,미제공,미제공,39,18/08/14,완결,http://cf.joara.com/literature_file/20180814_111547.jpg_thumb.png,"
그녀는 한때,  

수희라 불리었습니다. 
그녀는 한때, 
효녀라 불리었습니다. 
그녀는 한때, 
노랑 벌레라 불리었습니다. 

지금 한 남자가 
그녀를 비단나비라 부릅니다. 
하지만 나는 
내 여자라고 부르고 싶습니다. 


증오의 나락에 빠져 있는 어린 소년, 연준. 
손가락질을 받아도 세상을 향해 설 수 없었던 여자, 수희. 
두 사람의 만남을 사람들은 운명이라고 합니다.",http://www.joara.com/premium_new/book_intro.html?book_code=1304703
마이 블랙스톤(My Blackstone),이지후,로맨스,미제공,미제공,39,18/08/06,완결,http://cf.joara.com/literature_file/20180806_161401.jpg_thumb.png,"
""“당신이 궁금한 게 관심이라고 누가 그러던데 어떻게 생각해요?”

낮고 정갈한 목소리가 듣기 좋다고 생각했다.
처음 이야기를 나누었을 때에도 이상하게 낯설지 않았다.
그러나 딱 거기까지.
제은성은 어머니가 가정부로 일하는 집 딸의 친한 친구여야만 했다.

“깊어지기 전에 잘 끊어 내실 수 있을 거라 믿습니다.”
“내가 안 되는 이유를 듣고 싶은데요. 마지막 배려는 해 줄 수 있죠?”

보이지 않는 견고한 벽을 세운 채
시선만 마주하던 그가 조용히 한숨을 내쉬었다.

“재벌은 싫습니다.”

빙그레 웃으며 단호하게 말한 그는 꾸벅 묵례했다.
그러자 은성이 성큼성큼 걸어와 단박에 가까워졌다.

“내가 재벌 안 하겠다면요?”

그 말은 덤덤해 오히려 더 부담스러웠다.
하지만 기묘하게도 선호는 그런 제은성이 자꾸 신경 쓰이기 시작하는데….""
",http://www.joara.com/premium_new/book_intro.html?book_code=1302562
호신의 나라,이일화,로맨스판타지,미제공,미제공,70,18/08/06,완결,http://cf.joara.com/literature_file/20180806_164233.jpg_thumb.png,"
""당신이 죽어야 내가 살아.


호랑이를 만나 호환을 입었다는 누명으로 마을 사람들에게 죽임을 당한 아지.
저승으로 향하던 그녀는 망자의 숲에서 여우들에게 붙잡히게 되고, 한 가지 제안을 받는다.
다시 살아나길 원한다면 호랑이들의 왕인 호신의 심장에서 나온 피를 가져오라는 것.
그들의 꾐에 넘어가 호랑이 소굴로 들어간 그녀는 운 좋게도 호신의 곁에 머무르게 된다.
아지는 꽤나 살갑게 자신을 대하는 그에게 점점 호감을 느끼지만 손에 쥔 칼을 놓을 수가 없는데…….

‘이 남자는 나를 좋아할까? 그리고 나는…….’
‘네가 진짜구나.’""
",http://www.joara.com/premium_new/book_intro.html?book_code=1302573
멜팅하트의 영주님,정오찬,로맨스판타지,미제공,미제공,61,18/08/10,완결,http://cf.joara.com/literature_file/20180810_094819.jpg_thumb.png,"
작고 평화로운 땅 멜팅하트의 영주 비아. 그리고 그녀를 보필하는 정체불명의 몸종 아사드. 어느 날, 그들의 관계에 불행의 탈을 쓴 변화가 찾아온다. 그녀의 충실한 몸종이자 더없이 수상한 남자 아사드가 대답했다. “무슨 일이 있어도 제가 지켜 드리겠습니다.” 그러나 그때 비아는 알지 못했다. 충직한 개처럼 비아 옆을 지켜 온 아사드가 사실 본능을 숨긴 맹수라는 것을. 그것도 사자가 아니라 그녀를 한입에 꿀꺽 삼켜 버릴 늑대라는 것을! 그녀는 과연 저주를 풀고 늑대에게서 살아날 수 있을까?",http://www.joara.com/premium_new/book_intro.html?book_code=1303633
"그러니까, 결혼할까요?",김혜영,로맨스,미제공,미제공,33,18/07/24,완결,http://cf.joara.com/literature_file/20180724_171455.jpg_thumb.png,"
맞선 남녀.
첫 만남부터 저돌적인 남자, 최창민.

“결혼은 언제쯤이면 좋겠습니까?”
“첫눈에 반했달까요?”
“장담하지 말아요. 사람일은 모르는 거니까.”

연애는 시간낭비라며, 맞선 자리에서 청혼부터 하는 이 남자는
잘생겼고, 잘 나가고, 다 가졌지만…
그래서 더 내 스타일이 아니다.

처음엔 당황했고, 그 다음엔 알고 싶어졌고,
그리고 점점 그에게 끌리게 된 여자, 이해령.
결국 그녀의 고백은 그의 것과 닮아 있었다.

“그러니까… 우리, 결혼할까요?”
",http://www.joara.com/premium_new/book_intro.html?book_code=1298589
토리노 공작의 사생활,현시우,로맨스판타지,미제공,미제공,76,18/07/26,완결,http://cf.joara.com/literature_file/20180726_140805.jpg_thumb.png,"
""길리언 카이넨 티 토리노 공작.
지중해의 보석, 바다의 이슬로 통하는 로마리스의 왕족이자 왕위 계승 서열 3위의 순수 혈통인 그가 한 여자를 위해 가정부로 취직했다?

“지난 4년간 스토킹을 불사하며 물심양면 정성을 들이셨는데도 학교 선후배로도, 후원자로도, 심지어 갑을 관계로도 존재하지 못하셨습니다. 도우미로는 존재하실 수 있다고 보십니까?”

뜻밖의 기회, 마지막 결단.
입주 도우미 공작님과 엽기적 아가씨의 위험&달달 동거 생활은 어떻게 흘러갈지!""
",http://www.joara.com/premium_new/book_intro.html?book_code=1299135
바람을 흐르는 물처럼,우나기,BL,미제공,미제공,40,18/08/02,완결,http://cf.joara.com/literature_file/20180801_165930.jpg_thumb.png,"
#현대물 #동양풍 #판타지 #서브공있음

지하철에 뛰어들려던 순간 나타난 남자, 백호.
그로 인해 윤오는 사방신, 청룡으로서의 삶을 다시 시작한다.

직설적인 백호의 애정 표현 때문에 윤오는 어찌할 바를 모른다.
그러면서 청룡의 힘을 쓰기 위해 끊임없이 훈련하는 윤오.
그의 앞에 또 하나의 청룡 후보, 우안일이 나타난다.

그리고 둘 중 경합에 이긴 한 사람만이 청룡이 될 수 있다고 하는데—

***

“보고 싶었다.”
갑작스러운 말이었다. 목에 뭐가 얹힌 듯 말이 나오지 않았다. 방금 무슨 말을 했는지 모르게 그는 태연한 얼굴이었다.
“한참을 찾아다녔다. 설마 이렇게 가까운 곳에 있을 줄이야. 꿈에도 상상하지 못했다. 그래서 찾는 데 시간이 오래 걸렸고.”
그는 지금까지 들어본 적 없는 목소리를 하고 있었다. 자책하는 듯한, 무언가를 그리워하는 듯한 목소리였다. 보고 싶었다니, 찾아 다녔다니? 나를 언제 봤다고. 왜?
“그렇게 힘들게 살고 있는 줄 몰랐다. 알았다면 더 빨리 찾아왔겠지.”
그가 소파에서 몸을 일으켜 내 쪽으로 한 걸음씩 다가왔다.
“괜찮다. 앞으로는 그런 일 없을 거다.”
앞으로 몸을 숙인 그는 천천히 내 볼을 쓰다듬었다. 깜짝 놀라 몸을 뺄 타이밍을 놓쳤다. 아까는 두렵게만 느껴졌던 그의 눈이 부드럽게 휘었다. 이상한 것은 그의 손끝이 움직이면서 느껴지는 볼의 감촉에 온 신경이 쏠린다는 것이었다.
“쓸데없이 인간과 연을 맺을 일도, 아무 것도 없다 섧게 울 일도, 상처받을 일도 없을 거다.”
가슴이 또 뛰었다. 부정맥인가. 가슴을 부여잡았지만 쉽사리 고동이 가라앉지 않았다. 위로하는 듯한, 달래는 듯한 그의 말투에 마음이 진정되어 가는 게 느껴졌다.
“내가 다 주겠다. 그게 무엇이든.”
어느새 하늘은 거짓말처럼 맑게 개어 있었다.",http://www.joara.com/premium_new/book_intro.html?book_code=1301145
내숭 없이 솔직하게,정상경,로맨스,미제공,미제공,40,18/07/26,완결,http://cf.joara.com/literature_file/20180726_152252.jpg_thumb.png,"
""눈을 가려도, 귀를 막아도 사랑인 건 변하지 않는다.

오랜 시간 자신의 가슴속에서 살던 첫사랑 휘준과 8년 만에 재회한 다운은
우여곡절 끝에 그의 집을 드나들며 꿈만 같은 시간을 보내게 된다.

비록 그에게 약혼녀가 있을지라도 행복했다.
휘준 또한 자신을 사랑한다고 생각했다.

그래서 세상의 모든 질타를 받는 나쁜 여자가 되더라도 그를 가질 계획이었다.
하지만 막상 그의 약혼녀 혜림을 만난 순간,
다운은 뜻밖의 사실에 절망하여 도망칠 수밖에 없었는데…….""
",http://www.joara.com/premium_new/book_intro.html?book_code=1299151
Log In & Log Out,구해원,로맨스,미제공,미제공,39,18/07/31,완결,http://cf.joara.com/literature_file/20180731_101242.jpg_thumb.png,"
Log-In

한 때 대한민국을 호령하며 승승장구하던 탑스타 이강.

데뷔 이래 줄곧 탑스타 반열에만 있었던 그가 <외도로 애인을 자살하게 만들었다>는 이유로 이젠 대한민국 어디에서도 찾을 수 없게 됐다. 심지어 자살한 여자는 유력한 대권 후보의 외동딸이다. 그녀와 연인 사이였던 이강이 알고보니 호스트바 출신에 외도로 애인마저 자살하게 만든 천하의 구제불능이란 낙인이 찍힌다.

이제 이강은 그 흔한 TV속에서도 금기처럼 찾을 수 없는 사람이 됐다.

그렇게 연예계에서 증발해버린 이강을 연일 외쳐대는 팬이 있다. 아무리 외쳐도 대답 하나 돌아오지 않는 인터넷 세상에서 그의 팬 희수는 오늘도 이강을 그리워한다.

그러던 어느 날, 오늘도 이강을 그리워하며 트위터를 업로드하던 희수에게 아이디마저 어두칙칙한 Perish라는 인간이 댓글 하나를 단다.

여전히 대한민국에 이강을 좋아하는 정신 나간 여자가 있느냐며 희수를 비웃는다. 희수는 짓밟힌 애정에 꿈틀거리며 인터넷 세상 속 이강을 향한 비난과 열렬히 싸운다. 세상이 이강을 잊어가고 매도하는 거라고 그녀는 오늘도 이강을 향한 애정을 굽히지 않는다.

그리고 희수가 술에 진탕 취한 어느 날, 또 Perish에게서 기분 나쁜 연락이 온다. 취한 것 같으니 한강으로 나오란 연락이다.?희수는 기꺼이 싸울 맘까지 먹고 술김에 한강으로 간다. 한강으로 간 희수는 술에 취해 헛것을 보는 거라고 생각한다. 도무지 믿을 수 없는 일이 펼쳐진다.

대한민국 톱스타와 그의 추락에도 굴하지 않는 팬의 이야기.

인터넷 세상 속에 갇혀버린 이강이 다시 세상 밖으로 로그아웃해 나올 수 있을까?



Log-Out

희수는 자신이 사랑해 마지않는 이강이 얼마나 거대한 누명을 뒤집어쓰고 추락하게 됐는지 알게된다.

대한민국엔 여전히 탑스타가 넘쳐난다. 사람들은 이강에게 분노하고 TV속의 누군가에겐 또 한없는 애정을 퍼붓는다. 이강의 광고와 무산된 영화와 드라마를 모두 가로채는 또 다른 탑스타 주민욱. 희수는 주민욱이 머리부터 발끝까지 맘에 들지 않는다.

이강의 광고와 드라마를 가로채간 것만으로도 얄미운데, 주민욱은 이강 대신 들어간 광고와 드라마 영화 출연료 모두를 기부해버린다. 그것도 꼭 세상 차별을 받는 자들과 연예계 스폰서 근절을 위한, 혹은 고아들을 위한 후원이다. 건방지고 도도하고 말 한 마디를 뱉어도 가시처럼 차갑기만 한 주민욱과 기부라니. 당최 어울리질 않는 조합이다.

호스트바 앞에 간 희수와 이강 앞에 우연히 나타난 주민욱. 그는 이강에게 맹렬한 비난을 퍼붓는다. 희수는 그 모습을 보고 주민욱을 더더욱 이를 갈며 증오하게 된다.

휴학생이던 희수는 다시 대학에 복학하고 과외 자리를 알아본다.

그때, 웬 학부형 하나가 원하는 액수만큼 줄테니 과외를 해보라며 꿈같은 제안을 해온다.

열아홉, 고등학교를 자퇴한 검정고시생. 오로지 조건은 편견 없이 이 아이에게 수업해줄 것이란다. 희수는 놓칠 수 없이 달콤한 유혹을 덥썩 문다.

열아홉이라기엔 왠지 애늙은이같이 순수하기만 한 이 아이 하윤우, 과외를 할 수록 단순히 학교를 자퇴한 것 같지가 않다. 더욱 수상한 것은 윤우의 보호자다. 부모도 없이 혼자 사는 윤우가 대체 무슨 돈으로 이 으리으리한 집에 사는 건지. 윤우의 보호자를 자처한 사람은 또 누구인지? 과외하면 할수록 희수는 윤우와 친해지고 인간적 호감을 느낀다.

복귀를 위해 노력하는 이강이 간신히 계약하게 된 영화를 이번에도 주민욱이 뺏어갔다. 바싹 약 오른 희수는 영화 간담회 자리 호텔 로비에서 주민욱과 마주치게 된다. 민욱은 그리곤 희수를 쳐다보며 생뚱맞은 소릴 한다. 이강의 열렬한 팬밖에 안 되는 희수에게 ""니가 이강의 새로운 스폰서지?"" 따위의 불손한 오해를 던지는 것이다. 상대할 가치도 없다고 생각하는 희수는 그의 정강이를 걷어차며 그를 더더욱 증오하게 된다. 희수는 도무지 이해할 수 없다. 7살 때 데뷔해 줄곧 탑의 자리에만 있는 주민욱이 대체 왜 이강을 짓밟지 못해 저토록 혈안이 되어있는가? 아무것도 가진 것 없이 누명만 뒤집어쓰고 연예계에서 매장당한 강이를 말이다.

과외를 하고 이강의 옆에 머물며 평범한 나날을 보내는 희수는 결국 하윤우의 보호자가 누구인지,.. 그리고 하윤우에게 얽혀있는 모든 비밀을 알게 된다... 그 비밀이 풀어지자 어째서 주민욱이 그토록 이강을 증오했는지 모두 알게 되었다. 연결고리라곤 없을 것 같았던 이희수 이강 하윤우 주민욱 네 남녀는 결국 만날 수밖에 없는 인연으로 꽁꽁 묶여있는 사람들이었다.

지독하게 얽혀있는 네 청춘남녀의 화해와 성장통.

열아홉의 기억에 갇혀 더 이상의 걸음을 걷지 못하는 윤우와, 희수의 손을 잡기 시작한 이강은 무사히 세상 밖으로 나갈 수 있을까

네사람은 지난 시절의 서로를 용서하고 화해할 수 있을까

네 청춘남녀의 사랑과 성장을 담은 로맨스
",http://www.joara.com/premium_new/book_intro.html?book_code=1300458
폭군의 왕좌,히루0,판타지,미제공,미제공,54,18/07/28,완결,http://cf.joara.com/literature_file/20180728_011142.jpg_thumb.png,"
어느 왕이 있었다. 누구보다 이상적이고 싶었던 왕이. 어느 왕이 있었다. 누구보다 이상 속에서 살아간 왕이. 왕의 목을 치며 왕은 말한다. 피가 묻은 왕관을 밀어내고, 제 물건을 뺏어오듯이 그가 걸치고 있던 붉은 망토를 걸치고, 그녀는 자리에서 일어나 누구보다 이 자리에 가장 잘 어울리는 모습으로 모두를 내려다본다. 살아남은 자들을 향해 자랑스럽게 외친다. 자랑스럽게 두 팔을 벌리고, 유쾌하게 웃으며, 쓰러진 형제 따위는 신경도 쓰지 않는 모습으로.
“자, 다들 뭘 하고 있지? 어서 그들에게 전하거라. 그토록 아름다웠으며, 그토록 나약했고, 그토록 헌신적이었던……. 네놈들이 짓밟은 왕이 돌아왔노라고.”


작가 블로그 https://blog.naver.com/maple0222",http://www.joara.com/premium_new/book_intro.html?book_code=1299553
꽃으로 피어나,한례,로맨스판타지,미제공,미제공,90,18/07/20,완결,http://cf.joara.com/literature_file/20180720_132917.jpg_thumb.png,"
""그녀는 체념하며 인정하기로 했다. 이게 현실이라는 것을. 
몸이 약해 어릴 때부터 드나들었던 병원. 생사를 오가면서도 그녀, 예림은 삶을 원했다.
그러다 자신이 읽었던 책 속의 인물, 라이트로 피루아의 몸에 들어가게 된 그녀!
혼란스러웠지만 기쁘기도 했다. 아, 이제 죽을 걱정은 안 해도 되겠구나.
그러나.
이곳에서도 그녀는 죽을 운명이었다.
제트라온 사에갈. 그에 의해서.

“나, 라이트로 피루아는 제트라온 사에갈의 곁에 있어 주겠습니다.”

적이 되지 않으려면 가족이 되면 된다!
……과연 그녀는 무사히(?) 살아남을 수 있을까?""
",http://www.joara.com/premium_new/book_intro.html?book_code=1297472
서울 아랑전,이재이씨,로맨스판타지,미제공,미제공,86,18/07/20,완결,http://cf.joara.com/literature_file/20180720_154734.jpg_thumb.png,"
""현란한 조명, 풀어헤친 머리칼, 절도 있는 춤사위 그리고…… 소복?

「너, 내가 보이는구나?」

서울 한복판에서 조선 시대의 소녀 귀신, 아랑과 만나게 된 이한.
그는 얼결에 이름 외에는 아무것도 기억하지 못하는 그녀를 도와주기로 한다.

그런데 이게 무슨 일일까? 처음에는 우연인 줄로만 알았던 그녀와의 만남.
그러나 시간이 흐를수록 시간 속에 감추어졌던 두 사람의 운명적인 인연이 드러나는데…….""
",http://www.joara.com/premium_new/book_intro.html?book_code=1297504
거미를 삼킨 나비,푸른이연,로맨스,미제공,미제공,14,18/07/26,완결,http://cf.joara.com/literature_file/20180726_114001.jpg_thumb.png,"
허탈함에 정신이 멍해졌다.

“사랑해. 승은아.”

남우의 차가운 입맞춤이 닿았다. 이게 이 남자가 나를 사랑하는 방식이었다.

덫에 걸렸다. 
",http://www.joara.com/premium_new/book_intro.html?book_code=1299106
Brand New Day(브랜드 뉴 데이),사란,로맨스,미제공,미제공,19,18/07/26,완결,http://cf.joara.com/literature_file/20180726_105926.jpg_thumb.png,"
강원우에게 차서희는 처음엔 동질감을 느끼게 만든 존재였다.

부모님을 잃은 것이 그랬으며, 가족에게 제대로 받아들여지지 않은 것이 그랬다.


하지만 그는 그녀에게 동질감을 넘어서 연민을 느꼈고, 연민을 넘어서 관심을 가지게 된다.

그러던 어느날, 그는 집에 당연히 있어야 할 그녀가 없자 그녀를 찾는다.


좋아하고 있었던 그녀가, 한순간에 사라지자 포기가 되지 않았던 그는 서희를 계속 찾는다.

그러던 어느날, 살인 현장을 정리중인 무리를 발견하게 되는데...
",http://www.joara.com/premium_new/book_intro.html?book_code=1299102
이후의 시간,류재현,로맨스,미제공,미제공,77,18/07/25,완결,http://cf.joara.com/literature_file/20180725_093220.jpg_thumb.png,"
딱딱한 무복과 서늘한 표정으로 자신을 감춘 여인.
문득문득 어릴 적 ‘설’을 떠오르게 하는
은가장의 여무사, 은이후.

류가장의 가장 날카로운 검, 류신휘.
은설만을 바라보던 다정한 소년은
무륜국 최고의 사내가 되어 돌아왔다.

“어떤 이유로든 내 눈 밖에 있지 마라.
류가에 있는 동안 너는 나, 류신휘의 사람이다.”

믿음이 불러온 배신으로 모든 것을 잃은 이후.
차마 신휘에게 말하지 못하는 진실.
그럼에도 불구하고 마음이 쫓는 그리움은
모든 거짓을 관통해 찾아내고야 만다.

‘그동안 잘도 나를 속였구나, 은설.’

그래, 설이라 말하지 않을 것이면
네 기억 속의 신휘도 지워 버려라.
이 심장에 이후의 시간을 함께할
류신휘란 이름을 새롭게 새길 것이니.",http://www.joara.com/premium_new/book_intro.html?book_code=1298791
코드 블루,신윤희에드가,로맨스,미제공,미제공,108,18/07/25,완결,http://cf.joara.com/literature_file/20180725_092307.jpg_thumb.png,"
<ER>신윤희 작가의 또 하나의 메디컬로맨스!
사랑으로 녹아내리는 차가운 그의 마음

대한대학병원 인턴 민시윤. 미국 학회를 마치고 귀국하는 비행기에서 응급환자가 발생한다. 긴박한 상황이지만, 그녀가 소속된 병원의 의사들은 살릴 수 없다며 환자를 포기한다. 크나큰 배신감을 느끼는 시윤. 그 순간 한 의사가 나타나 시윤과 함께 환자를 살린다.
더 이상 대한대학병원에 있을 수 없게 된 시윤은 흉부외과 최고봉인 제일대학병원으로 면접을 본다. 그곳에서 마주친 사람은 흉부외과 부과장 강지혁, 비행기에서 환자를 살린 바로 그 의사였다!

“더는 우연이라고 할 수 없어.”

레지던트로 일하게 된 시윤. 동기 중에서도 높은 실력을 가졌지만 한순간의 실수로 지혁에게 냉혹한 지적을 받게 된다. 실수를 만회하기 위해 지혁과 1대1 과외를 하기 시작하면서 그에 대한 마음이 커져가기 시작하는데…?!

“민시윤, 내 곁에 있어.”",http://www.joara.com/premium_new/book_intro.html?book_code=1298788
멜로리아의 특별한 메모장,아이데라,로맨스판타지,미제공,미제공,68,18/07/13,완결,http://cf.joara.com/literature_file/20180713_113106.jpg_thumb.png,"
* 남자 주인공: 헤이즈 아플리에 - 어느 날 홀연히 나타난 베일 속의 존재. 멜로리아 앞에서는 지고지순한 순정남이지만, 남들에게까지 성격이 늘 좋지만은 않은 게 함정.
* 여자 주인공: 멜로리아 헤이시퍼 - 평소 똑 부러지는 성격에 계략도 완벽히 꾸미는 당찬 헤이시퍼의 후계자. 하지만 10년간 이어 온 우정과 낯선 남자에 대한 호감 사이에서 괴롭다. 
* 이럴 때 보세요: 사랑으로부터 순수한 위로를 받고 싶을 때
* 공감 글귀: 아픔은 내가 대신 느껴 줄 테니까 넌 괜찮을 거야

  널 만나 보고 싶어.

헤이시퍼 백작가의 외동딸, 멜로리아는 정부에게 미쳐 있는 아버지로 인해 후계의 자리까지 위협받는다. 그래서 10년 전부터 메모장으로만 대화를 이어 온 ‘우진’이라는 남자가 더욱 소중해진다. 한 번도 만난 적 없지만 세상 유일하게 그녀의 편이라고 확신하는 그로부터 어느 날 ‘내가 찾아갈게’라는 메시지를 받는다.
하지만 정작 새롭게 나타난 남자는 황제의 말벗이라는 위치에서 그녀의 곤란한 상황을 도와주는 헤이즈 아플리에. 같은 듯 다른, 다른 듯 같은 두 남자 사이에서 멜로리아는 과연?
",http://www.joara.com/premium_new/book_intro.html?book_code=1295681
네가 있던 자리,채정연,로맨스판타지,미제공,미제공,70,18/07/13,완결,http://cf.joara.com/literature_file/20180801_115021.jpg_thumb.png,"
""* 배경/분야: 동양판타지로맨스
* 작품 키워드: 가상시대물, 동양풍, 차원이동, 영혼체인지/빙의, 왕족/귀족, 오해, 재회, 삼각관계, 운명적사랑, 계략남, 능력남, 나쁜남자, 후회남, 카리스마남, 사이다녀, 능력녀, 털털녀, 쾌활발랄녀, 잔잔물, 신파, 이야기중심
* 남자 주인공: 윤영 - 연국의 둘째 황자. 황제와 태자 몰래 나라를 위한 은밀한 위업을 준비하고 있으며, 그 과정에서 어느 당돌한 여인을 계속 맞닥뜨린다.
* 여자 주인공: 양소하 - 2년 전 현대에서 차원 이동한 후로 위국의 어느 작은 책방 딸로 제법 잘 살고 있다. 불현듯 그녀 앞에 들이닥친 어느 피 흘린 남자만 아니었다면 아마 계속 그랬을 것이다.
* 이럴 때 보세요: 절절한 후회남이 취향이라면.
* 공감 글귀: “여기에 오면 위험해질 거 잘 알고 있었지만 그래도 너무 보고 싶으니까, 꼭 다시 만나서 내 마음을 확인해 보고 싶으니까 온 거예요.”


*책소개

“신세를 졌는데 그냥 갈 수는 없지.”
첫 만남, 그때 그를 돕지 않았더라면.
“이런 곤란한 때만 만나네. 오늘도 고마웠소.”
두 번째 만남, 그저 우연히 꾼 꿈같이 금세 잊어 갔더라면.
“별로 안 반가운 모양이네. 난 반가운데.”
그리고 또 위험한 순간에 만난 위험한 그 남자. 
잔잔한 샘일 줄 알았던 그녀의 삶은 
사실 쉼 없이 몰려오는 파도를 품고 있었다.""
",http://www.joara.com/premium_new/book_intro.html?book_code=1295695
흉터,이정숙릴케,로맨스,미제공,미제공,58,18/07/20,완결,http://cf.joara.com/literature_file/20180720_092533.jpg_thumb.png,"
로맨스 소설계의 베스트셀러 메이커 이정숙 작가의 회심작
서로의 상처를 치유하는 두 남녀의 애절한 러브스토리

태어나자마자 버려져 부잣집에 입양된 문지석. 그는 자신을 버린 어머니를 찾기 위해 수소문을 한다. 하지만 그가 본 어머니는 폭력과 가난으로 찌들어 있었고, 그 충격에 상처받은 지석은 다시는 어머니를 찾지 않겠다 다짐한다.
그런 그를 찾아온 것은 어머니의 양딸 유채이. 채이는 엄마의 마지막 유언에 따라 지석에게 찾아가지만 분노한 지석은 채이를 거부하고 상처 입힌다.

“네가 뭘 알아! 왜 갑자기 나타나서 날 흔들어!”

지석은 위태로운 채이의 목소리를 듣고 불안감에 그녀를 찾기 시작하는데…?!

“오빠가, 내 가족이 되어 주시면 안 돼요?”",http://www.joara.com/premium_new/book_intro.html?book_code=1297448
