title,author,genre,publisher,age,total,pub_date,complete,img_src,intro,joara
후회해봤자 무엇을 하나,한감귤,로맨스판타지,미제공,미제공,60,19/05/23,완결,http://cf.joara.com/literature_file/20190523_092632.jpg_thumb.png,"
제국을 세운 위대한 용사, 제국의 빛이었던 어머니가
사고로 돌아가신 자리에는 헤일리만이 살아남아 있었다.
슬픔에 빠진 사람들은 사고의 원인을 12살 소녀에게 돌렸다.
그렇게 하면 자신들의 마음이 편해지기라도 하는 것처럼.

헤일리가 자신을 혐오하는 이들 곁에 머물러 있었던 이유는 단 하나
마지막 순간, 어머니가 그 사람들의 곁에 있어 달라고 부탁했으니까.

그리고 그날,
헤일리가 다시는 깨어나지 않기를 바라며 눈을 감았던
눈이 끝없이 쌓이던 그 아침.
너무나 고요해서 어떤 일도 일어날 것 같지 않던 그날.

수많은 사람들이 과거로 돌아왔다.



키워드 : #서양풍로판 #회귀/타임슬립 #후회물 #용사물 #성장물 #찌통물 #다정남 #직진남 #상처녀 #능력녀",http://www.joara.com/premium_new/book_intro.html?book_code=1371007
BY YOUR SIDE,설원,로맨스,미제공,미제공,32,19/05/23,완결,http://cf.joara.com/literature_file/20190523_144609.jpg_thumb.png,"
8년 동안 만난 연인으로부터 이별통보를 받은 주형.
그리고 친구를 위해 어쩔 수 없이 나간 소개팅.


그곳에서 어릴 적 말없이 떠난 소꿉친구 성민을 만나게 된다.
한편, 헤어진 연인은 이별무효를 주장하며 그녀의 직장까지 찾아와 괴롭힌다.


“저기… 너한테는 진짜 미안한테 당분간 내 남자 친구인 척 해줄 수 있을까?”
“그래! 해줄게!”
“어… 어?”
“남자 친구인 척 해준다고.”


새로운 애인인 척 해달라는 주형의 제안을 흔쾌히 받아들이는 성민. 


그 이후 둘은 친구로 지낼 수 있을까?",http://www.joara.com/premium_new/book_intro.html?book_code=1371039
동이,명우,로맨스,미제공,미제공,66,19/05/21,완결,http://cf.joara.com/literature_file/20190521_153118.jpg_thumb.png,"
""하늘에서 바보 천사가 내려왔다.

승승장구하며 출세가도를 달리던 민은 어느 날 사장에게 자신의 딸과 결혼하라는 부탁 아닌 부탁을 받는다.
그는 단호하게 거절을 하려고 하지만 자신의 인생 목표를 이루게 해 주겠다는 조건에 결국 결혼을 승낙하고 만다.
억지로 만들어진 인연으로 결혼생활을 시작한 민과 동이의 관계는 아슬아슬하기만 한데….""
",http://www.joara.com/premium_new/book_intro.html?book_code=1370646
하룻밤의 법칙,온리온,로맨스,미제공,미제공,62,19/05/22,완결,http://cf.joara.com/literature_file/20190521_190112.jpg_thumb.png,"
‘연애 고수’ 유지희, ‘연애 선수’ 톱스타 서강에게 다짜고짜 하룻밤을 제안한다.

“나랑 잘래요?”

가장 전형적이고 심플한 청문형으로.

“내숭이란 걸 아예 모르나?”
“내숭은 연애하고 싶은 상대한테 하는 거고. 자고 싶은 상대한테는 내숭이 아니라 유혹이 필요한 거고.”
“그래서 유혹하는 건가? 아직 못 받았는데, 난.”
“키스할래? 갑자기 나 부른 거…… 호기심이었겠지. 아냐?”
“호기심이 흥미로 바뀌고 있어.”
“흥미……. 난, 흥분인데.”

하룻밤으로 얽힌 연애 고수와 연애 선수의 치열한 연애심리전!
과연, 하룻밤의 법칙은 무너질 것인가?
",http://www.joara.com/premium_new/book_intro.html?book_code=1370678
왕자님의 비밀,mmugo,로맨스판타지,미제공,미제공,123,19/05/21,완결,http://cf.joara.com/literature_file/20190521_182302.jpg_thumb.png,"
“아실리 양이 앤드리 저하가 되시는 겁니다.”

가난한 페트랑 남작의 외동딸 아실리에게는 특별한 능력이 있다. 바로 정령이 눈에 보인다는 것! 어머니의 강요대로 늙은 백작의 후처로 들어가는 건 절대 죽어도 싫다고 생각한 아실리는 정령술사로서 재능을 꽃피워 자립하고 말겠다고 다짐한다. 
그러던 어느 날, 페트랑가에 늙은 마법사가 찾아온다. 마법사는 비록 직계가 아니지만 왕가의 먼 친척인 아실리에게 왕가의 피가 제대로 흐르고 있는지 확인하더니 쓰러진 왕자의 대역을 해달라고 요구한다. 어차피 거절할 수도 없는 상황, 아실리는 정령술사로서의 미래를 약속해준 마법사를 따라 왕궁에 입성하는데…….",http://www.joara.com/premium_new/book_intro.html?book_code=1370669
용용 죽겠지,전유림,로맨스판타지,미제공,미제공,76,19/05/20,완결,http://cf.joara.com/literature_file/20190520_182825.jpg_thumb.png,"
“사사사사람은 먹는 거 아니야.”
“삼키진 않았어.”
당연하지. 그는 내게 얼굴을 또 가까이 대고 입을 맞췄다.
나는 하도 머리가 복잡해서 바보처럼 가만히 있었다.
천원은 아예 내 허리를 꼭 끌어안았지만 한참 동안 내가 그에게 키스하지 않자
귀 쪽으로 입술을 옮기고 볼을 비비며 물었다.
“이렇게 하면 싫어? 그래서 화난 거야……?”
“화화화 안 났다니까.”

백수 탈출에 급급해 사기 계약에 넘어간 요리사와,
세상 물정 모르는 용궁 왕자의
본격 먹방 무협 코미디 판타지 로맨스!
",http://www.joara.com/premium_new/book_intro.html?book_code=1370483
당신이 좋아,손희숙,로맨스,미제공,미제공,33,19/05/17,완결,http://cf.joara.com/literature_file/20190517_163326.jpg_thumb.png,"
""이제는 말할 수 있어요. 당신이 좋아요.

온 집안의 기대를 받고 태어난 주강호.
그는 화용 그룹의 장남으로 선택받은 사람이다.
그런 그와 우연히 마주치는 김민주.
모든 것이 평범한 그녀는
두 번이나 부모님을 먼저 보낸 평범하지 않은 여자.
자신의 마음이 왜 그리 설레는지 알고 싶은 주강호.
그는 자신의 마음을 인정하고 마음이 가는 대로 움직이기 시작하는데,
그것은 그녀에게 상처만을 주게 된다.
그들은 어떻게 서로에게 익숙해질지?


▶잠깐 맛보기

〔대답해 봐. 내가 뭘 어떻게 하면 되겠어?〕

민주는 조심스럽게 일어나, 문을 열고 밖으로 나왔다.

“당신이 내 곁에 머무르지 않았으면 좋겠어요.”

〔그건 안 돼〕

단호한 목소리가 흘러나왔다. 민주는 답답했다. 답답해서 미칠 지경이었다.

〔조금 전 일은 잊어버려. 대신 내가 주는 사랑을 받으면 되는 거야. 널 만족시킬 만한 요소는 많아〕

“전 당신을 만족시킬 수 없어요. 이건 나중에 후회할 일이에요. 분명 후회할 거라고요! 그러니까……!”

민주는 절실하게 외쳤다.

〔후회라, 어떤 종류의 후회지? 난 지금 너와 만나지 못한다면 그것이 후회가 될 거야. 또한 난 후회할 짓을 애초부터 하지 않는 사람이야. 그러니 내일 데리러 갈 테니 얌전히 기다려〕

무서운 사람이었다. 민주는 그의 행동이 두려웠다.

“싫다고 말하면요?”

〔용납 못해. 내가 좋다. 내가 널 사랑하고 있다. 그러니 날 만나. 넌 내가 주는 키스를 맛봐. 그리고 돌려주면 되는 거야〕

키스. 또다시 소름이 오스스 돋기 시작했다.""
",http://www.joara.com/premium_new/book_intro.html?book_code=1369787
여제,마틸빵2,로맨스,미제공,미제공,132,19/05/17,완결,http://cf.joara.com/literature_file/20190517_101328.jpg_thumb.png,"
“네 이름을 지어 주마. 충영! 충영 어떠냐!”
“…….”
“이제부터 내가 네 주인이다.”

말괄량이 황녀, 유월화와 그녀의 하나뿐인 노예, 충영.
선월국을 위해 적국인 일국으로 유학을 떠난다.

“선월국의 하나뿐인 황녀. 좋은 조건이 아니겠습니까?”
“내가 다른 이와 혼인을 하면 좋겠냔 말이다!”
“마마께서 원하시는 일이라면 저는 뭐든 좋습니다.”

적극적인 황태자 강의 태도에도 월화는 흔들리지 않지만
그녀의 무사는 어두운 그림자처럼 몸을 숨기기만 하고.

“너를 은애한다.”
“사모합니다. 이 몸이 부서지도록 사모하고 연모합니다.”

끊임없는 애정 공세에 조금씩 마음을 내비치려는 찰나,
선월국에 심상치 않은 바람이 분다.

선월국을 지키려는 유월화와
그녀를 위해 죽음조차도 불사하는 충영의 이야기,
여제.",http://www.joara.com/premium_new/book_intro.html?book_code=1369737
바람 기억,정,로맨스,미제공,미제공,76,19/05/16,완결,http://cf.joara.com/literature_file/20190516_160213.jpg_thumb.png,"
""내가 더 사랑해도 좋으니까…….

짝사랑하는 오빠를 쫓아 건축학과에 입학한 지오. 그러나 그녀를 기다리고 있던 것은 오빠의 유학 소식과 적성에 맞지 않는 공부뿐이었다. 그렇게 우여곡절 끝에 초라한 성적으로 졸업한 지오는 낙하산으로 ‘최 건축’에 입사를 하게 되고, 그곳에서 사장 건형과 만나게 된다. 그런데 이게 무슨 일일까, 이제는 짝사랑 따위 하지 않기로 맹세했는데 자꾸 그의 말과 행동이 신경이 쓰이는데…….


▶잠깐 맛보기

“연애해 본 적 있냐?”

“내, 내가 뭐 바보인가? 여태 연애도 못해 봤게!”

“네가 몇 살이지?”

그는 여전히 흔들리지 않는 눈빛으로 그녀의 눈빛을 붙들고 묻는다. 질문을 들었는데 지오의 머릿속은 텅 비는 느낌이었다. 술을 갑자기 들이부었더니 취기가 올라오는 모양이다. 얼굴이 화끈거리고 열감이 온몸을 휩쓴다.

“내, 내 나이는 왜 물어요?”

“스물넷? 스물다섯?”

입사한 지 1년이나 지났는데 내 나이도 모르나! 툴툴거리고 싶었지만, 최면을 거는 것처럼 뜨거운 눈빛 때문에 입술이 쉬이 움직이지 않았다.

“스물다섯.”

“아홉 살 차이라……. 우리 연애나 할까? 정 심심하면 그건 해 줄 수 있는데.”

“뭐예…… 읍.”

화를 내기 위해 눈을 동그랗게 떴는데, 그의 눈동자가 바로 코앞에서 보인다. 그리고 그의 입술이 화인처럼 그녀의 입술을 꾹 눌렀다. 입술이 닿았다는 감각에 그녀의 눈동자는 더 커졌다.""
",http://www.joara.com/premium_new/book_intro.html?book_code=1369556
마이 브라이드,김태영,로맨스,미제공,미제공,40,19/05/16,완결,http://cf.joara.com/literature_file/20190516_153834.jpg_thumb.png,"
열 번 찍어 안 넘어가는 나무는 없다!
정략결혼이 진짜 사랑이 될 때까지 힘차게 전진!


사업 실패로 자살한 친구의 가족을 보호하기 위해 태완은 아버지에게 찾아간다. 그가 요구한 거금을 내주며 아버지가 건 두 가지 조건.

첫 번째, 장차 회사의 경영권을 물려받을 것.
두 번째, 오랜 친구의 딸인 계원과 결혼할 것.

떨떠름하지만 아버지의 제안을 받아들인 태완. 어릴 적부터 그를 좋아했던 계원은 1년간의 정략결혼을 반기지만 태완은 그녀를 여자로 보지 않는다. 결국 태완은 그녀에게 계약서를 들이민다.

“첫째, 남편의 의무를 강요하지 말 것. 둘째, 사생활에 일절 간섭하지 말 것. 셋째, 1년 후 쌍방 간에 어느 쪽이든 그만 살고 싶다고 하면 두말없이 헤어져 줄 것.”

하지만 계원은 태완을 포기할 마음이 1도 없다!

“무슨 수를 쓰든 일 년 안에 오빠를 내 남자로 만들 거야.”",http://www.joara.com/premium_new/book_intro.html?book_code=1369550
지오르다노의 남자,이은비,로맨스,미제공,미제공,90,19/05/09,완결,http://cf.joara.com/literature_file/20190430_163050.jpg_thumb.png,"
[공모전 수상작] 꽂힌 여자와 꽃집 남자의 밀당로맨스

역 근처에 위치한 작은 꽃집.
화려하진 않지만 따스하게 흘러나오는 빛과 코끝을 황홀하게 만드는 화초 향.
“어서 오세요, 지오르다노의 남자입니다.”
화원 겸 카페를 하고 있는 ‘지오르다노의 남자’ 화원의 플로리스트, 공선우.
방송 출연 제의까지 올 정도로 예쁘장한 외모와 몸매, 손만 댔다 하면 죽어가는 프로그램을 살리는 심폐소생으로 유명 인사가 된 피디 차윤슬.
접점이 없는 삶을 살아온 두 남녀의 엇갈린 소개팅으로부터 시작된 밀당 로맨스.",http://www.joara.com/premium_new/book_intro.html?book_code=1366058
복수는 꿀보다 달콤하다,무소,로맨스판타지,미제공,미제공,144,19/05/09,완결,http://cf.joara.com/literature_file/20190502_094320.jpg_thumb.png,"
가장 달콤한 순간, 지옥을 선물해줄게

남편을 황제로 만들기 위해 손에 피를 묻히는 일도 마다하지 않았던 악녀 알렉산드라. 
그러나 황제가 된 남편은 그녀의 조건 없는 헌신을 배신과 외도, 그리고 억울한 죽음으로 되돌려주었다.

죽음을 맞기 직전, 알렉산드라는 생각했다. 만일 과거로 돌아갈 수 있다고 해도, 그녀는 기꺼이 다시 남편의 아내가 되겠노라고. 
그리하여 가장 사랑했던, 가장 가깝다고 생각했던 사람의 배신이 얼마나 고통스러운지를 알려주겠노라고!

그리고 기적처럼 남편과의 결혼식 날로 회귀한 알렉산드라. 
그녀가 할 수 있는 제일 통쾌하고 잔인한 복수를 위해 다시 한번 황후가 되기로 결심하는데...",http://www.joara.com/premium_new/book_intro.html?book_code=1366436
선생의 이름으로,신해인,로맨스,미제공,미제공,104,19/05/15,완결,http://cf.joara.com/literature_file/20190515_090901.jpg_thumb.png,"
방학과 정시 퇴근 때문에 선생이 하고 싶었던 은채린은 휘강 고등학교에 기간제 교사로 들어간다. 그러나 이 모든 건 보이지 않는 손의 계략이었는데!
그곳에서 그녀를 기다리고 있던 건 다름 아닌 이사장 강태하. 어떤 이유에선지 태하는 사사건건 채린에게 시비를 걸며 다가온다.

“그게 중요한가? 내가 지금 당신을 좋아하는 게 더 중요한 것 같은데.”

그리고 꿀 같은 방학과 정시 퇴근 대신 채린에게 찾아온 건 끊이지 않는 사건사고와 아이들 돌보기였다!

“그쪽 선생 아니지?”
“마음대로 생각하세요.”
채린은 여유롭게 웃으면서 헤드록을 건 팔에 힘을 더 주었다.
“우리 애한테 헛짓거리하지 마시고요. 아시죠? 그러시면 저 또 찾아옵니다.”

휘강 고등학교 안에서 펼쳐지는 은채린의 좌충우돌 교사생활!
",http://www.joara.com/premium_new/book_intro.html?book_code=1363299
왕후의 별 ,이재인,로맨스,미제공,미제공,138,19/05/14,완결,http://cf.joara.com/literature_file/20190514_131822.jpg_thumb.png,"
""“본디 제 것이었습니다!
중전의 자리도, 원자의 생모도, 모두 소첩의 것이었단 말입니다!”

대역죄인의 딸로 하루아침에 가족을 잃고
겨우 후궁으로 목숨을 부지하고 있는 소은은
이 모든 불행의 원흉인 대비에게 복수하기 위해 중전의 자리를 탐한다.

원자를 낳은 여인을 중전으로 삼겠다는 왕명이
마치 자신을 구해 줄 동아줄이라도 되는 양 꽉 움켜쥐고서.

하지만 여인으로서 죽어도 잊지 못할 그 밤의 기억은
자꾸만 굳게 다잡은 소은의 다짐을 뒤흔들고,
설상가상 궁중 모략에 휘말린 소은은 위기에 빠지고 마는데…….

“숙원은 무엇이 그리 절박한 것이냐? 무엇을 지키려고.”
“소첩입니다.”

여인의 몸으로 제왕의 사주를 타고난 소은.
과연 그녀는 운명을 뛰어넘어 진정한 사랑과 권력을 얻을 수 있을 것인가.
""
",http://www.joara.com/premium_new/book_intro.html?book_code=1368905
붉은 귀신,박지영,로맨스,미제공,미제공,83,19/05/14,완결,http://cf.joara.com/literature_file/20190513_114630.jpg_thumb.png,"
왕의 가장 최측근임에도 불구하고 결코 자신을 드러내면 안 되며, 죽음조차도 철저히 비밀리에 붙여져야 하는 고독한 존재.
‘별사대’, 그들은 귀신이며 도깨비였다.

“어디에 있든 내가 반드시 너를 찾을 것이야. 그곳이 설사 지옥이라 하여도. 그때까지는 부디 무탈하게 지내야 한다. 무탈하게.”

오래전 헤어진 소녀를 그리워하는, 별사대의 수장 권하윤.

“가지 말거라. 제발 나를 두고 가, 가지 말거라. 정, 정, 정아야! 나를 두고 떠나지…….”

사랑하는 여자를 보내야만 하는 조선의 왕.

“이제는 제가 오라버니를 찾겠사옵니다. 허니 조금만 버티어 주십시오. 제발!”

가문의 한을 풀기 위해 도깨비가 되는 것을 선택한 정아.

긴 시간 속에 영원히 봉인될 뻔한 그들이 소설을 통해 지금 이곳에 부활했다.",http://www.joara.com/premium_new/book_intro.html?book_code=1368704
"어화둥둥, 공주마마",혜안,로맨스,미제공,미제공,94,19/05/14,완결,http://cf.joara.com/literature_file/20190513_141149.jpg_thumb.png,"
동쪽 아름다운 나라 선주국에서 자란 울보마마 은루 공주.
어릴 적부터 툭하면 눈물 그칠 일이 없어서 울보마마란 별호까지 붙었다.
그러던 어느 날, 눈물 쏙 들어가게 만들어줄 스승 선우주영을 만나게 되는데.
“난 나중에 커서 선우주영이랑 혼인할 거야!”
인연을 미리 알아본 공주마마의 거듭된 구애 앞에서 무너진 사내는, 공주가 감히 넘볼 사람은 아니었으니.
“사랑해서 힘들고, 사랑하지 않아 괴롭다.”
다만, 왕실과 황궁의 사랑은 나날이 깊어지느라 괴로움조차 잊었다.",http://www.joara.com/premium_new/book_intro.html?book_code=1368719
계약직 아내 – 슬픔의 정원을 건너,오필희,로맨스,미제공,미제공,23,19/05/13,완결,http://cf.joara.com/literature_file/20190513_111706.jpg_thumb.png,"
""부모님이 돌아가신 후 어두운 지하 셋방에서 홀로 숨죽인 채 살고 있던 지혜. 남은 것이라고는 갚을 길 없는 대출 이자뿐이던 그녀는 동창회에 참석하면 일당을 주겠다는 친구의 제안을 거절하지 못한다. 그렇게 내키지 않는 마음으로 동창회 자리에 나간 그녀에게 기억도 나지 않는 고등학교 시절의 마지막 짝, 은석이 황당한 제안을 해 오는데…….

“몇 개월 같이 살아 주고 대외적으로 내세울 수 있는 아내가 필요해.”

잘나가는 기업가가 된 그의 제안을 지혜는 단칼에 거절하지만, 그녀와의 결혼을 통해 얻을 게 있는 은석은 쉽사리 포기하지 않는다.

수단과 방법을 가리지 않는 그와
수많은 비밀을 품은 채 좀처럼 그에게 마음을 열지 않는 그녀.
서로 원하는 바가 다른 두 사람은 결국 행복해질 수 있을까?


▶잠깐 맛보기

“내 방은?”
“어? 어, 여기”

아무런 감정이 실리지 않은 그녀의 물음에 당황해 은석은 잠시 주춤거렸다. 그녀의 방으로 안내된 지혜는 한동안 가방을 내려놓지 않은 채, 방 한가운데서 우두커니 서 있었다.

“난…… 한 번도 이런 방을 가져 본 적이 없었어. 알아? 오래전엔 내 나이쯤 되면 커피 광고에나 나오는 전망이 보이는 근사한 아파트 테라스에서 사랑하는 사람과 살게 될 줄 알았지.”

은석에게 등을 보이고 있는 지혜의 넋두리는 슬펐다. 어떤 감정도 드러내지 않을 듯했던 그녀의 뒷모습은 슬퍼 보였고, 그간의 삶의 고달픔이 작은 가방에 내려앉아 그녀를 주저앉힐 듯 보였다.

“지혜야.”
“그렇게 부르지 마. 그렇게 다정하게 부르면, 언젠가는 너와 함께 고급 아파트 테라스에서 차를 나누는 사람이 나일지도 모른다는 착각을 하게 되잖아.”

그제야 지혜는 작은 짐 가방을 바닥에 내려놓고는 은석과 마주 섰다.

“이 집에서는 우린 부부가 아니라 친구 하자. 고등학교 동창. 이 집 밖을 나서면 네가 원하는 아내 해 줄게, 계약직 아내.”""
",http://www.joara.com/premium_new/book_intro.html?book_code=1368701
하룻밤의 실수,수예,로맨스,미제공,미제공,88,19/05/10,완결,http://cf.joara.com/literature_file/20190509_120622.jpg_thumb.png,"
헌신하면 헌신짝 된다는 걸 또 다시 경험했던 그날 밤.
분명히 내 손으로 집 비밀번호를 누르고 들어왔는데
자고 일어나보니 여긴 우리 집인 듯 우리 집이 아닌 타인의 집.

조심조심 문을 열고 나가보니 웬 물에 젖은, 발가벗은 변태가 서있다. 
그리고 그날 이후 계속되는 변태와의 만남.
이 남자만 만나면 일이 꼬이고, 이상한 일들이 일어나는 악연이 분명한데
이 남자가 조금씩 끌리는 이유는 뭘까? 


샤워하고 나오니 웬 모르는 여자가 내 침실에서 나왔다.
무단침입도 황당한데 뻔뻔하게 소리까지 친다.
아랫집 윗집 이웃인 것도 모자라 여기저기서 계속 나타나는 그 여자.
많이 엉뚱한데 또 많이 귀엽다.

“……강 선생님, 앞으로 변 선생님이라고 불러도 돼요?”
“갑자기 왜 남의 성을 바꿔?” 
“변태혁…….”
“야! 지금 사람을 뭐로 보고.”

좋다고 들이대니 친구나 하자는 그녀.
아랫집 윗집, 초등학교 안에서 벌어지는 그와 그녀의 로맨스.
과연 윗집 남자는 아랫집 여자의 철벽을 무너뜨릴 수 있을까.",http://www.joara.com/premium_new/book_intro.html?book_code=1367928
우리 오빠는 아이돌,령,로맨스,미제공,미제공,80,19/05/09,완결,http://cf.joara.com/literature_file/20190430_152517.jpg_thumb.png,"
눈부신 우리 오빠, 극강의 설레임!

사사건건 시비만 거는 까칠한 우리 오빠에게 이런 엄청난 비밀이 숨어 있었다니!! 신비로운 복면 아이돌 그룹 더 엠의 광팬 효영은 어느 날 갑자기 울린 초인종에 문을 열었다가, 오빠와 오빠 친구들이 다름 아닌 더 엠의 멤버였다는 엄청난 사실을 알게 된다. 급작스러운 팬심의 휘발에 슬퍼할 틈도 없이 효영의 주변에 휘몰아치는 사건사고, 금주 음원순위 1위보다 더 핫한, 본격 아이돌 로맨스, 효영의 진심은 과연 어디로?",http://www.joara.com/premium_new/book_intro.html?book_code=1366038
1퍼센트의 결혼 ,너구리,로맨스,미제공,미제공,60,19/05/09,완결,http://cf.joara.com/literature_file/20190430_153919.jpg_thumb.png,"
대한민국 극과 극의 1% 두 남녀가 만났다

홍대 인디밴드 ‘반지하 귀족들’의 보컬 마리(본명 김말희). 음악에 인생을 쏟아부은 마리에게 밴드는 귀중한 존재다. 케이블TV사에서 주최하는 인디밴드 경연 대회에 참가하여 본선 진출을 눈앞에 두고 있었다. 그런데 밴드의 기타리스트이자 남자친구인 기탁이가 요즘 수상하다 했더니 ‘반지하 귀족들’에서 탈퇴하겠다고 한다. 어느 대형 기획사 사장과 연인 관계가 되어 그 기획사에서 혼자 데뷔하겠다는 것. 연인으로서도 밴드 동지로서도 배신당한 상황. 쿨하게 보내주고 싶었지만, 첫사랑 기탁이 쉽게 잊힐 리는 없어서 너무 괴로운 마리. 엎친 데 덮친 격으로 입주 가정부였던 엄마가 도둑으로 몰려 경찰서에 잡혀 있다고 한다. 그래도 마음을 다잡고 기탁 없이 경연대회 본선에 참가하지만, ‘반지하 귀족들’의 대표곡 ‘쓰레기와 쓰레기통’의 저작권이 기탁의 이름으로 등록되어 있어서 참가가 무산된다. 

분명 내가 작사작곡한 곡인데 이기탁 이 자식이 내 곡을 훔쳤어! 

마리는 변호사를 구해 자신의 곡을 되찾고자 한다. 그래서 엄마 남자친구이자 고용주인 할아버지의 소개로 최고의 엘리트 변호사를 소개받는다. 소개받고 보니 마리와 우연히 몇 번 마주친 재수없던 남자, 서요한이었다. 서요한은 마리와 달리 뼈대 있는 집안에서 탈선 한번 하지 않고 곱게 자란 도련님. 제때 좋은 짝과 결혼해서 2세를 낳는 것이 이 사회에 대한 자신 같은 1퍼센트가 할 일이라고 생각하는 사람이다. 마리는 서변호사가 마음엔 들지 않지만, 일단 그에게 자신의 곡을 되돌려 받을 수 있게 해달라고 한다. 우여곡절 끝에 두 사람은 의기투합하여 기탁에게 소송을 걸고, 그 과정에서 서로에 대한 감정이 생겨나기 시작하는데... 

과연 서로 극과 극의 1%에 속하는 두 사람의 결말은 어떻게 될까?",http://www.joara.com/premium_new/book_intro.html?book_code=1366041
배부른 사랑 노래 ,민레오,로맨스,미제공,미제공,68,19/05/09,완결,http://cf.joara.com/literature_file/20190430_154231.jpg_thumb.png,"
금사빠 재벌남과 E컵 능력녀의 사내연애코미디

부자라고 해서 왜 사랑을 모르겠는가?
그리고... 글래머라고 해서 늘 행복하기만 하겠는가??

많은 이가 부러워하는 E컵 가슴이 오히려 콤플렉스인 지희.
남다른 가슴 크기 때문에 오랜 꿈이었던 모델까지 포기했는데. 
절친 영애의 졸업 패션쇼가 펑크 날 위기에 처하자 어쩔 수 없이 마지막이라는 생각으로 무대에 선다.  

그런데 마지막 의상의 마지막 포즈에서... 하필이면 가슴의 단추가 튕겨나가는 사고가 발생하고! 그 단추에 이마를 맞은 대성그룹의 후계자 후보인 재벌 3세... 박주원은, 지희에게 한 눈에 반해버리고 만다.
모델을 포기하고 평범한 삶을 택한 지희의 새 직장은 하필이면 주원이 본부장으로 있는 대성패션. 자신의 상사가 될 주원을 알아본 지희는 그를 피해 패션쇼장에서 몰래 빠져나온다.   

하지만 한 번만 더 여자 문제를 일으키면 기업을 물려줄 수 없다는 아버지의 경고에도 불구하고 주원은 한눈에 반해버린 ‘그 모델’을 찾기 위해 혈안이 되는데...
정작 자기가 찾는 그 사람이 지희인 줄은 꿈에도 모른 채, 주원과 지희는 한 팀이 되어 주원의 후계자 승계를 위한 프레젠테이션을 준비하게 된다.
지희는 그가 자신을 알아볼까 전전긍긍하며, 그동안 콤플렉스로 인해 생겨난 남자 기피증, 대인 기피증을 극복하려 노력하는데... 

진정한 사랑을 원하면서도 두려워하는 주원과 지희. 
이들은 과연 사랑을 할 수 있게될까?",http://www.joara.com/premium_new/book_intro.html?book_code=1366042
너의 아픔이 내 것이 될 때 ,윤비밀,로맨스,미제공,미제공,110,19/05/09,완결,http://cf.joara.com/literature_file/20190430_155132.jpg_thumb.png,"
수혈을 계기로 애인의 통증을 느끼게 된 남자

견희는 겨울바람보다 차가운 목소리로 선이에게 말한다.
“기다려. 내가 연락할 때까지.”
뒤돌아보지도 않고 떠나던 그의 차는 얼마가지 못해 빗길에 미끄러져 가로수를 들이받고 만다.
“꼭 좀 살려주세요. 제발요!”
병원에 도착한 선이는 큰 부상을 입은 견희를 살려달라고 애원한다.
“혈액형이 뭐죠?”
“…네?”
수혈이 필요한 상황, 너무나 당연한 의사의 질문이었지만 선이는 대답하지 못했다.
결국 두 사람의 만남이 사랑이 아니었다는 생각에 선이는 수혈로 그의 목숨을 살린 후 이별을 결심한다. 
며칠 뒤, 의식을 차린 견희.
견희를 잊기로 결심한 선이는 그를 잊기 위해 산티아고 순례길을 떠나고, 뒤늦게 그녀를 찾기 시작하는 견희는 알 수 없는 복통에 괴로움을 느낀다.",http://www.joara.com/premium_new/book_intro.html?book_code=1366044
차여주는 여자 ,이인혜,로맨스,미제공,미제공,62,19/05/09,완결,http://cf.joara.com/literature_file/20190430_155506.jpg_thumb.png,"
시원하게 차여드립니다! 차여주는 서비스 개시

스물아홉 살. 드디어 프러포즈를 받을 줄 알았던 날, 차여주는 시원하게 30번째 실연을 당한다. 
엎친 데 덮친 격으로 인기 웹툰 작가가 된 전남친과의 표절 시비까지.
웬만하면 그냥 넘어가고 싶은데 표절당한 작품에는 사연이 있다. 
거기다가 전남친의 적반하장 태도까지 재수 없다. 
소송까지 가더라도 내가 어떻게든 밝혀내고 만다!
그런데 돈.이. 없.다. 
“차여주는 서비스 어때?”
전문 분야 확실하게 살려 보라는 친구 은성의 검은 유혹. 재미있기는 한데, 아서라. 그런 거 할 미친놈이 어딨냐?
“그 계약 나랑 합시다.”
그런데 있다, 그런 미친놈이. 이름은 기이언.
허우대는 멀쩡한 이 남자가 변호사란다. 수임료 대신 차여주는 서비스를 제공해달란다. 술김에, 홧김에, 계약서에 덜컥 사인을 했다.
미친 척하고 첫 고백도 했더랬다.
그런데 다음 날 생각해보니 이건 아니다. 뼈 빠지게 일해서 어떻게든 돈을 마련해보겠노라, 자존심까진 버리지 않았으므로 그놈의 변호사를 찾아갔는데….
전남친 앞에서 차여주를 구해주는 기이언 변호사의 등장. 
“제 착수금은 기본 이천만 원입니다.”
“제가 뭘 하면 될까요?”
돈 앞에 무릎 꿇은 여자 차여주올시다.",http://www.joara.com/premium_new/book_intro.html?book_code=1366046
