title,genre,author,complete,img_src,age,total,pub_date,publisher,intro,href
천년마도,무협,"
태규太叫

",완결,//cdn1.munpia.com/files/attach/2020/0102/001/TsptFTmcRKQI0wxP.png,전체이용가,229 회,2016.03.18 16:51,정보 없음,일곱 번째 이야기를 시작합니다.,https://novel.munpia.com/52381
프린세스 소환사,"판타지,  현대판타지",김운영,완결,//cdn1.munpia.com/files/attach/2016/1013/001/9jqhnevlT9VQXew1.jpg,전체이용가,225 회,2016.10.18 09:00,정보 없음,"휴대폰으로 계약자를 소환하여 마물을 사냥하라! 
그러나 계약자는 공짜가 아니다. 
사용료가 연체되면 당신도 계약자 신세. 
무분별한 낭비는 연체자의 길로 들어서는 지름길이다. 
최강의 계약자 프린세스와 마왕의 인형을 얻은 소환사의 모험기.",https://novel.munpia.com/72245
악마는 살아있다,"현대판타지,  판타지",감글동그림,완결,//cdn1.munpia.com/files/attach/2016/1026/001/Vj1wNJzVIA6KG8DR.jpg,전체이용가,200 회,2016.10.31 12:00,정보 없음,"고대 수메르 문화에서는 주신으로 추앙받았지만,
솔로몬에게 벨제붑으로, 신밧드에게는 지니로, 
동유럽에서는 드라큘라로 불리던 악마가 당신을 찾아왔다. 

호시탐탐 주인공을 속이려 하는 악마와 자신의 지워와 가족을 노리는 형제자매들. 

회사와 그룹을 빼앗으려는 모든 권력과 싸워나가는 인생역전 투쟁기가 시작된다.",https://novel.munpia.com/73039
대박 인생 샤샤샷,"현대판타지,  퓨전","
길밖의새

",완결,//cdn1.munpia.com/files/attach/2017/0421/002/H0BXcmeA0Zr4wiVr.jpg,전체이용가,177 회,2016.09.13 17:00,정보 없음,"순재산 0에서 9000억으로!
마계의 포션이 손안에 있었으니!!

주름 개선, 성기능 개선, 대머리 치료, 불면증 치료, 
우울증 치료, 피임, 임신 촉진, 치매 치료제, 식욕 억제, 
집중력 개선, 수질 정화, 공기 청정, 독심술, 투명화…!!! 
포션을 활용해 온갖 사업을 시작하는데…! 

대박인생을 향해 샤샤샷!!!",https://novel.munpia.com/67611
홀리 어벤저 Holy Avenger,"퓨전,  현대판타지","
레니우스K

",완결,//cdn1.munpia.com/files/attach/2016/0229/004/ErD13YuhExJAD92I.jpg,전체이용가,278 회,2016.02.06 10:04,정보 없음,"평범하게 살아가던 어느 날, 나는 외딴 장소에 떨어지고 말았다.
그리고 눈앞에 떠오르는 홀로그램 창.

거기에는 퀘스트가 떠올라 있었는데, 그 뒤엔 이렇게 적혀 있었다.

이 퀘스트를 완료하기 전에는 다시 현실로 돌아갈 수 없다고…….

결국 목숨을 건 퀘스트 진행 속에서 나는 새로운 힘에 눈 떠가는데.

[현실과 이계를 오가며 벌이는 퓨전판타지.]",https://novel.munpia.com/48442
배트 브레이커,"스포츠,  현대판타지","
윤준모

",완결,//cdn1.munpia.com/files/attach/2020/0410/001/ysMUxjRlb4XdlTcU.gif,전체이용가,181 회,2016.05.23 10:10,정보 없음,"신인투수 최석민, 야구인생의 기로에서 미래를 보다.",https://novel.munpia.com/57431
마법사 전성시대,현대판타지,나마이르,완결,//cdn1.munpia.com/files/attach/2016/0404/001/CPgqZRLR44KiicJa.jpg,전체이용가,256 회,2016.03.21 18:04,정보 없음,"인류의 유일한 마법사.
트리플 캐스팅을 사용하는 천재.
12단계 극성 마나 활성자.

이 모든 수식어의 주인공 김우성!
하나, 세상은 종말을 코앞에 두었다.

‘돌아가고 싶다.’

최후의 순간, 13단계의 마나를 활성화하며 얻은 새로운 기회.
인류 최강의 마법사 김우성, 그가 멸망을 막기 위해 마법사 전성시대를 선언한다!",https://novel.munpia.com/50252
대군주 카리스,"판타지,  퓨전","
소락

",완결,//cdn1.munpia.com/files/attach/2020/0129/000/Cv6crDAzTMsgFMKg.png,전체이용가,333 회,2016.06.30 17:00,정보 없음,"내가 원하는 것은 오크의 번성!
찬란한 오크의 문명이 꽃피는 날 돌아가게 될 것이다.

내가 아는 것을 그들이 몰랐던 것처럼, 그들이 아는 것을 나는 몰랐다.
오크들의 문화는 투쟁의 문화. 그들의 정신은 투쟁의 정신.
나는 그리고 오크는, 이 땅에 우뚝 설 것이다.",https://novel.munpia.com/55883
소환왕 강철중,"현대판타지,  퓨전","
데스마치

",완결,//cdn1.munpia.com/files/attach/2016/0810/001/uru2HyzCRkSyBbN3.jpg,전체이용가,121 회,2016.09.12 17:00,정보 없음,"메타폴리스의 소환왕이자 패자인 강철중. 그가 10년만에 귀환했다!
그리고 위기에 빠진 고국에서 다시 한 번 활약을 펼친다.",https://novel.munpia.com/65096
21세기무림세가,현대판타지,호운,완결,//cdn1.munpia.com/files/attach/2015/1111/000/SK52rzfr4YQPLPFV.jpg,전체이용가,131 회,2015.04.03 10:46,정보 없음,"교통사고를 당하고 5년만에 깨어난 이민혁!
그리고 그가 없는 사이 멸문을 당해버린 가문...

이제, 그가 돌아왔다!",https://novel.munpia.com/32081
귀환용병 이환성,"현대판타지,  퓨전","
거통

",완결,//cdn1.munpia.com/files/attach/2016/1022/004/XU7UJuPOyplNZd1E.jpg,전체이용가,156 회,2016.10.06 12:00,정보 없음,"이세계로 끌려와 전쟁터를 떠돌다 드디어 돌아온 지구.

지구로 돌아오니 이세계와는 비교도 할 수 없는 천국과도 다름이 없다.

""그러니 한껏 즐겨야 되지 않겠어?"" 



용병으로 이세계에서 활약하던 한 남자가 지구로 귀환해 갑질하는 이야기.",https://novel.munpia.com/68242
법이 있다,"현대판타지,  퓨전","
연두양파

",완결,//cdn1.munpia.com/files/attach/2019/0620/004/tfhM9IE7I16za48m.jpg,전체이용가,180 회,2016.08.22 17:00,정보 없음,"Ubi societas, ibi ius.
사회가 있는 곳에 법이 있다. 그리고 내가 가는 곳에 나의 법이 있다. 
어느 날 깨어보니 다시 17세?! 게다가 사람들 주위로 보이는 정체불명의 아우라!
법률지식과 이능력을 가지고 돌아왔으니 이번에야 말로 인생역전!....
이라고 생각했던 것도 잠시, 여전히 쉽지만은 않은 인생 다시 쓰기.",https://novel.munpia.com/63910
군주 회귀하다,판타지,"
양현경

",완결,//cdn1.munpia.com/files/attach/2016/1129/002/v5cClRQjKbIvkzG5.jpg,전체이용가,172 회,2016.11.28 13:50,정보 없음,"[회귀+미래정보+게임시스템+영지물]
신의 선택을 받아 레벨업 능력을 가지게 된 카일 프레스티오 남작.
그랜드 소드 마스터로서 마왕과 싸웠으나 마왕에게 패배하고 마는데...
눈을 떠 보니 어렸을 때로 되돌아와 있다?
이번에야 말로 세계를 구하는 절대군주가 되리라!",https://novel.munpia.com/70659
답답해서 내가 뛴다,"스포츠,  현대판타지","
서은결

",완결,//cdn1.munpia.com/files/attach/2016/0627/001/ViJStmACiMVZKpQl.jpg,전체이용가,172 회,2016.08.03 17:00,정보 없음,"축구 황제. 축구의 신. 괴물, 유안 카를로스.
전무후무한 기록을 남기고 눈을 감은 그가 대한민국의 김유안으로 환생했다.
축구의 끝을 본 나머지, 이번 생애에는 축구를 하지 않으리 다짐했는데....
우연히 눈에 들어온 대한민국 월드컵 경기.
""아오, 씨발! 답답해. 그냥 내가 뛰고 만다, 제기랄!""
축구의 신 김유안의 재림기.",https://novel.munpia.com/50852
팔로우 미,"현대판타지,  퓨전","
환희(歡喜)

",완결,//cdn1.munpia.com/files/attach/2020/0603/002/zAE23zCK3RHAI6Ri.jpg,전체이용가,154 회,2015.06.05 09:31,정보 없음,"전 세계에 불기둥이 떨어지고 차원의 문이 열리고, 몬스터들이 쏟아져 나와 세상은 혼란에 빠져든다. 몬스터의 공격에 일방적으로 밀리기만 하던 지구인들은 차원 게이트로부터 흘러나온 기력을 얻어 싸울 힘을 가지게 되고, 이를 극대화한 헌터들은 몬스터의 공격으로부터 지구를 지켜내고자 하는데...
3구역 헌터인 찬우는 피치 못할 사정으로 기력구를 구하려고자 단신으로 4구역 몬스터 사냥에 나섰다가 생사의 기로에서 기연을 얻어 과거로 돌아오게 된다.",https://novel.munpia.com/35390
인간계의 정령,판타지,Mnihsn,완결,//cdn1.munpia.com/files/attach/2017/0118/001/73xbYcxMcFr25kbj.jpg,전체이용가,90 회,2017.01.24 09:00,정보 없음,"인간계에서 태어난 정령, 에피리스루피온.
태어난 곳도 그렇고 생긴 것도 그렇고,
다른 정령들과는 달라도 너무 달랐다.

돌연변이라 불리며 외톨이로 지내던 중,
자신의 정체에 대해 고민하는데…….

“이제는 가야 하나…….”

단서는 그가 태어난 곳, 인간계에 있다.
인간처럼 생기고 인간처럼 말하는 정령의
인간계 여행기!",https://novel.munpia.com/78555
난봉왕,"퓨전,  판타지","
홍단룡

",완결,//cdn1.munpia.com/files/attach/2016/0719/000/xAU5fmA7ToVIQPbm.jpg,전체이용가,265 회,2016.07.19 17:00,정보 없음,"영웅? 호구의 또 다른 이름이겠지.
이제는 내 욕망을 위해 살겠다.",https://novel.munpia.com/61220
멸망 이후의 세계,"현대판타지,  퓨전","
싱숑

",완결,//cdn1.munpia.com/files/attach/2019/1101/000/nE6OAbU7EiP9hsUS.jpg,전체이용가,169 회,2016.07.11 18:00,정보 없음,이것은 모두가 과거로 돌아갈 때 마지막까지 회귀하지 않았던 한 사나이의 이야기다.,https://novel.munpia.com/59917
불사의 테스터,"판타지,  퓨전","
기로

",완결,//cdn1.munpia.com/files/attach/2016/0816/003/RQ6YeyZ32A4Gg6Ql.jpg,전체이용가,226 회,2016.08.01 12:00,정보 없음,"영생? 그게 축복일거 같아?
죽을려고 용을 써도 도저히 죽지를 않더라고.
근데 드디어 죽었어! 드디어 나도 죽음의 안식을 맞이할 수 있다고 생각했지.
그런데 말이야. 꼭 방해하는 놈들이 하나씩 있더라고.
그리고 하는 말이 뭔 줄 알아?

[어서오세요! 테스트 필드에 오신걸 환영합니다.]

...씨팔.",https://novel.munpia.com/62117
네 법대로 해라,"현대판타지,  퓨전","
산경(山景)

",완결,//cdn1.munpia.com/files/attach/2019/0731/004/FtiL0GbGZhWLvwHx.png,전체이용가,200 회,2016.08.29 15:00,정보 없음,"억울하세요? 분통 터지세요? 복수하고 싶으세요?
그런데 힘이 없잖아요. 돈도, 빽도, 권력도 없잖아요. 그렇죠?
당신이 기댈 곳이라고는 법 밖에 없죠?
하지만 그 법도 당신을 배신했죠?

제게 맡기세요. 제가 당신을 위해서 법을 휘두르겠습니다. 아주 시원하게 말이죠!",https://novel.munpia.com/63566
헌터스,현대판타지,환이,완결,//cdn1.munpia.com/files/attach/2016/0425/000/NnqRbpUlvNPh3lky.jpg,전체이용가,178 회,2016.07.27 09:00,정보 없음,"어느날, 전이가 시작되었다.",https://novel.munpia.com/58946
스탯 뻥튀기 탱커,"판타지,  현대판타지",담적산,완결,//cdn1.munpia.com/files/attach/2017/0118/003/YZ2cbEBL7SGnVKsf.jpg,전체이용가,78 회,2017.01.18 12:07,정보 없음,"지금 세상은 게임에 빠져 있다.
회사.
그곳이 만든 게임이 세상을 삼켰고, 각성자가 나타나기 시작했다. 
그리고 회사는 어딘가에 숨어서 세상과 차원홀을 통제하고 있는 중이었다.
회사가 만든 최대의 비밀, 뻥 프로젝트.
짐꾼인 남호는 모두가 꽝일 거라 생각하고 버린 스킬북을 얻는데…….

[스탯이 뻥튀기되었습니다!]

‘꽝이 그 꽝이 아니고 폭발한다는 소리였어?’
‘이, 이거 사긴데?’

꽝이란 스킬북을 펼치는 순간 뻥튀기 프로젝트가 시작된다!",https://novel.munpia.com/78536
타이탄 파일럿,"판타지,  현대판타지",칼튼,완결,//cdn1.munpia.com/files/attach/2017/0118/000/x3oQdHnXyX4DJWgN.jpg,전체이용가,50 회,2017.01.18 13:13,정보 없음,"각국 정부는 깨달았다. 소수의 이능력자들만 믿어서는 몬스터와의 전쟁에서 이길 수 없다는 것을. 
그래서 그들은 평범한 인간을 위한 병기를 만들기로 결심했다.
우리만의 몬스터를.
그렇게 인간의 새로운 병기, 타이탄이 만들어졌다.

― 나는 효율적인 작전 수행을 위해 새로운 조종사로 한상민 하사를 지정한다. 한상민 하사, 동의하는가?

“젠장, 선택권 따위 없잖아. 동의한다!”

― 상민 너는 전투 능력이 떨어지기 때문에 나 같은 뛰어난 인공지능의 전투 보조를 받아야 한다.

“아니, 이게 또 뭐래! 나 충분히 실력 좋거든!”",https://novel.munpia.com/78538
천.산.루,무협,조돈형,완결,//cdn1.munpia.com/files/attach/2014/0813/000/schrfLc7u9p7SngJ.jpg,전체이용가,240 회,2014.08.14 00:00,정보 없음,"『궁귀검신』, 『장강삼협』의 작가 조돈형
그가 그려내는 새로운 이야기!

무림삼비(武林三秘)
천외천(天外天), 산외산(山外山), 루외루(樓外樓).

일외출(一外出), 군림천하(君臨天下)!
이외출(二外出), 난세천하(亂世天下)!
삼외출(三外出), 혈풍천하(血風天下)!

가문의 숙원을 위해, 가문을 지키기 위해
진유검, 무림의 새로운 질서를 세우다!",https://novel.munpia.com/24375
고블린 주인공 되다,"게임,  판타지",김태옥,완결,//cdn1.munpia.com/files/attach/2016/1107/003/zbnxFtDhx3bhAkVS.jpg,전체이용가,129 회,2016.11.04 09:30,정보 없음,"세상은 어느 한 가상현실게임에 의해 들썩이기 시작했다.
게임의 이름은 비스트
이 게임의 주제는 하나였다. 그것은 바로 약육강식
서로 물고 뜯기는 경쟁 시스템
지금 그 이야기가 시작된다.",https://novel.munpia.com/69598
백마 탄 초인,"현대판타지,  퓨전","
초촌

",완결,//cdn1.munpia.com/files/attach/2016/1109/002/03ZDvcvGvuyDuYId.jpg,전체이용가,129 회,2016.11.07 17:00,정보 없음,"저승 문턱에서 세상을 평정할 자가 온다.

내 이름은 이민호.
내가 바로 백마 탄 초인이다!",https://novel.munpia.com/69493
회귀의 절대자,"현대판타지,  퓨전","
원태랑

",완결,//cdn1.munpia.com/files/attach/2016/0518/001/LrdmohCNh4Ph6hn1.jpg,전체이용가,150 회,2016.06.29 17:00,정보 없음,회귀를 한 절대자의 이야기.,https://novel.munpia.com/59021
황제로 회귀하라,"퓨전,  판타지","
문필드

",완결,//cdn1.munpia.com/files/attach/2020/0302/003/hTPo1PrLUHlI3oJO.jpg,전체이용가,128 회,2016.11.07 17:00,정보 없음,"이번 생에선 황제를 노린다.

클란 제국의 제7왕자이자 황위계승서열 13위였던 슈란 클라우스. 하지만 황위쟁탈전에서 탈락한 뒤 그는 새로운 황제로 임명된 제2왕자 라시르와 클란 제국을 위해 대륙통일의 선봉장이 되길 자처한다.
그리고 숱한 전쟁 끝에 제3황립기사단장으로서 마침내 카탄 대륙의 통일을 이뤄낸 그.
하지만 모든 것이 끝났다고 생각한 바로 그때, 그는 동료들의 배신으로 죽음에 이르게 된다.

“클란 제국의 안정을 위해 당신은 이만 역사에서 사라져주셔야겠습니다.”

모든 것을 이뤘다고 생각한 순간, 모든 것을 잃었다.
하지만 그가 죽음을 맞이한 바로 그때, 어찌된 일인지 과거로 돌아오게 됐다.

황위계승후보자란 위치에 있으면서도 단 한 번도 황제자리를 탐내지 않았던 그.
자신에겐 어울리지 않는 자리라고 믿었기에 그저 겸손히 주어진 일만을 묵묵히 해왔다.
하지만 그 대가는 그 자신과 그를 믿고 따르던 동료들의 죽음.
다시는 그러한 아픔을 겪지 않기 위해, 동료들을 지키기 위해, 그는 결심하게 된다.

“내가 황제가 되겠어.”

앞으로의 일어날 일들을 알고 있는 슈란은 절대군주가 되기 위해 그것들을 활용하게 되는데......
슈란의 인생 제2막이 시작된다.",https://novel.munpia.com/62717
메디컬 리턴즈,현대판타지,"
정용(正龍)

",완결,//cdn1.munpia.com/files/attach/2020/0512/000/X3OTrY5AtJOs75Mt.jpg,전체이용가,141 회,2016.08.08 17:00,정보 없음,"테러리스트들에 의한 비행기 추락.
그리고 그곳에서 기적적으로 살아남은 어린아이 이지우.
몇 년이지나 다시 고국의 땅을 밟게 되는데...
""네가 가장 잘 하는 게 뭐가 있을까?""
""사람 고치는 거요.""",https://novel.munpia.com/60015
은하군웅전기,"현대판타지,  퓨전","
루이캇트

",완결,//cdn1.munpia.com/files/attach/2015/1231/002/Wp0pudftoWPMF6uM.jpg,전체이용가,141 회,2015.12.29 13:52,정보 없음,"인생의 나락에 빠진 한 남자가 전장에서 자신만의 길을 찾는 이야기.
이계전쟁물.
제목 변경 예정입니다. 새롭게 은하군웅전기로 바뀝니다. 독자님의 양해 바랍니다.",https://novel.munpia.com/44864
포식의 군주,"현대판타지,  판타지","
풍류랑.

",완결,//cdn1.munpia.com/files/attach/2016/0504/004/J0Dib8lZDN2c50EF.jpg,전체이용가,200 회,2016.07.08 17:00,정보 없음,"[생존물][레이드물][게임설정]

태랑은 일주일간 반복되는 꿈을 꾸었다.
영감을 얻은 그는 꿈에서 본 내용을 차근히
소설의 소재로 기록해 놓는데...

몇 달 후 그것이 현실이 되어 펼쳐졌다.",https://novel.munpia.com/54504
우리 집은 마왕성,"판타지,  현대판타지",세야rune,완결,//cdn1.munpia.com/files/attach/2016/1125/001/3QdeNOrvbBfii3g6.jpg,전체이용가,174 회,2016.12.15 09:00,정보 없음,"시현은 어느 날 우연히 파란색 동전을 사게 되고 본인의 의사와 상관없이 마왕을 뽑는 마왕 후보자 레이스에 참여하게 된다.
목숨을 건 후보자 레이스에서 살아남아 일곱 자리의 왕좌를 차지해야만 끝나는 미션. 
""난 마왕 같은 거 될 생각 없었다고...""",https://novel.munpia.com/74931
마법의 제왕,"현대판타지,  퓨전","
산천(山川)

",완결,//cdn1.munpia.com/files/attach/2020/0821/001/WPPawIrcEWDmPjjL.jpg,전체이용가,183 회,2016.06.20 09:50,정보 없음,"마케도니아 대륙의 대마법사 아칸!
마법실험 실패로 대한민국에 떨어지다!
그리고 10년 후...
'이면세계에 오신 것을 환영합니다.'
세상이 변하기 시작했다.",https://novel.munpia.com/60016
폭풍의 그라운드,"스포츠,  현대판타지","
가이하

",완결,//cdn1.munpia.com/files/attach/2016/0719/003/CqGOnhav8NpX3dlx.jpg,전체이용가,183 회,2016.09.05 09:00,정보 없음,"허망한 인생. 
축구에 대한 열의는 가득했지만, 23년을 정상인처럼 달릴 수도 걸을 수도 없었다. 
그러던 어느날 기적처럼 찾아온 기회. 
""난 어디까지 올라갈 수 있을까?""",https://novel.munpia.com/65671
프로젝트 : 오벨리스크,"현대판타지,  퓨전","
AKARU

",완결,//cdn1.munpia.com/files/attach/2015/0803/000/vmR1qqQv3jO3kHuJ.jpg,전체이용가,490 회,2015.07.17 09:30,정보 없음,"인류에게 갑자기 일어난 재앙. 세계 각지에 [오벨리스크]라는 이형의 기둥이 세워지고, 그곳에서 차원의 문이 열린다. 그리고, 인류는 몬스터의 습격을 받게 되어 엄청난 피해를 입히고 이는 [대재앙]이라는 이름으로 역사에 남게 된다. 그런 가운데...[오벨리스크]의 목소리에 변화된 세계의 규칙에 선택된 [적합자]들이 나타나 몬스터와 싸우고, 던전을 닫기 위한 싸움.
그리고, 탱,딜,힐,버프. 역할로 나뉘어 서로 차별받고 싸우는 [적합자]들!
이 이야기는 [적합자]들 중 가장 최약층 최하층에 속해있던 어떤 한 [탱커]의 이야기다.",https://novel.munpia.com/36171
던전 세상의 결계술사,"현대판타지,  퓨전","
호달이

",완결,//cdn1.munpia.com/files/attach/2016/0926/004/mP8djxZ79iw1OIrG.jpg,전체이용가,100 회,2016.10.24 09:00,정보 없음,"[ 동선 간파(S) ] 결계의 영역 안에 있는 모든 대상의 동선을 시각화하여 볼 수 있다. 
[ 마나 착취(S) ] 결계의 영역 안에 있는 대상으로부터 마나를 착취할 수 있다. 

처음 얻은 스킬은 이 두 개뿐!
하지만 그것만으로도 최강자가 되기엔 충분했다.",https://novel.munpia.com/68929
초감각 지배자,현대판타지,"
어진바람

",완결,//cdn1.munpia.com/files/attach/2016/0211/002/iywcdif9L0GEoGQs.jpg,전체이용가,254 회,2016.03.14 17:00,정보 없음,"브라보마이라이프의 차기작

삶을 포기하려던 주인공이 만난 여자에게 특별한 능력을 얻게되고 그는 세상을 지배할 능력과 
기술을 얻게된다. 그가 펼쳐나가는 새로운 세상 이야기...

[초능력][기업성장] [기술개발 및 기업물] [전쟁물]",https://novel.munpia.com/50577
벽라(碧羅),무협,"
휘랑군

",완결,//cdn1.munpia.com/files/attach/2016/0923/003/grbNNg9ftS7OAXSY.jpg,전체이용가,131 회,2016.10.10 14:00,정보 없음,몰락한 백리세가를 다시 일으키려는 동생 백리연과 몰락한 세가로 인해 어머니가 죽자 세가를 원망하며 떠나간 형 백리운의 이야기,https://novel.munpia.com/65517
무공으로 캐리한다,"퓨전,  판타지","
영완(映完)

",완결,//cdn1.munpia.com/files/attach/2020/0429/004/UK3IgG4hZR0NS9zs.jpg,전체이용가,138 회,2016.07.06 01:30,정보 없음,"“잊지 말아라. 첫 번째 규칙, 오로지 스스로 죽음을 선택한 자만이 이 전쟁에 참여할 수 있다.”

벌어진 차원의 틈으로 마족을 필두로 한 괴물의 등장.
이를 막고자 하는 현상계의 연합병력과의 전쟁에 뛰어들게 되고,
이상혁은 지구의 기술인 무공으로 적을 상대해 나가는데...",https://novel.munpia.com/61073
베스트셀러,현대판타지,"
용린龍鱗

",완결,//cdn1.munpia.com/files/attach/2019/0603/001/1hxhsg0t78YubkP8.jpg,전체이용가,178 회,2016.02.29 18:18,정보 없음,"인생을 다시 살게 된다면?

강철호가 사는 두 번째 삶...
장르 소설 작가에서 전세계적으로 사랑받는 베스트 셀러 작가가 되기까지의 이야기!",https://novel.munpia.com/48766
그레이트 써전 (Great Surg...,일반소설,"
수수림

",완결,//cdn1.munpia.com/files/attach/2015/0508/000/w3o1tJvmISXsv6IC.jpg,전체이용가,578 회,2015.04.16 09:33,정보 없음,"의사에 관한 글입니다.
최대한 리얼리티를 살릴 생각입니다.
함께 김지훈을 따라 가보시겠습니까?

감사합니다.",https://novel.munpia.com/30923
EPL의 전설,"현대판타지,  스포츠",강천수,완결,//cdn1.munpia.com/files/attach/2019/1024/003/JA9fXpq7XyfxbHg9.jpg,전체이용가,174 회,2014.11.30 17:52,정보 없음,"미처 알지 못할 재능이 있다면?
알지 못할 꿈이 몇 번이고 이어진 후 인연의 수레바퀴에 낑겨 나타난 재능. 
실패한 육상선수가 축구로 재탄생한다.
언젠가 인지는 몰라도 내 꿈과 그 누군가의 꿈을 위해 오늘도 뛴다.
지친 다리 그리고 터질듯한 심장의 고동은 잊자.
종착역이 어딘지 몰라도 갈 때까지 가보자.",https://novel.munpia.com/27252
갬블 마스터(賭神),"현대판타지,  퓨전","
일필(一筆)

",완결,//cdn1.munpia.com/files/attach/2016/0830/003/UjjftHxS4CzsZSgn.jpg,전체이용가,116 회,2016.09.07 09:30,정보 없음,"전 승부를 아주 좋아합니다.
그래서 그 짜릿한 매력을 쉽게 잊지 못합니다.
때문에 오래 전부터 '노름'을 주제로 한 글을 써 보고 싶었습니다.
하지만 민감한 주제라서 정말 조심스럽습니다.
물론 끈적끈적하고 소름 돋는 그런 글이 되도록 힘껏 정진하겠습니다.

천부적인 두뇌를 지닌 주인공은 친구 때문에 우연찮게 노름판에 끼게 되는데...",https://novel.munpia.com/64016
신무신,무협,절대애처가,완결,//cdn1.munpia.com/files/attach/2019/0516/003/BdAvvR398fQXTzP6.jpg,전체이용가,210 회,2016.03.29 13:41,정보 없음,무신이라 불린 사내의 마지막 제자. 그의 무림 출두 이야기.,https://novel.munpia.com/54162
빌딩숲의 학살자,"현대판타지,  퓨전","
Abyss사서

",완결,//cdn1.munpia.com/files/attach/2018/1217/002/YIV83RexvgrOR6sM.jpg,전체이용가,132 회,2016.09.22 17:00,정보 없음,"실험체라고?

웃기지 마라!
나는 너희들의 장난감이 아니다!",https://novel.munpia.com/65239
전장의 화신,"퓨전,  판타지","
온후

",완결,//cdn1.munpia.com/files/attach/2016/0326/002/DUhQrEWrjRtwFt8B.jpg,전체이용가,270 회,2016.02.01 12:00,정보 없음,"72마신과의 전쟁에서 패배한 인류.
과거로 돌아온 무영은 모든 실수를 바로잡고자 발걸음을 재촉한다.
-----
전작 - 던전사냥꾼(10권/완)",https://novel.munpia.com/48462
프로 농사꾼의 귀환,"현대판타지,  퓨전","
수색영장

",완결,//cdn1.munpia.com/files/attach/2016/0913/000/Z1LHHTq41IadIamf.jpg,전체이용가,161 회,2016.09.02 14:00,정보 없음,"갑자기 사라졌던 흑염소 농장 주인 이상혁.
30년 후, 갑자기 다시 돌아왔다!
그런데 뭔가 이상하다?

변이된 동식물.
거리를 차지한 몬스터.

""그래봤자 가축이지. 뭐.""

본격 리얼리티(?) 농사 판타지.
시작합니다.

연재 주기가 일정하지 않을 수 있습니다.
기본적으로 20:05분에 연재할 예정입니다만, 변경될 수 있습니다.",https://novel.munpia.com/64018
몽유강호기(夢遊江湖記)-개...,무협,"
송진용

",완결,//cdn1.munpia.com/tpl/novel/core/covers/heroism-10.jpg,전체이용가,192 회,2016.10.17 10:00,정보 없음,"이 글의 주인공은 좀 특이한 인물입니다.
이런 류의 엉뚱하고 천방지축인 인물이 처음은 아니겠습니다만, 읽어가는 동안 ‘아, 그래도 얘는 좀 다르구나.’ 하고 느끼실 것입니다.
무협소설 속의 주인공이 처음부터 끝까지 살인이라고는 한 번도 저지르지 않으니 이만하면 특이한 주인공 아니겠습니까?
그러면서도 얼마든지 유쾌하고 통쾌한 활극을 맛깔스럽게 보여드릴 수 있다는 것을 장담합니다.
자, 이제 함께 주인공의 엉뚱한 강호 기행에 동참해 볼까요?",https://novel.munpia.com/69706
황소반장,"현대판타지,  퓨전","
야우사

",완결,//cdn1.munpia.com/files/attach/2013/1205/003/Ba0y9BO7HgEHUAEQ.jpg,전체이용가,288 회,2013.12.10 10:00,정보 없음,"주 3회 (화,목,토)연재예정이나 당분간 매일연재하겠음. 30회까지가 기존 연재분입니다. 기존 연재를 읽으신 분들은 31회부터 읽으시기 바랍니다^^
내 별명은 황소다. 우직한 황소가 아닌 소 뒷걸음에 쥐잡는다에서 따온 황소다. 내가 바라는 삶은 단 하나. 비명횡사하지 않고 남들처럼 평범하게 죽고 싶은 거다. 그러자면 열심히 살아야겠지?",https://novel.munpia.com/15519
필드의 사령탑,"스포츠,  현대판타지","
0김호영0

",완결,//cdn1.munpia.com/files/attach/2020/0529/002/qwyOOFkkGHzJaEDJ.jpg,전체이용가,277 회,2016.04.04 11:36,정보 없음,"""아무리 뛰어난 선수라도 그 재능을 키워주고 살려줄 수 있는 감독이 없다면 소용없다. 이제부터 내가 너희들과 함께 한다.""

우리는 이런 감독을 원했다!

한국 축구의 희망!

아시아부터 유럽까지, 감독 김태성의 환상적인 축구 정복기!

[회귀] [축구감독물] [트로피수집가] [사이다]",https://novel.munpia.com/49618
이계의 과학자,"판타지,  퓨전",박훈,완결,//cdn1.munpia.com/files/attach/2016/0602/004/7ip8DfHg6wIt44rs.jpg,전체이용가,293 회,2016.06.03 11:31,정보 없음,"체술과 마법, 과학이 공존하는 판타지!
박훈 판타지 소설 에피루스 독점신작 「이계의 과학자」!

때는 23세기, 불의의 사고로 부모를 모두 잃은 소년 세현.
과학도가 된 세현은 뜻밖의 사고로 이계에 떨어지고 만다.
새로운 세계는 세현이 살던 세계와는 전혀 다른 세상이다.
과학문명이 없는 체술과 마법과 이종족과 드래곤의 세계.
소년 과학도의 이계에서의 새로운 삶이 시작된다.",https://novel.munpia.com/62150
