title,genre,author,complete,img_src,age,total,pub_date,publisher,intro,href
암흑상제(暗黑商帝),"무협,  판타지","
야생화

",미완결,//cdn1.munpia.com/files/attach/2020/0818/001/a0XhtGebhziQCaRI.jpg,전체이용가,62 회,2020.08.03 11:00,정보 없음,"평범한 사람이 상계를 지배하는 황제가 되는 이야기입니다.
암흑 상제로 한 것은 존재를 드러내는 것이 아니라 은밀하게 조정하는 인물로 그려보고 싶었다.
어떻게 돈을 버는 것보다는 어떻게 돈을 사용하는 것에 중점을 둘 생각입니다.
무협이기에 무와 협이 들어가며 그것이 주입니다.",https://novel.munpia.com/207004
게임천재는 다재다능,"현대판타지,  스포츠","
삼락검

",미완결,//cdn1.munpia.com/files/attach/2020/0703/003/rf3Tz6sFDyW8LxWy.jpg,전체이용가,149 회,2020.06.15 11:00,정보 없음,"어느날 게임속 능력을 현실에서 쓸수 있게 되었다.
축구, 야구, 농구등 스포츠 게임 뿐만 아니라 미연시에 FPS 게임까지.
""도대체 이 세상에 없는 장르의 게임이 뭐야? 이러니 세상이 너무 쉽잖아?""",https://novel.munpia.com/202289
대항해시대에서 살아남기,"대체역사,  퓨전","
커피수염

",미완결,//cdn1.munpia.com/files/attach/2020/0729/004/RmCjN9hUTvaFgIjF.jpg,전체이용가,75 회,2020.08.05 10:00,정보 없음,"대항해시대 영국의 역사라면 하루 단위로 읊으라고 해도 읊을 수 있는 찐 역덕 고대일.
그토록 사랑하는 대항해시대의 데일 드레이크로 빙의했는데.... 선원이 아니라 대장장이?!

하지만 대항해시대의 단물만 쪽쪽 빨아먹기에는 오히려 좋은 기회다.
미래를 아는 사람은 큰그림을 그릴 수 있으니까!

성실연재 꿀잼 보장
(월-금 10:05 / 가끔 하루에 두번 올리거나 주말에도 업로드합니다)",https://novel.munpia.com/213468
검신의 검은 우주를 가르고,"퓨전,  SF","
레니우스K

",미완결,//cdn1.munpia.com/files/attach/2020/0116/004/jP7yEGsSl5XSXhsV.jpg,전체이용가,388 회,2019.06.03 17:00,정보 없음,"점창제일검이자 무림맹의 공동전인으로 수많은 무공을 섭렵한 천룡검신 천화운.
그는 중원을 침공해온 천마신교에 맞섰지만, 잠력을 폭발시킨 천마의 공세에 결국 동귀어진으로 맞받아쳐 죽음을 맞이하고 만다.

그런데 다시 눈을 떠보니, 놀랍게도 아기의 몸으로 환생해 있었다.

무공이 존재하지 않는 21세기 지구에서 그럭저럭 적응해 살아가던 어느날, 그는 정체불명의 힘에 의해 외계의 행성으로 소환되고 마는데....

성계와 은하를 넘나들며 우주의 침략자, 인베이더에 맞서 싸우는 무인의 이야기.",https://novel.munpia.com/147570
불량국가,"현대판타지,  퓨전","
야우사

",미완결,//cdn1.munpia.com/tpl/novel/core/covers/newfantasy.jpg,전체이용가,158 회,2018.08.20 18:00,정보 없음,한반도 이북에 왕국이 탄생했다. 그런데 제 버릇 개 못 준다고.........불량국가라는 오명을 씻기 위한 국격세우기가 시작된다.,https://novel.munpia.com/116692
불꽃의 기사,"판타지,  퓨전","
도동파

",미완결,//cdn1.munpia.com/files/attach/2020/0521/004/5fqQoaqsLAotVE0F.jpg,전체이용가,229 회,2020.03.12 10:00,정보 없음,기사가 되고 싶은 마법 소년의 성장기,https://novel.munpia.com/188861
복학생은 도축마스터,"현대판타지,  판타지","
대박터짐

",미완결,//cdn1.munpia.com/files/attach/2020/0506/003/M8bma5yRatHGrHaY.jpg,전체이용가,189 회,2020.04.27 10:00,정보 없음,"내가 도축한 고기를 먹으면 스탯이 오른다!?
 이걸로 세계최강 헌터를 노려본다!
 그리고.. 연애도...",https://novel.munpia.com/198680
생존게임 : 원 오브 사우전드,현대판타지,어둠의 조이,미완결,//cdn1.munpia.com/files/attach/2020/0507/001/eT054RHxWqvTpCgy.jpg,전체이용가,214 회,2020.05.18 10:00,정보 없음,"[싸워라, 그리고 쟁취하라. 승리한 자, 단 한 명만이 다시 본래의 세계로 돌아갈 자격을 얻을 수 있으리라.]

운명을 바꾸는 자, 나레스에 의해 1,000명이 이계에 납치된다.
그들이 되돌아올 방법은 단 하나!
최후의 1인이 되는 것.

덕망으로 난세를 헤쳐 나가는 기석과
그를 돕는 천재지략가 세란의 혈투.

이 지옥 같은 데스 게임의 음모를 부숴 버리고 귀환하라!",https://novel.munpia.com/205595
환마재림,"무협,  판타지","
류성민

",미완결,//cdn1.munpia.com/files/attach/2020/0708/003/skMdvw6GNLGEiDTb.jpg,전체이용가,114 회,2020.07.15 10:00,정보 없음,"300년전…,

난 남궁세가를 멸문시켰다.",https://novel.munpia.com/206449
치트키를 주운 탱커,"퓨전,  판타지","
예린채린

",미완결,//cdn1.munpia.com/files/attach/2020/0720/003/CEz8LMsmB0LiGulw.png,전체이용가,127 회,2020.07.01 10:00,정보 없음,"#헌터 #몬스터 #탱커 #각성자 #레이드 
쪼렙 헌터가 RPG게임 등에 사용되는 치트키를 주워, 세계 최고의 헌터로 거듭난다!

약 30여년 전 세상이 변해 MMOGPG 게임처럼 각성자와 몬스터가 나타난다.
주인공 현빈은 중앙헌터대학교 학생이나, 각성스킬이 구려 천덕꾸러기.
하지만 이런 주인공에게 기연이 생겼으니...
치트키로 승승장구하며 세계 최고의 헌터로 거듭나지만,
지금까지가 페이즈1 이었다고?
거기에 치트키에도 비밀이 있었으니...

-----
예린채린작가의 네번째 소설~!
[미래컴퓨터를줍다:초갑질기업물 198회 완결]
[차원이동기계를줍다:마법사 130회 완결]
[나노머신으로 투수나 하자 180회 완결]
-----

1일 1회 연재가 되며, 모든 편수는 5800~6500자 사이입니다.
감사합니다.",https://novel.munpia.com/208831
무적신검,무협,"
겨루

",미완결,//cdn1.munpia.com/tpl/novel/core/covers/heroism-18.jpg,전체이용가,81 회,2020.08.12 10:00,정보 없음,내가 가진 것은 검이다.,https://novel.munpia.com/213883
내 딸이 검술 천재,"판타지,  퓨전","
검까

",미완결,//cdn1.munpia.com/files/attach/2020/0529/004/McmrYEgxiCMpQIwJ.jpg,전체이용가,236 회,2020.04.01 17:00,정보 없음,"은퇴한 날 인간과 조금 다른 여자아이를 주웠다.
가혹한 세상에서 홀로 살아남을 수 있도록 조금 가르치기로 했는데...
그런데... 검술의 천재였다.",https://novel.munpia.com/192546
삼국지 여포전,"대체역사,  무협",박민우,미완결,//cdn1.munpia.com/files/attach/2018/0425/001/f3sNdMVWiP23jSqN.jpg,전체이용가,"1,433 회",2015.06.19 17:48,정보 없음,"천하를 웅패하고자 영웅들이 난무하던 시대.
최고의 무장 여포는 한순간의 실수로 역사의 뒤안길로 사라졌다.
삶의 마지막 순간,

“내게 단 한 번만 기회를 준다면 천하를 웅패하리라!”

그리고 눈을 떴을 때, 그는 혈기왕성하던 이십 대로 돌아와 있었다.
시간을 거슬러 돌아온 여포,
그의 파란만장한 천하웅패기가 이제 펼쳐진다!",https://novel.munpia.com/33554
"재벌집 서자, 그레이트 어게인","현대판타지,  판타지","
굿라이버

",미완결,//cdn1.munpia.com/files/attach/2020/0102/001/VJQoT4BBPkkblF1q.jpg,전체이용가,222 회,2019.11.08 11:00,정보 없음,"[현대판타지] [재벌] [회귀] [황금전쟁][세계금융대전]
폭망한 재벌가 2세 다시 기회를 얻다.
세계 제 1 금융권력을 향한 그의 도전...",https://novel.munpia.com/170541
사상최강의 데릴사위,"판타지,  무협",침묵적고점,미완결,//cdn1.munpia.com/files/attach/2020/0409/000/kHYqHVYAJh4p48ZO.jpg,전체이용가,575 회,2019.10.08 09:30,정보 없음,,https://novel.munpia.com/170767
경여년,"판타지,  무협",묘니,미완결,//cdn1.munpia.com/files/attach/2020/0526/004/C8AG5yKV7529ggon.jpg,전체이용가,491 회,2019.10.01 09:00,정보 없음,,https://novel.munpia.com/170769
중생지마교교주,"판타지,  무협",봉칠월,미완결,//cdn1.munpia.com/files/attach/2019/0909/001/Y6kGIk7w9GnCH0C5.jpg,전체이용가,563 회,2019.10.01 09:00,정보 없음,,https://novel.munpia.com/170770
초왕비,"로맨스,  판타지",영아,미완결,//cdn1.munpia.com/files/attach/2019/0930/002/pcku4Ybf1Z7LfoU2.jpg,전체이용가,660 회,2019.10.23 09:00,정보 없음,,https://novel.munpia.com/173951
은혜로운 회사생활,"현대판타지,  판타지","
혜인태

",미완결,//cdn1.munpia.com/files/attach/2020/0417/001/Ctol90bhF2FJ4RvT.jpg,전체이용가,180 회,2020.04.17 00:00,정보 없음,오지에서 온 청년의 사회생활 적응기.,https://novel.munpia.com/192712
강자의 길,"무협,  판타지","
pacar

",미완결,//cdn1.munpia.com/files/attach/2020/0615/004/SXiM4WYQGSd4vcdk.png,전체이용가,189 회,2020.06.29 09:00,정보 없음,"강한 무인이 되어서 어머니를 지키며 그렇게 살고자 했지만, 어머니의 마지막 유언만 남았다. 그 유언의 끝을 잡고, 강함의 끝이 뭔지 가보기로 결심했다. 무사의 길인지, 군주의 길인지는 모르겠지만, 포기하지 않았다. 그렇게 걷다보니 천하제일이 되고 황제도 되었다.",https://novel.munpia.com/198223
막내가 재벌 접수,"판타지,  현대판타지","
타오르

",미완결,//cdn1.munpia.com/files/attach/2020/0811/003/YX5NU9FmVkacvSaF.jpg,전체이용가,85 회,2020.08.04 11:00,정보 없음,재벌집 막내아들도 먹고 살려면 사냥해야 합니다,https://novel.munpia.com/206745
수술실 온 에어,현대판타지,진웅초묵,미완결,//cdn1.munpia.com/files/attach/2020/0519/004/9Z6qYZrIVEPgaeUo.jpg,전체이용가,146 회,2020.06.22 09:00,정보 없음,,https://novel.munpia.com/210350
보좌관 김지훈,"현대판타지,  퓨전","
네시십분

",미완결,//cdn1.munpia.com/files/attach/2020/0708/003/6f6biS09UJEAN1It.jpg,전체이용가,153 회,2020.04.23 09:00,정보 없음,"인생이 화려해질때 즈음, 13년을 모셔 온 주인에게 배신당해 버려졌다.
13년 전으로 되돌아온 김지훈의 여의도 정치판 고군분투기.",https://novel.munpia.com/196162
재벌집 천재음악가가 되었다,"현대판타지,  드라마","
돌킴

",미완결,//cdn1.munpia.com/files/attach/2020/0709/000/7aP41Wz5ONXmyRiv.jpg,전체이용가,114 회,2020.07.01 09:00,정보 없음,"음악이 인생의 전부라 생각했던 시절이 있었다.

그러나, 다시 찾은 인생. 음악은 그저 내 인생의 일부였을 뿐.

깨달음을 얻는 순간, 음악이 나를 찾아왔다.

부와 예술과 명성이 나를 따라다닌다.

클래식, 천재, 재벌, 회귀.",https://novel.munpia.com/206397
궁내 체고의 씽카볼 투수가...,"스포츠,  판타지","
로웰크란

",미완결,//cdn1.munpia.com/files/attach/2020/0725/004/LccYan5LqFhiVYbW.png,전체이용가,124 회,2020.07.27 14:00,정보 없음,"어쩌다 보니 나한테 유령이 붙었다.
그런데 그 유령은 영구결번까지 된 잠수함 투수다.
문제는 내가 타자라는 거다.
그것도 야구를 엄청 못 하는.
어차피 팀에서 방출 당한 신세.
까짓 거 그러면 투수로 전향해야지.",https://novel.munpia.com/206414
무명래퍼 힙합영재로 회귀하다,"현대판타지,  대체역사","
바사라단


아카데미 작가

",미완결,//cdn1.munpia.com/files/attach/2020/0730/004/PS8G4TV7uilbhDSU.png,전체이용가,82 회,2020.07.28 09:00,정보 없음,"회귀해봤자, 어차피 할 줄 아는 건 랩밖에 없다.
1세대 탑골 힙합부터 2020년 FLEX까지 모조리 다 조져 보자!

#힙합 #회귀 #래퍼 #FLEX",https://novel.munpia.com/214176
내 아기곰이 너무 강함,"현대판타지,  판타지","
편몽

",미완결,//cdn1.munpia.com/files/attach/2020/0520/004/7JnmTWtshNvrgbSU.png,전체이용가,164 회,2020.05.20 17:00,정보 없음,"< 용은 지겹다. 이젠 곰의 시대야. >
지금까지 이런 곰은 없었다. 전지전능 귀염뽀짝 슈퍼 아기곰, 고미.

전직 대학원생 김수하, 던전에서 슈퍼 먼치킨 아기곰을 만나다.
""키우거라."" , ""네?"" ,""키우라고.""
사상최강의 힘을 가진 슈퍼 아기곰 고미와 함께 하는 즐거운 힐링 라이프.
나는 이제 놀면서(?) 강해진다.

[개그], [힐링], [육아], [일상물] + [던전], [성장]",https://novel.munpia.com/200311
왕자 김용사의 근육왕국,"판타지,  퓨전","
티타펠꼬망

",미완결,//cdn1.munpia.com/files/attach/2020/0415/004/jbL1chCl1qpt6GAI.jpg,전체이용가,185 회,2020.04.17 12:00,정보 없음,근육 용사가 망나니 7왕자로 회귀했다.,https://novel.munpia.com/194752
네크로맨서는 소드마스터,"판타지,  현대판타지","
OneQ

",미완결,//cdn1.munpia.com/files/attach/2020/0525/001/TN5r7vjgbix6Hz4C.jpg,전체이용가,147 회,2020.05.29 18:00,정보 없음,"천유성은 헌터로 각성하지만 최하급 헌터로 각성해 헌터로서의 일을 시작하지 못하고 공사판에 전전하며 힘든생활을 하고 있다. 
그러던 중 D등급 네크로맨서로 2차 전직을 하게된다.",https://novel.munpia.com/193425
헌터 내가 해봤는데 별거 ...,"현대판타지,  판타지","
현철(鉉哲)

",미완결,//cdn1.munpia.com/tpl/novel/core/covers/newfantasy.jpg,전체이용가,112 회,2020.08.07 10:00,정보 없음,,https://novel.munpia.com/212469
역대급 재벌 사위,"판타지,  현대판타지",태진,미완결,//cdn1.munpia.com/files/attach/2019/0726/002/lQff8QmPoYIgcWUK.jpg,전체이용가,393 회,2019.08.08 10:00,정보 없음,"S그룹 재벌 사위, 회귀하다!",https://novel.munpia.com/160741
타자가 공을 너무 잘 던짐,"스포츠,  현대판타지","
Zorba

",미완결,//cdn1.munpia.com/files/attach/2020/0123/002/wh59F1pG8au5NecN.jpg,전체이용가,314 회,2020.01.16 15:00,정보 없음,"KBO의 슈퍼스타이자 간판타자인 이정해.
메이저리그에서 실패한다.
'야구 인생은 여기서 끝인줄 알았는데...내가 이렇게 잘던진다고?'
이정해의 두번째 야구인생.
이번엔 투수다.
""커쇼? 벌렌더? 다 씹어먹어줄게.""

[No시스템] [No상태창] [No고구마]",https://novel.munpia.com/181271
천하무적(天下無敵) 운가장...,"무협,  판타지","
운천룡

",완결,//cdn1.munpia.com/files/attach/2020/0429/004/50Pu58UfuOYFZnmG.jpg,전체이용가,201 회,2020.04.29 17:00,정보 없음,"무림을 삼등분한 무림삼황이 한 사부에게 무공을 배웠다?
운천룡과 강호무림의 절대자들이 된 세 제자의 이야기.

사부님! 이제 저희가 모십니다! 바로 이곳 운가장(雲家莊)에서...",https://novel.munpia.com/196801
1챕터의 고인물,"퓨전,  판타지","
산호초

",미완결,//cdn1.munpia.com/files/attach/2020/0617/001/PoI3ReDApyN3Mi9D.jpg,전체이용가,168 회,2020.05.11 10:00,정보 없음,"나는 등반을 포기했다.
대신.
1층에서 썩어가는 고인물이 되었다.",https://novel.munpia.com/200332
"흙수저, 회귀로 국회의원 되다","현대판타지,  판타지","
사월사일.

",미완결,//cdn1.munpia.com/files/attach/2020/0804/000/fwuz9sbcXFWvJg8x.jpg,전체이용가,115 회,2020.07.27 15:00,정보 없음,"""우리, 진짜 정치 한번 해봅시다.""

복마전 같은 여의도, 
나는 다시 그곳에 발을 내디뎠다.",https://novel.munpia.com/206391
삼국지 공손찬 아들이 되었다,"대체역사,  판타지","
마음의음식

",미완결,//cdn1.munpia.com/files/attach/2020/0731/003/mGWbNiz5APLhu7kX.jpg,전체이용가,97 회,2020.07.17 10:00,정보 없음,"공손찬의 아들이 되었다. 
삼국지 세계로 들어섰다.",https://novel.munpia.com/209768
이계로 가다 정신만?,"퓨전,  판타지","
zaksalki..

",미완결,//cdn1.munpia.com/files/attach/2020/0128/003/FelZf4KALkHCOoAw.jpg,전체이용가,233 회,2020.01.17 11:00,정보 없음,"가슴에서 느껴지는 묘한 고통에 눈을 떴다.
퀴퀴하고 축축한 냄새 오랜 창고에라도 들어온 듯한 냄새가 코를 찔렀다.
아주 단순한 물음이 떠올랐다.
여긴 어디지?
다시금 미칠듯한 고통이 왼쪽 가슴에서 느껴지며 낯선 기억이 쏟아져 들어왔다.
크릭스? 볼테르? 배신? 죽음? 분노? 허무함? 지독한 고통과 버무려진 기억들이 마구 쏟아져 들어와 머리를 헝클었다.
평소처럼 야영하던 기억도 떠올랐다. 친구들의 얼굴도 떠올랐다.
그러다가 낯선 기억이 그 위에 버무려지듯 떠올랐다.
나는 대체 누구지?
“살아가는 수밖에….”",https://novel.munpia.com/162580
명군이 되어보세!,"대체역사,  전쟁·밀리터리","
슈타인호프

",미완결,//cdn1.munpia.com/files/attach/2020/0622/002/SB9ICPt4Ofu8eWtI.jpg,전체이용가,963 회,2017.08.16 17:00,정보 없음,"""할아버지, 도대체 무슨 물건을 물려주신 거예요?!""

가문에서 대대로 전해 내려오던 보물. 이게 뭐라고?

“진짜일 리가 없지. 이게 진짜라면 4백 년 동안 아무도 성공 못 했을 리가 없어. 다 거짓말, 전해 내려오는 이야기일 뿐이야. 그리고 13대조 할아버지는 뭐 그리 간이 작담. 적어도 왕 자리에 오르고 싶다는 소원 정도는 빌어야지.”

세상에, 내가 이걸 진지하게 믿었으면 이런 소원 빌지도 않았을 거라고요!

* 연재는 매일 0740에 올라갑니다.",https://novel.munpia.com/91668
역대급 트롤러의 게임 먹방,"퓨전,  게임","
작가G

",미완결,//cdn1.munpia.com/files/attach/2020/0205/002/wWDObHTSniBbRgfJ.png,전체이용가,205 회,2020.02.12 10:00,정보 없음,"""...여기서 지금 뭐하십니까?""
""고기 굽는데요.""

그것은 탄환이 빗발치고 폭음이 난무하는 전장에서 오간 짧은 대화였다.",https://novel.munpia.com/181958
체고의 수영천재,"스포츠,  현대판타지","
술디


아카데미 작가

",미완결,//cdn1.munpia.com/files/attach/2020/0804/003/dD8MEMYTyH8j2fU3.jpg,전체이용가,85 회,2020.08.03 09:00,정보 없음,[물의 신 하백(河伯)이 당신을 후원하기 시작합니다.],https://novel.munpia.com/214563
북경의 신룡,무협,"
운찬

",미완결,//cdn1.munpia.com/files/attach/2020/0212/000/knarw1mmXekX7TAQ.jpg,전체이용가,283 회,2020.02.03 17:00,정보 없음,"황도특처법.
무공을 익힌 자는 황도 북경에 들어설 수 없는 세상.
북경 최강으로 군림하던 왈패 단소룡에게 200년 전 사라진 절대자의 무공이 이어진다.
천부적인 전투 감각에 용맹무쌍한 성격.
의리와 책임감에 목숨까지 거는 북경의 신룡이 무림에 나선다.",https://novel.munpia.com/183436
만렙용병 재벌 성공기,"판타지,  현대판타지","
양피드

",미완결,//cdn1.munpia.com/files/attach/2020/0730/001/l18lGzD81O42mM8G.jpg,전체이용가,81 회,2020.08.14 11:00,정보 없음,"“만약에 새로운 인생이 주어진다면 넌 어떤 삶을 살고 싶어?”
용병 동료가 물었다.
“평범한 회사원이 되고 싶어. 일은 최대한 안 하고, 월급만 꼬박꼬박 받아먹으면서 정년퇴직까지 버티는 거지.”
동료가 흐드러지게 웃었다.
그땐 몰랐다. 그것이 현실이 될 줄은..",https://novel.munpia.com/214358
시스템 강호지존,"무협,  판타지",봉월,미완결,//cdn1.munpia.com/files/attach/2019/1012/000/Ags2DDM6f1tN6nbC.jpg,전체이용가,959 회,2018.04.02 17:00,정보 없음,"젊은 나이에 나름 성공한 삶을 살고 있는 소이신, 그는 오래간만에 오른 여행길에서 어이없게도 강도를 만난다. 절체절명의 순간이 다가오자 ‘용감한 시민정신’을 발휘한 그는 칼에 맞아 쓰러지게 되는데…
그런데 의식이 없어져 가는 그의 머릿속으로 들어오는 의문의 기억들.
그리고 눈을 떴을 때, 자신이 현대의 소이신이 아닌 주나라의 소이신이 되었다는 것을 인지하게 되는 순간, 머릿속에 프로그램 ‘최강의 악인’이 가동한다.
“선(善)은 명이 짧고 악(惡)은 천 년을 누리니 이제 나도 최고의 악인이 되어 남이 아닌 나를 위해 살겠다.”",https://novel.munpia.com/112191
아르카나 마법도서관,"판타지,  퓨전",커틀피쉬,미완결,//cdn1.munpia.com/files/attach/2018/1207/001/KNlzRKWwDEDER4JY.jpg,전체이용가,817 회,2018.12.10 14:18,정보 없음,"대학원생 이하림은 눈을 뜨자마자 월릿 공국이라는 낯선 나라에 와있다는 것을 알고 당황한다. 그는 문명이 발달하지 않은 이세계에서 졸지에 루시안이라는 빈민 고아의 몸에 빙의되어 살아갈 처지에 놓인다. 믿을 거라고는, 보는 책을 전부 머릿속에 저장할 수 있는 기묘한 능력을 얻었다는 것뿐!

마녀사냥과 마법사 사냥이 빈번한 신분제 사회 월릿 공국.
그 속에서 문맹으로 살아가야 하는 기구한 운명에 놓인 하림.

‘좋아. 이 세상에 있다는 마법을 배워 지구로 돌아가겠어!’

하지만, 마법을 배우려면 돈을 벌어야 한다. 하림은 머릿속에 있는 지구의 클래식 음악들을 표절해 음악가로 명성을 쌓게 되는데….",https://novel.munpia.com/136198
성진변,"무협,  퓨전",주홍지,미완결,//cdn1.munpia.com/files/attach/2019/0213/004/JrYlaaD6fB6kIVWf.jpg,전체이용가,707 회,2019.02.15 16:00,정보 없음,"[게임 '뇌천기' 원작소설]

진동왕 진덕의 셋째 왕자로 태어난 진우, 그는 선천적으로 내공을 수련할 수 없는 몸이었기 에 ‘운무산장’에서만 처박혀 지내는 신세가 된다.

진덕이 이끌고 있는 ‘진씨 가문’은 잠룡 대륙의 초나라에서도 손에 꼽히는 세도가였다. 세력 다툼이 끊임없이 일어나는 초나라에서 진덕은 어마 무시한 계획을 세우고 있었는데… 내공 고수가 될 수 없는 진우는 자연스럽게 이 계획에서 제외되고 만다.

그리하여 진우는 내공 대신 외공을 연마하여 고수의 경지에 이르고자 한다. 그 과정에서 진우는 '성진변(星辰變)'이라는 극강의 무협 기술까지 발견하게 되는데… 과연 그가 이루게 될 무협의 경지는 어떤 모습일 것인가?",https://novel.munpia.com/144286
조자룡 하북제패,"대체역사,  판타지",천진암,미완결,//cdn1.munpia.com/files/attach/2020/0330/003/95hLGFEPFUJSex7z.jpg,전체이용가,274 회,2020.04.03 15:00,정보 없음,"고전 삼국지의 인문학판타지, 소설 ‘조자룡 하북제패’입니다.

고전이 가지는 인문학적 상상력의 가치에 주목한 집필방향을 가지고자할 뿐입니다.

그러므로 삼국지 게임과 삼국지 시대로 회귀한 현대인 등을 작품의 소재로 하고 있는 삼국지관련 소설과는 거리가 멀다는 것을 미리 밝혀둡니다.

인간, 정치, 그리고 세상에 대한 이야기.

다시 태어난 조운(趙雲)과 함께 떠나는 삼국지 여행.
정사(正史)와 연의(演義)가 주는 즐거움의 기억.
칠실삼허(七實三虛). 회귀(回歸) 판타지와 고전(古典)의 만남.

1부 조운, 젊은 날의 회상과 서기226년~229년의 최후
- 1부 회상(回想) : 1회 ~ 45회
(젊은 날의 회상)
- 1부 북벌(北伐) : 46회 ~ 70회
(서기226년~229년의 최후)

2부 조운, 사후세계를 통한 주체적 삶의 각성
- 2부 각성(覺醒) : 71회 ~ 81회
(판타지 & 세계관)

3부 조운, 다시 주어진 삶, 주체적 삶을 위한 전진
- 3부 회귀(回歸) : 82회 ~ 85회
- 3부 귀향(歸鄕) : 86회 ~ 170회
(고구려·요동 & 세계관)

4부 조운, 난세를 맞이하는 하북의 인연
- 4부 인연(因緣) : 171회 ~ 250회

5부 조운, 난세를 맞이하는 하북의 변화
- 5부 변화(變化) : 251회 ~",https://novel.munpia.com/200395
극단적으로 축구하는 놈,"스포츠,  현대판타지",갈릭소스,미완결,//cdn1.munpia.com/files/attach/2020/0518/001/STnZtiuKDmn9GdZB.jpg,전체이용가,172 회,2020.05.22 10:00,정보 없음,"77만 번의 절박한 외침.

마침내,
축구를 하고싶다는 간절한 바람이 이루어졌다.

축구의 신 '추크자르알'의 선택을 받아 시작한 제2의 축구 인생!

이전의 비루한 삶을 벗어던지고,
세계 최고의 축구 스타가 되어,
뭐든 최고를 추구하는
FLEX 넘치는 삶을 살아야겠다!",https://novel.munpia.com/210009
협잠행기 2부 (조운의 귀환),무협,"
조운천

",미완결,//cdn1.munpia.com/files/attach/2020/0115/000/UFLOLUQrfrs47CEo.jpg,전체이용가,152 회,2020.01.13 09:00,정보 없음,"1. 협잠행기 2부는 조운시리즈 3부에 해당합니다.
 - 조운시리즈 1부는 협잠행기, 2부는 두개의 달

2. 조운이 이계로 넘어간지 5년이 지난 시점에 중원으로 돌아와 무림의 암류와 시대의 흐름(명의 몰락, 후금의 부상, 내전)과 맞서 싸우는 과정이 협잠행기 2부에 진행이 될 것입니다.

3. 그리고 용운장의 여인들과 관련된 문제에도 개입하여 해결하는 과정도 그려질 것입니다.

4. 조운이 이계에서 대마법사의 위치에 도달 하였지만 이계와 환경이 다른 중원에서는 마법을 전혀 사용할 수 없습니다. 그러나 자체 마나석의 힘으로 구동하는 마법무구는 사용할 수 있습니다(조운에게 마법주머니가 있습니다)

5. 그리고 중원의 기문둔갑진(천마 등에 의해 후대에 전해진 것으로 그려질 예정입니다)이 이계의 마법진을 기반으로 하고 있고, (중원환경에 적응하여)풍수지리와 혈에 영향을 절대적으로 받아서 진을 펼치는데 환경과 장소의 제약이 있지만, 조운이 기문둔갑진(=마법진)을 펼치는데는 가지고 있는 재료(마나석, 마수뼈가루)로 인해 그런 제약이 없는 것으로 그려집니다.
 * 이부분에 대한 이해는 두개의 달을 읽어보시기를...., 읽지않아도 협잠행기2부에 중간중간 설명이 들어갈 예정입니다.

6. 올 후반기에 일신상 사정으로 집필에 많은 시간을 투자할 수 없게 되었습니다. 그래서 일주일에 3편을 기본으로 하고 상황에 따라 금요일에 추가로 연참을 하도록 하겠습니다.

7. 협잠행기와 두개의 달에 애정을 주신 독자분께 깊은 감사를 드리며 계속 성원을 부탁드립니다.",https://novel.munpia.com/177434
최초업적으로 차원최강,"현대판타지,  퓨전","
초보글장인

",미완결,//cdn1.munpia.com/files/attach/2020/0610/000/gqGB61iScK5EUniF.jpg,전체이용가,169 회,2020.04.22 17:00,정보 없음,"-인간을 위하는 신께서 구원을 위해 준비한 방주로 입장하시겠습니까? 

 입장할 시 당신의 안전을 보장할 수 없으며, 일주일이 지난 뒤에야 현실로 돌아올 수 있습니다. 30분 안에 ‘입장하겠다’를 선택하지 않으시면, 거절로 판명되어 메시지는 사라집니다.

 입장/거부

 2020년 1월 1일 전 세계의 모든 사람들에게 0시 0분에 같은 메시지가 전달되었다.",https://novel.munpia.com/190447
서자의 반지,현대판타지,"
하카HAKA

",미완결,//cdn1.munpia.com/files/attach/2020/0410/002/j2tMzK7K5xsLJ6dA.jpg,전체이용가,317 회,2020.03.24 16:00,정보 없음,세상 모든 재능이 내 것이 된다.,https://novel.munpia.com/192847
이계에서 신선이 되다,"무협,  판타지",엽사무,미완결,//cdn1.munpia.com/tpl/novel/core/covers/heroism.jpg,전체이용가,700 회,2019.11.18 09:00,정보 없음,"무술 고수인 진범은 범인을 추적하다 어딘가로 끌려가는데, 그곳은 아홉개의 태양이 떠오르는 이계였다.
도력을 쌓아 신선이 되려는 후토성 사람들의 기기묘묘한 무공과 신기법보, 
신화와 전설속에 등장하는 신수, 득도하여 신선이 되는 진범의 장대한 성장소설이다.",https://novel.munpia.com/157411
일식이가 간다,"현대판타지,  퓨전",이후,미완결,//cdn1.munpia.com/files/attach/2019/1018/001/kG5h3F4EOQNE1gpv.jpg,전체이용가,924 회,2015.04.28 09:32,정보 없음,"근대 역사의 배후에서 한국을 조종한 거대한 손. 
사실 그것은, 음흉한 40대 아저씨의 기억을 지닌 소년이었다! 
천재의 재능을 타고났으나 찌질한 인생을 살고 있던 박일식, 1970대 격동의 시기에서, 그의 인생이 다시 시작된다.",https://novel.munpia.com/34303
