,title,author,genre,publisher,age,total,pub_date,complete,img_src,intro,joara
79,카를의 주인,강희자매,로맨스,미제공,미제공,94,19/12/11,미완결,http://cf.joara.com/literature_file/20191210_101351.jpg_thumb.png,"
정말이지 순식간이었다.
평온했던 삶이 깨지고 그녀의 인생이 불길에 휩싸인 것은…….
억울한 누명과 여왕의 탐욕으로 노예가 된 여자, 이벨린.
​
'이교도, 야만의 땅, 짐승 같은 남자…….'
​
그녀는 그저 야만의 땅에 서식하는 짐승에게 던져진 먹이에 불과했다.
​아스터 왕국을 위협하는 거친 짐승을 달래려는 간식거리일 뿐…….
​
""""내가 네 주인이다.""""
​
노예 출신이지만 랄프족 최고 전사로 키워진 카를.
어느 날 그의 앞에 영혼이 누더기인 여자가 던져졌다.
이렇게 약한 여자는 랄프족 남자를 받아들이지 못할 것이 빤하지 않던가.
하지만 그의 거칠고 투박한 집착은 그녀를 향한 가장 순수하고 강렬한 사랑이 되었다.

마녀의 딸에서 노예로, 다시 몸과 영혼을 고치는 치유사로 성장해 가는 이벨린.
유약한 외모이지만 강한 정신력을 지닌 여자와 거친 외모 아래 순수함이 공존하는 남자의
가슴 벅차고 눈부시게 아름다운 사랑 이야기가 시작됩니다.",http://www.joara.com/premium_new/book_intro.html?book_code=1412871
80,"허락해줘, 누나",라륀느,로맨스,미제공,미제공,75,19/12/11,미완결,http://cf.joara.com/literature_file/20191210_101640.jpg_thumb.png,"
남편이 과로사한 후 홀로 북경에 남아
주재원 전문 부동산을 운영하며 아이를 키워 온 정은.
아이 키우는 것과 배우 덕질하는 낙으로 살아가던 어느 날,
비행기에서 꿈에 그리던 스타, 이서준과 우연히 마주친다.

“아기가 참 예뻐요. 엄마가 미인이셔서 그런가.”

잘생긴 얼굴에 건강한 정신이 깃든다 했던가.
넘치는 팬 서비스에 서준에 대한 충성심이 더욱 단단해진 그녀.
그로부터 얼마 후 역대급 까다로운 의뢰인이 찾아온다.

“정은입니다.”
수화기 너머 잠깐의 침묵이 흘렀다.
-뜨거운 물이 안 나오는데.

단독 엘리베이터, 슈즈룸, 벽면 대형 스크린에, 생활 편의를 돕겠다는 특별 조항까지.
마침내 의뢰인의 정체를 확인하게 된 순간, 정은은 경악에 휩싸이는데……!

바다 건너 북경을 오가며 펼쳐지는 진한 사랑 이야기,
그 끝에 기다리고 있는 건……?",http://www.joara.com/premium_new/book_intro.html?book_code=1412872
81,애인 대행,다온향,로맨스,미제공,미제공,62,19/12/10,미완결,http://cf.joara.com/literature_file/20191210_094127.jpg_thumb.png,"
가난 탓에 6년째 대학 생활 중인 장(長)학생 란미는
어느 날, 일하던 심부름센터에서 고액 아르바이트를 제안받는다.
'애인 대행'이라는 어딘지 수상쩍은 내용이었지만
시간당 30만 원이라는 말에 약속 장소로 향한 그녀.
그리고 그곳에서 만난 유혁과 충동적인 하룻밤을 지내게 되는데…….

“술김에 한 실수……였어요.”

삶이 버거운 그녀는 그를 밀어내야 했다.

외모, 재력, 능력 모두 완벽한 유강 그룹의 후계자 유혁은
워커홀릭인 탓에 오랜 기간 싱글이었다.
게이라는 소문마저 돌자 친모를 안심시키기 위해
심부름센터에서 애인 대행을 해줄 일회성 대역을 소개받지만
상대역으로 나온 란미는 너무나도 유혁의 이상형이었는데…….

“그 실. 수. 한 번 더 해!
난 그 실수가 꽤 마음에 들거든.”

그러나 그는 그녀를 놓아줄 생각이 없었다.

가짜와 진짜의 경계에서
진심을 밀고 당기는 그들의 아찔한 줄다리기!",http://www.joara.com/premium_new/book_intro.html?book_code=1412867
82,"어두운 밤, 당신을 위하여",위일.,로맨스판타지,미제공,미제공,250,19/12/08,미완결,http://cf.joara.com/literature_file/20191208_173801.jpg_thumb.png,"
황태자의 청혼을 거절하고 한참 구설수에 올라 조용히 살고 싶은 나디아에게 또다시 폭풍 같은 남자가 다가온다. 성난 파도 같은 남자 앞에서 작은 돛단배처럼 흔들리는 그녀. ""울고불고 사랑한다 애원하면 좋았을 텐데. 그럼 황후 자리라도 줄지 누가 아나?"" 그녀를 통째로 삼켜버릴 듯한 무서운 남자 앞에서 나디아는 가문도 마음도 지킬 수 있을까? 본격 황실 권력 싸움 로맨스",http://www.joara.com/premium_new/book_intro.html?book_code=1412487
83,"그리고, 봄이 온다",이현성,로맨스,미제공,미제공,92,19/12/04,미완결,http://cf.joara.com/literature_file/20191203_152055.jpg_thumb.png,"
어디서나 인기 많을 것 같은 잘생긴 외모의
심리학과 선배 ‘강윤성’을 둘러싼 무성한 소문.

그와 가까워지지 말라는 주위의 만류에도
소희는 신입생 환영회 때 첫눈에 윤성에게 반하고 만다.

애인이 있는 남자를 좋아하게 되었다는 사실에
스스로 마음을 다잡으려고 하지만,
과거 어떤 사건을 계기로 윤성이 여자 친구에게 얽매여 있다는 사실을 알게 되는데…….

“선배님이 좋아요.”
“네 마음은 잘 알겠는데, 난 여자 친구가 있어…….”
“괜찮아요. 저는 그냥 이렇게 말할 수 있으면 돼요. 가끔 이렇게 볼 수 있으면 되고, 가끔 선배님의 목소리 들을 수 있으면, 그걸로 만족해요.”

눈가에 묻어 있는 쓸쓸함을, 그 상처를 보듬어 주고 싶은 마음에
소희는 윤성에게 사랑을 고백하지만,
되돌아온 것은 차디찬 대답뿐.

엇갈리는 두 사람의 마음, 과연 그들에겐 봄날이 찾아올까?",http://www.joara.com/premium_new/book_intro.html?book_code=1411355
84,"미션, 그를 잡아요",다온향,로맨스,미제공,미제공,83,19/11/29,미완결,http://cf.joara.com/literature_file/20191128_173425.jpg_thumb.png,"
세 번의 우연이 겹치면 운명이라던데.
그렇게 시작된 짝사랑이 벌써 2년째다. 

알콩달콩, 꽁냥꽁냥은 왜 남의 일이기만 한 건지.
서른이 낼모레인 혜교는 요즘 따라 외로움에 사무친다.
나이는 자꾸 먹어 가는데,
집, 회사의 무한 반복 속에 남들 연애나 부러워하는 신세라니…….

그래서 마음 굳게 먹었다!
애면글면 속 태우던 짝사랑을 이젠 그만 끝내기로.

세 번의 우연이 과연 인연이 맞을는지. 
우연 속 ‘그 남자’를 사로잡기 위한 혜교의 초특급 미션 수행이 시작된다!

***

<달콤 살벌한 그녀의 미션 지령!>

미션 하나. 자주 얼굴을 부딪쳐라.
한 번 볼 거 두 번 보고, 두 번 볼 거 세 번 만나라. 없던 정도 쌓일 터이니.

미션 둘. 그에게 여성미를 강조해라. 
헐렁한 옷에 감춰 둬서 그렇지, 가슴이면 가슴. 엉덩이면 엉덩이. 누구한테 빠지는 볼륨이 아니다. 180도 변한 내 모습을 보고, ‘그’가 놀라지나 않을까?

미션 셋. 때로는 친구처럼 때로는 누나처럼.
양파 같은 여자. 까면 깔수록 새로워 점점 더 알고 싶어지는 여자. 한없이 퍼주기만 하는 것도, 한없이 받기만 하는 것도 아닌. 친구처럼 다정했다가 누나처럼 챙겨주기도 했다가. 그렇게 그의 마음에 녹아들자.
",http://www.joara.com/premium_new/book_intro.html?book_code=1410275
85,다정한 전남편,윤아진,로맨스,미제공,미제공,70,19/11/29,미완결,http://cf.joara.com/literature_file/20191128_173925.jpg_thumb.png,"
“당신, 정말 나와 결혼한 걸 후회했던 거예요?”
“그래. 후회해, 우리의 결혼을.”

사랑이 전부였지만 믿었던 사랑에 배신당한 여자, 이다정.
하나뿐인 사랑을 지키기 위해 믿음을 저버린 남자, 권재현.

이혼 후 5년 만에 살인 사건의 검사와 참고인으로 세기의 재회를 한 순간,
그 자리에 더 이상 다정한 부부는 없었다.
상처받은 마음을 감추려는, 떨리는 눈동자의 두 사람만이 있을 뿐.

사랑하지만 끝까지 함께일 수 없었던 두 사람.
시간을 돌고 돌아 운명처럼 한 번 더 찾아온 선택의 그 순간,
그들은 과연 모든 걸 극복하고 다시 ‘다정한 부부’로 돌아갈 수 있을까.",http://www.joara.com/premium_new/book_intro.html?book_code=1410276
86,너로 물들어 가는 밤,몽월화,로맨스,미제공,미제공,48,19/11/29,미완결,http://cf.joara.com/literature_file/20191128_174436.jpg_thumb.png,"
청순한 얼굴과 달리 야릇한 상상을 하는 취미를 가진 세연.
그러던 어느 날, 대학 후배 범준에게
그녀의 은밀한 성적 판타지를 들키고 만다!
그런데 어째서인지 범준은 3개월간의 수상한 계약 연애를 제안하는데…….

“허락만 해요. 그럼 그게 무엇이건 어떤 체위건 간에 선배의 은밀한 망상들을 모두 만족시킬 때까지 몇 번이고 해 줄게요.”

의중을 알 수 없는 그의 유혹.
과연 세연은 남자 거부증을 극복하고 성적 판타지를 충족할 수 있을까?",http://www.joara.com/premium_new/book_intro.html?book_code=1410278
87,결혼을 반납하다,리브,로맨스,미제공,미제공,71,19/11/29,미완결,http://cf.joara.com/literature_file/20191129_093140.jpg_thumb.png,"
뜨거운 연애 후 고등학교를 졸업하자마자 결혼에 골인한 서윤.
하지만 그녀가 꿈꿨던 결혼생활은 상상과는 너무도 달랐다.
시댁의 족쇄와 차디차게 변해 버린 남편의 시선.
고작 2년 만에 신혼의 단꿈 대신 그녀가 마주하게 된 것들이었다.

그리고 비가 내리던 어느 날,
남편의 바람마저 목격하고 절망의 구렁텅이에 빠진 서윤에게
잊고 있었던 과거의 인연이 찾아오는데…….

“솔직히…… 다시 시작하고 싶었어.”
“앞으로 네 곁에 내가 함께할게. 열심히 노력하다가 지치면 언제든 도움을 청해.
내게도 목숨 값 갚을 기회는 줘야지.”

잘못된 선택을 바로잡을 수 있을, 그녀에게 주어진 마지막 기회.
이 결혼을, 반납합니다.
",http://www.joara.com/premium_new/book_intro.html?book_code=1410405
88,내 호랑이는 물지 않아요,이낙낙,로맨스,미제공,미제공,54,19/11/29,미완결,http://cf.joara.com/literature_file/20191129_093656.jpg_thumb.png,"
수의사인 친오빠와 평범한 삶을 살아가던 예나.
어느 날 그녀의 일상에 웬 호랑이 한 마리가 떡하니 끼어들고 말았다!

“몇 주만 데리고 있기로 했어. 아직 갈 곳을 못 정해서. 괜찮지?”

오지랖 넓은 오빠 덕에 수인족 설호의 임시 보호를 맡게 된 예나.
그런데 이 호랑이, 지나치게 섹시하다!

“이, 일단 옷 입고 나와. 밥 먹고 나가자. 아, 고기는 날것이 좋지?”
“전 익힌 게 좋습니다.”
“응?”

뜻밖의 말에 예나는 무심코 설호에게로 시선을 돌렸다가
다시 또 그의 맨몸을 보고 화들짝 놀라 얼굴을 붉혔다.
설호가 그런 예나에게로 천천히 다가왔다.

“왜 그러세요?”
“으응?”
“얼굴이 빨개지셨습니다.”

틈만 나면 예나의 목덜미를 노리는 설호와
잘생긴 호랑이의 육탄공세(?)에 어쩔 줄 모르는 예나.
두 남녀의 아찔한 공방전이 시작됩니다! ",http://www.joara.com/premium_new/book_intro.html?book_code=1410406
89,비즈니스 퍼포먼스,금천구타자기,BL,미제공,미제공,75,19/11/29,미완결,http://cf.joara.com/literature_file/20191115_130339.jpg_thumb.png,"

[연예계 / 막내공 / 리더수 / 막내온탑이공 / 알고보니THE집착공 / 너만보이공 / 말투설레공 / 이래서연하만나공 / 힘좋고오래가공 / 삽질 열심히했수 / 완전코꿰였수 / 인기많은데나만몰랐수 / 의도치않게홀리고있수 / 내새끼들에게만따듯했수]

Q. 키스는 되나요?
A. 그, 글쎄.
Q. 섹스는?
A. 너 남자랑 해본 적 있어?!
Q. 아뇨, 처음인데. 그래도 팬픽으로 많이 읽었어요. 방법은 알아요.

*

소위 망돌(망한 아이돌) 중 하나였던 ‘판토텐산’의 전직 리더 ‘정 린’.
아이돌 계약이 끝난 후 3년이나 흐른 뒤, 아이돌이 아닌 평범한 백수로 지내던 어느 날.
판토텐산의 막내였으며, 현재는 20대 라이징 배우로 이름을 알리는 ‘연서호’가 린을 찾아온다.

“이거 형이 쓴 거 알아요.”

린에게 소설책 한 권을 들이밀면서 특유의 우아한 얼굴로 제안하는 서호.

“이거 형이 쓴 거면, 영화화 판권도 줄 생각 있죠?”
“뭐……?”

린은 끝끝내 거절하지만, 서호의 고집을 꺾는 것은 여간 어려운 일이 아니었다.
그런 서호에게 린은 제안을 하게 되는데…

“앞으로 다섯 번…….”
“다섯 번?”
“나랑… 데이트를 해주면 좋겠는데.”

“네가 연기를 꽤 잘한다는 건 알긴 하는데, 내가 직접 확인해보지 않으면 안 되겠어서.”",http://www.joara.com/premium_new/book_intro.html?book_code=1407827
90,엔딩 체인지,서하롬,로맨스판타지,미제공,미제공,116,19/11/21,미완결,http://cf.joara.com/literature_file/20191120_151637.jpg_thumb.png,"
분명 내 인생은 평범했다. 빌어먹을 로맨스릴러 드라마에 있는 동명이인에게 빙의되기 전까진.

평소처럼 공부만 하던 어느 날, 김혜주는 한 드라마를 추천해준다. 
‘그들의 단서’라는, 한 웹소설 기반으로 만들어진 드라마라나.
그 안에 자신과 동명이인의 인물까지 등장한다며, 손수 예고편까지 보내주는 친구의 성화에 천 은은 예고편만 보고 다시 공부를 하려는데…….

풀고 있던 문제집은 어느새 빨갛게 물이 들어 있었다.
“코, 코피?”
당황스러운 나머지 자리에서 벌떡 일어나 휴지를 찾는 사이, 나는 그만 책상 모서리에 발가락을 찧고 말았다. 덕분에 중심을 잃은 몸이 한순간에 기울어져 버렸다.
쿵!
무언가 큰 소리와 함께 전신에 고통이 느껴졌다. 그렇게 정신없던 중, 다짜고짜 내 어깨 위에 무언가가 내려앉았다.
“저기, 괜찮아?”
“……?”
난데없이 들려온 목소리에 소름이 쫙 끼쳤다. 내 방에는 나 혼자였지 않았나?
나는 서둘러 나를 부축하고 있는 사람에게로 눈을 돌렸다. 길게 내려온 연갈색 머리카락 밑으로 단정하게 달린 명찰이 보였다.
[여주령]
그러고 보니 내 주위에는, 갈색머리 여자애만 서있는 게 아니었다.
“왜…….”
왜, 대체 왜. 
내가 입고 있는 옷이, 저 애들과 같은 것일까.

……살려주세요. 남들에겐 인생 드라마가 제겐 이렇게 무섭습니다.
- <엔딩 체인지>-
",http://www.joara.com/premium_new/book_intro.html?book_code=1408809
91,별이 빛나지 않는 밤,핑크아몬드,로맨스,미제공,미제공,50,19/11/21,미완결,http://cf.joara.com/literature_file/20191120_154216.jpg_thumb.png,"
보통 생각 없이 일을 벌이는 타입이 아닌데, 우리 둘… 어쩌다가 이렇게 됐을까.
얼결에 사귀지도 않는 남자와 하룻밤을 보내게 된 단하루!
상대는 같은 부서에 과장으로 있는 백현우!

상처 가득한 그를 위로해주고 싶었고 은밀하게 갖고 있던 호감을 내보이고 싶었다.
그러나 잠을 잤다고 다 사귀는 것은 아니라서… 그의 마음이 궁금했던 하루.
그런 하루의 속내를 아는지 모르는지 현우는 평소와 똑같이 특유의 무표정한 얼굴로 일만 할 뿐.
정말 아무렇지도 않단 말야?
뭘 기대한 건 아니지만 아무 일도 일어나지 않았던 평소와 같길 바란 것도 아니었기에 하루의 기분은 상해가기만 하고.

결국 무슨 용기가 난 건지 하루는 자신도 모르게 불쑥 말을 내뱉고 마는데….

“과장님껜 그 밤이 아무것도 아니었나요?”

- <별이 빛나지 않는 밤>-",http://www.joara.com/premium_new/book_intro.html?book_code=1408813
92,신록의 늑대,다카엔,BL,미제공,미제공,201,17/09/29,미완결,http://cf.joara.com/literature_file/20171108_164916.jpg_thumb.png,"
미인공/군인수/강공강수/상남자떡대수/불감증발기부전수/이종족혼혈/쌍방후회/공같은수/수같은공/수 한정 멘탈 바사삭 눈새 공

<신록의 세계관> 
“나와 밤을 함께 보내는 이가 되어 주지 않겠나?”
“쳐 돌았습니까?""

첫눈에 반해 대뜸 던진 제안에 돌아온 것은 차가운 대답과 매서운 주먹뿐이었다.
오기와 집착으로 집요하게 구애해 보지만 뉘 집 개가 짖나, 저게 미쳤나 그런 반응만 돌아올 뿐.

‘정말 내 마음을 받아 주지 못하겠나?’
‘그럴싸한 말로 포장하지 마십시오.’

제국 제일의 검사이자, 황위 계승권을 가진 황족이라는 지위도.
남자 주제에 제국 3대 미인이라는 타이틀을 가지고 있는 외모도 아무 소용없었다.

‘아렌, 나는……!’
‘됐습니다. 전장에서 포로로 잡은 후에나 시도하시죠. 그 전에는 어림도 없습니다.’

철저하게 무시하고 선을 그은 중위는 고국으로 돌아가 그를 말끔하게 기억에서 소거했다.
아무리 노력해도 차가운 시선 한 조각조차 얻지 못한 렘펠크라이는 끝까지 돌아봐 주지 않는 이를 포기하기 전에 마지막으로 일을 저지른다.

‘기억조차 하지 못할 아무것도 아닌 자로 남을 바엔, 차라리 용서받지 못할 죄인이 되겠다.’

원한과 증오라도 좋다.
그렇게라도 마음의 한 자락을 얻겠노라 마음먹은 렘펠크라이는 함정을 파 강제로 그를 덮친다. 하지만 원하는 것을 끝끝내 얻지 못하고…. 후회와 자책으로 얼룩진 밤을 보낸 렘펠크라이는 모든 것을 포기하고 제국으로 귀환한다.

그런데 포기하려니까 어째 여지가 생기고 기회가 생기는 것이……?

*(구) 부당거래에서 신록의 늑대로 제목 변경

*10월 중순 유료화 전환 예정*
*월 수 금 주 3회 연재*
▣ 개인 홈페이지 http://dakayen.modoo.at ▣",http://www.joara.com/premium_new/book_intro.html?book_code=1229541
93,바른 생활 악녀님,윤나,로맨스판타지,미제공,미제공,110,19/11/11,미완결,http://cf.joara.com/literature_file/20191105_165103.jpg_thumb.png,"
그녀밖에 모르는 남자. 다정다감하고 그녀만을 올곧게 바라봐주는 남자.
그 괜찮은 남자들 다 내버려 두고 머저리 같은 남주와 여주가 결국엔 이어져 버리는 소설 [꽃의 기사].

“어째서….”
대답 없는 레이시아를 보며 오필리아는 이해할 수 없다는 얼굴로 물었다.
“어째서… 나와 이 사람 사이를 방해한 거죠?”
그녀의 떨리는 목소리에 레이시아는 주먹을 꾹 말아쥐었다.
“그야….”

그야 그놈이 머저리니까. 언니한테는 더 멋진 남자가 어울린다고!

원작 남주에게 엄청난 불만을 품은 채 소설 속 인물에 빙의한 박하.
졸지에 비중 없던 인물이 된 그녀는 주인공들의 사이를 방해하는 악녀가 되기로 결심하는데….

그래도 상관없어! 나의 아름다운 오필리아, 제발 그놈 말고 다른 남자를 선택해!",http://www.joara.com/premium_new/book_intro.html?book_code=1405942
94,야릇한 대표님,야란,로맨스,미제공,미제공,62,19/11/04,미완결,http://cf.joara.com/literature_file/20191023_145329.jpg_thumb.png,"
""좋아합니다, 대표님!“
술김에 사고를 치고 말았다. 엉겁결에 고백을 해버린 것.
그런데 그의 반응이 어딘가 모르게 이상했다.
“내가 본 박아현 씨는 그런 사람이 아니었는데…….”
그가 넥타이 잡아끌면서 픽 웃었다.
“재미있네.”
…뭐가요? 무심코 반문하려던 그녀는 일순 마주친 남자의 눈에 깜짝 놀라 혀를 깨물고 말았다.
2년간 근무하면서 단 한 번도 볼 수 없었던 ‘남자’의 눈이 그녀 앞에 있었다.
“각오는 충분히 했으리라 생각하겠습니다.”
아니, 무슨 각오?
그러나 어리둥절한 것도 잠시. 건강에 사나운 목소리로, 남자가 속삭였다.
“예쁘게 해 줄 테니까 가만히 기다려요.”
……네?

……아현은 과연 이 야릇한 대표님에게서 빠져나갈 수 있을까.

=========================================

‘……도망갈까? 나갈까?’
슬그머니 문고리를 쥐었다. 소리가 나지 않도록 조심스럽게 돌리는데, 그 위를 커다란 손이 감쌌다.
“일단 옷부터 갈아입어요.”
이유는 모르겠는데, 그의 손이 제 어깨 위에 올려져 있었다. 피할 요량으로 슬쩍 어깨를 트니 꽉 눌러 온다. 슬그머니 불안한 예감이 치솟았다.
“저, 저는 이만 가 보겠습니다, 대표님.”
“박아현 씨.”
묵직한 음성이 아현을 내리눌렀다.
그녀는 눈치를 보다 말고 그를 돌아보았다.
여느 때와 다름없는 반듯한 표정으로 그가 말했다.
“갈아입어요.”
위압감이 느껴지는 말씨에 몸이 굳어 버렸다. 태준이 그녀의 손을 문고리에서 떼어 놓았다.
아현은 당황하며 몸을 뒤로 뺐다. 그러자 태준이 그녀의 손바닥 안쪽을 검지로 은근히 긁어내렸다.
경험한 적 없는 감각에 솜털이 삐쭉 솟았다. 이게…… 뭐지?
혼란함이 깃든 아현의 눈동자에 태준의 그림같이 수려한 낯이 박혔다.
“아니면, 내가 갈아입혀 주길 원해?”

-본문 중에서-",http://www.joara.com/premium_new/book_intro.html?book_code=1403536
95,나쁜 엑스,이리안,로맨스,미제공,미제공,30,19/10/29,미완결,http://cf.joara.com/literature_file/20191025_150621.jpg_thumb.png,"
“선배는 나한테 진짜 나쁜 놈이야. 그래서 나도 선배한테 나쁜 년이 되려고.”

중간부터 말문이 막힌 그 앞에서 재이는 꿋꿋하게 제 할 말을 마쳤다.
그러자 그의 입가에 비릿한 미소가 번졌다.
삽시간에 눈동자가 싸늘해지던 주혁이 팔을 잡아 그녀를 제 품으로 끌어당겼다.
가차 없이 옷 안으로 들어오는 손을 붙잡은 재이는 날이 선 말투로 소리쳤다.

“지금 뭐 하는 거야?”
“방금 네 입으로 말했잖아. 나랑 잠도 자고, 예전이랑 똑같이 지내겠다고.”
“…….”
“내가 더는 널 붙잡을 자신이 없어져?”

주혁의 목소리가 낮게 가라앉았다. 아주 작은 애정도 느껴지지 않을 만큼이나.
낯선 모습에 그녀가 숨을 멈추자 그가 귀 가까이 다가와 나직하게 속삭였다.

“반대로 네가 날 떠날 자신이 없어질 거야.”",http://www.joara.com/premium_new/book_intro.html?book_code=1403830
96,"폐하, 이혼하겠습니다",소류나,로맨스판타지,미제공,미제공,298,19/06/01,미완결,http://cf.joara.com/literature_file/20190531_193734.jpg_thumb.png,"
가르실리온의 천재 공주, 에르셀리나. 
여차저차 오라버니의 부탁으로 황제의 5번째 비로 시집가서 황궁 생활 3년차. 
그 동안 정보 수집을 한 결과, 
이제 자신이 없어도 가르실리온의 무역은 아무런 문제가 없을 것이라고 확신했다. 
이제 황제와 이혼하고 고국으로 돌아가서 즐겁고 자유로운 돌싱라이프를 누리고 싶은데, 
세상만사 뜻대로 되는 게 없다. 

이런 망할.
폐하, 제발 저한테 관심가지지 마세요. 제발, 제발!",http://www.joara.com/premium_new/book_intro.html?book_code=1372657
97,그 악마에게 먹히지 않도록,애착인형,로맨스,미제공,미제공,51,19/10/25,미완결,http://cf.joara.com/literature_file/20191023_144756.jpg_thumb.png,"
남자는 지금 당장이라도 삐죽 튀어나온 세나의 도톰한 입술에 입을 맞추고 싶다는 강한 충동이 일었다.  
세나는 최은재가 남자를 질투한다는 게 꽤나 충격적인 듯 했다. 그녀의 도톰한 입술이 계속 말도 안 돼를 반복적으로 웅얼거렸다. 

“하지만…….” 
“조세나.” 

남자는 칼같이 세나의 말을 잘라버렸다. 설명은 이쯤 하면 충분했다. 더 이상 시간을 낭비하기 싫었다. 이젠 본격적으로 이 몸을, 그리고 눈앞의 여자를 갖기 위한 행동을 개시할 시간이었다. 

“뭐, 뭐 하려고?” 

남자는 세나의 원피스 허리에 묶여있는 리본을 슥 잡아당겼다. 그가 리본의 끝을 잡아당기자 허리에 묶여있던 끈이 자연스럽게 스르륵 바닥으로 떨어졌다.  

“재밌는 놀이. 우리 항상 하는 거.” 

세나를 바라보며 싱긋 미소를 짓던 남자는 그대로 세나의 양쪽 어깨를 붙잡고 그녀를 침대로 확 밀쳤다. 그리곤 순식간에 바닥에 떨어진 허리끈으로 그녀의 양손을 결박했다. 

“이게 무슨 놀이야?!” 

“말했잖아. 난 평범한 플레이엔 흥미를 느끼지 못한다고.”  

남자는 당황한 눈으로 자신을 올려다보는 세나를 바라보며 입맛을 다셨다.  
지금부터 일어날 일이 기대 돼 미치겠다는 듯, 그의 표정은 몹시 흥미진진해 보였다.",http://www.joara.com/premium_new/book_intro.html?book_code=1403531
98,탐욕에 대하여,유카,로맨스,미제공,미제공,56,19/10/25,미완결,http://cf.joara.com/literature_file/20191023_150027.jpg_thumb.png,"
“나는 네가 언제나 가난하고 궁핍했으면 좋겠어. 능력 없으면 더더욱 좋고.”

그래야만 나를 보고, 본능적으로 고개를 숙이며 다가올 테니까. 
서영주가 제 곁에서 항상 눈치를 봐주길 본능적으로 원했다. 
그건 여자를 갖고 싶은 탐욕이기도 했고, 머리부터 발끝까지 서영주와 관련된 모든 것들은 먹어 치우고 싶은 욕심이기도 했다.

“전무님. 저랑 잘래요?”

마지막이 될지도 모르는 이 순간, 모든 것들이 엉망진창이었다.
어차피 벼랑 끝에서 힘만 빼면 모든 것들이 끝날 텐데,

“고민 중이야. 잡아먹을지, 아니면 풀어줄지.”",http://www.joara.com/premium_new/book_intro.html?book_code=1403537
99,재즈처럼,조서하,로맨스,미제공,미제공,27,19/10/25,미완결,http://cf.joara.com/literature_file/20191023_150359.jpg_thumb.png,"
“당신과 해보고 싶은 것이 있습니다.”
“무슨….”

이지강은 제인의 일렁이는 눈동자를 올곧게 마주한 채로 말했다. 

“키스.”
“….”
“당신이 원하지 않는다면 하지 않아.”
“….”

제인이 대답을 망설이며 시작된 정적 사이로 성적 긴장감이 깃들었다. 그 속에서 아득하게 깊어진 이지강의 눈과 그녀의 눈 맞춤이 진득하게 이어졌다. 

가슴 설레게 하는 유일한 남자라서 괜찮을 것 같다. 이윽고 그렇게 생각한 제인의 손이 이지강의 옷깃을 잡았다. 

그리고 곧, 커다랗고 단단한 손이 제인의 가느다란 목덜미를 감쌌다. 그대로 당겨서 제인을 허벅지 위에 앉힌 이지강과 그녀의 입술이 겹쳐졌다. ",http://www.joara.com/premium_new/book_intro.html?book_code=1403538
100,결혼한 사이,죠니,로맨스,미제공,미제공,42,19/10/25,미완결,http://cf.joara.com/literature_file/20191023_150637.jpg_thumb.png,"
“결혼하면 나소은 씨에게 좋은 점이 있어요?”

생각해본 적 없는 질문. 결혼으로 나에게 좋은 점이 과연 뭘까. 아빠의 말씀처럼 엄마에게서의 자유? 완전한 자유가 아닌 반쪽짜리 자유일 게 뻔하다. 사랑도 없이 하는 결혼의 실패 사례는 이미 가족이라는 테두리 안에서 보고 자랐기에 기대감은 없다.

“약간의 자유.”
“…그것뿐인데 결혼하겠다고요?”
“안 하겠다고 했지만, 결국 하게 되겠죠. 엄마는 아빠 말씀을 어기지 못하고 난 엄마 말씀을 어기지 못하니까.”

소은의 체념한 듯한 표정이 마음에 들지 않는다. 평생을 그렇게 살아 놓고 남은 인생까지 저당 잡혀 살겠다는 여자를 위해 자신이 해줄 수 있는 일이. 순간 주호의 눈이 반짝였다.

“소은 씨, 나랑 결혼하죠.”
“…미쳤어요?”
“뭐가 다른가요? 생전 처음 보는 남자와도 맞선 봐서 하는 결혼인데 아는 사람하고 하는 결혼이 더 좋은 조건이라고 생각해요, 난. 내 말이 맞지 않아요? 그 남자가 어떤 남자인 줄 알고 덥석 만난대. 어른들 앞에서 하는 행동만 믿으면 안 돼요. 어른들 눈엔 내 딸을 시집보내도 괜찮은 녀석이군. 일지 몰라도 아내에겐 또 다른 가면을 쓰는 사람이 얼마나 많은데.”

어이가 없어 말을 이어가지 못하는 소은이다. 갑자기 나타나서 다짜고짜 곁에 머물더니 이젠 결혼하자고 겁을 준다. 알면 알수록 이상하다, 이 남자.

“결혼하고 님도 보고 뽕도 따고. 아! 옵션이 있어요.”
“옵션이요?”
""나 은주호가 따라가는데 어때요? 확 땡기죠? 결혼은 본품 나는 견본품.""",http://www.joara.com/premium_new/book_intro.html?book_code=1403539
